ot;periodo;serviciousuariots;paradero;punto;toc;varianza;n;fecha;IC
OT23;4;105R;T-5-33-OP-15;0;26.391304347826086;1268.46976663;23;2019-09-13;14.555670425743406
OT23;4;106R;E-13-54-NS-85;0;34.5;235.53714163;4;2019-09-27;15.040274958306181
OT23;4;106R;E-32-254-SN-5;0;47.583333333333336;849.08527281;12;2019-08-29;16.48697967090722
OT23;4;106R;T-13-103-OP-10;0;29.666666666666668;262.92514159999996;3;2019-10-02;18.34896204122148
OT23;4;106R;T-13-54-NS-5;0;23.0;622.0434081999999;7;2019-09-27;18.47640177145323
OT23;4;106R;T-13-54-NS-75;0;28.6;323.05709371000006;5;2019-10-01;15.754720760434545
OT23;4;106R;T-31-254-SN-13;0;73.5;893.5751374999999;12;2019-08-29;16.913402595328552
OT23;4;106R;T-31-254-SN-35;0;45.36363636363637;906.6720498899999;11;2019-08-29;17.79446120887933
OT23;4;106R;T-7-53-OP-48;0;12.0;359.1182666;6;2019-09-24;15.16349087430376
OT23;4;107CI;E-2-9-OP-55;0;40.25;350.00704373;8;2019-09-10;12.964311875265343
OT23;4;107CI;E-5-38-NS-5;0;0.0;0.0;8;2019-09-13;0.0
OT23;4;107CI;T-2-9-OP-20;0;32.375;418.18322707;8;2019-09-10;14.170800458654902
OT23;4;107CI;T-2-9-OP-35;0;57.833333333333336;144.82108748000002;6;2019-09-12;9.629336163197406
OT23;4;107CI;T-3-13-NS-10;0;7.5;153.015;4;2019-09-10;12.122524737033947
OT23;4;107CI;T-3-13-NS-5;0;14.666666666666666;215.1225;3;2019-09-10;16.597335087296393
OT23;4;107CI;T-3-433-OP-85;0;11.8;291.63;5;2019-09-06;14.968806285071633
OT23;4;107CI;T-4-16-NS-2;0;43.833333333333336;794.95822082;12;2019-09-06;15.952824987814624
OT23;4;107CI;T-5-38-OP-20;0;31.285714285714285;414.66226662;7;2019-09-13;15.08531245685869
OT23;4;107CR;E-5-38-PO-30;0;47.0;301.02564373;10;2019-09-12;10.753697563876194
OT23;4;107CR;T-1-1-PO-15;0;59.18181818181818;320.00872705;11;2019-09-10;10.571597994950604
OT23;4;107CR;T-4-16-SN-15;0;39.45454545454545;568.86882081;11;2019-09-06;14.095023177199481
OT23;4;107CR;T-4-16-SN-5;0;47.75;573.04645624;12;2019-09-06;13.544418488475811
OT23;4;107CR;T-5-38-PO-10;0;64.0;167.55981664;8;2019-09-13;8.970073798499541
OT23;4;107I;E-2-9-OP-55;0;50.714285714285715;868.0728665299998;14;2019-09-10;15.43370320356822
OT23;4;107I;E-5-38-NS-5;0;32.45454545454545;712.0465207599998;11;2019-09-13;15.769354382794079
OT23;4;107I;T-2-9-OP-20;0;49.285714285714285;850.2320998899999;14;2019-09-10;15.274281921249719
OT23;4;107I;T-2-9-OP-35;0;62.18181818181818;379.95238124;11;2019-09-12;11.519252926263704
OT23;4;107I;T-21-89-PO-27;0;62.54545454545455;548.1870604;11;2019-08-28;13.836432183428053
OT23;4;107I;T-21-89-PO-35;0;40.142857142857146;578.53347916;14;2019-08-28;12.59958676629928
OT23;4;107I;T-28-89-PO-30;0;78.54545454545455;646.1822916899999;11;2019-08-28;15.022328507792244
OT23;4;107I;T-3-13-NS-10;0;12.0;367.3382666;6;2019-09-10;15.336050583350763
OT23;4;107I;T-3-13-NS-5;0;15.266666666666667;882.7376665299998;15;2019-09-10;15.03579067811566
OT23;4;107I;T-3-433-OP-85;0;15.363636363636363;653.4967748999999;11;2019-09-06;15.107112143429902
OT23;4;107I;T-4-16-NS-2;0;58.76470588235294;1267.07573125;17;2019-09-06;16.92126773370962
OT23;4;107I;T-5-38-OP-10;0;39.642857142857146;723.6468916399999;14;2019-09-13;14.091440915180248
OT23;4;107R;E-5-38-PO-30;0;59.93333333333333;992.7202832799998;15;2019-09-12;15.944976722567825
OT23;4;107R;T-1-1-PO-15;0;57.214285714285715;865.36972494;14;2019-09-10;15.409654523172673
OT23;4;107R;T-12-89-OP-10;0;38.833333333333336;1005.1975269199999;12;2019-10-02;17.93870772801995
OT23;4;107R;T-21-89-OP-5;0;30.857142857142858;998.4024623399998;14;2019-08-28;16.55178647959476
OT23;4;107R;T-25-89-OP-20;0;61.642857142857146;828.8978790699998;14;2019-08-28;15.081431563906921
OT23;4;107R;T-31-89-OP-10;0;57.64705882352941;717.2562478799999;17;2019-10-18;12.731183582184448
OT23;4;107R;T-4-16-SN-15;0;47.35294117647059;1173.28468116;17;2019-09-06;16.282958307499893
OT23;4;107R;T-4-16-SN-5;0;63.333333333333336;1275.04279165;18;2019-09-06;16.496134881309892
OT23;4;107R;T-5-38-PO-10;0;74.8;595.0031792;10;2019-09-13;15.118744039154574
OT23;4;107R;T-7-52-SN-25;0;81.6923076923077;696.4259250599999;13;2019-10-03;14.345703816046477
OT23;4;107R;T-7-52-SN-40;0;49.714285714285715;1003.5193269999999;14;2019-09-25;16.594146658650452
OT23;4;108I;T-13-278-PO-5;0;76.1;249.56188329999998;10;2019-09-26;9.791409147233507
OT23;4;108I;T-13-88-PO-5;0;54.0;543.19864997;13;2019-10-01;12.669624284772167
OT23;4;108I;T-13-93-PO-10;0;46.875;333.95865831000003;8;2019-10-01;12.663607215973732
OT23;4;108I;T-13-97-SN-35;0;52.285714285714285;698.37547487;14;2019-10-01;13.843201591551283
OT23;4;108I;T-21-89-PO-27;0;41.166666666666664;762.17736863;12;2019-08-28;15.62044754834991
OT23;4;108I;T-21-89-PO-35;0;64.0;545.68840828;8;2019-08-28;16.187636444399654
OT23;4;108I;T-28-89-PO-30;0;69.3076923076923;777.0465145299999;13;2019-08-28;15.153323804515496
OT23;4;108R;L-13-64-OP-15;0;11.4;265.575;5;2019-10-01;14.284487530184624
OT23;4;108R;T-12-88-NS-55;0;31.571428571428573;322.77920832;7;2019-10-03;13.309441367916834
OT23;4;108R;T-13-93-OP-5;0;13.285714285714286;443.9633333;7;2019-09-26;15.609198484068294
OT23;4;108R;T-13-98-OP-20;0;34.77777777777778;431.38144582;9;2019-09-26;13.569553182941549
OT23;4;108R;T-21-89-OP-5;0;40.333333333333336;501.08922700000005;9;2019-08-28;14.624881288951071
OT23;4;108R;T-25-89-OP-20;0;53.25;567.06167494;12;2019-08-28;13.473505267899862
OT23;4;108R;T-31-89-OP-30;0;45.75;401.01934163;12;2019-10-18;11.330474772362837
OT23;4;109I;L-5-5-PO-5;0;19.5;572.187675;10;2019-09-13;14.826045232225617
OT23;4;109I;T-12-55-NS-10;0;42.125;286.76799375;8;2019-10-02;11.734819581005494
OT23;4;109I;T-12-88-NS-55;0;29.272727272727273;588.2184666300001;11;2019-10-03;14.332734502167371
OT23;4;109I;T-13-98-OP-20;0;26.545454545454547;536.5137;11;2019-09-26;13.688319605747482
OT23;4;109I;T-20-180-NS-5;0;34.75;347.87814375;8;2019-09-03;12.924824355818147
OT23;4;109I;T-20-68-NS-10;0;34.5;423.83955000000003;10;2019-09-04;12.760180309384348
OT23;4;109I;T-5-30-PO-6;0;49.7;284.44927500000006;10;2019-09-13;10.453422094414822
OT23;4;109I;T-7-55-OP-15;0;26.2;263.94450833;5;2019-10-03;14.240570376221086
OT23;4;109I;T-8-63-NS-15;0;57.0;241.84273125;11;2019-09-24;9.190227202503557
OT23;4;109R;T-13-278-PO-5;0;63.625;133.017470823;8;2019-09-26;7.992183024005681
OT23;4;109R;T-13-279-PO-5;0;16.46153846153846;814.48513333;13;2019-10-01;15.514078192701989
OT23;4;109R;T-13-88-PO-5;0;61.666666666666664;255.69516249000006;12;2019-10-01;9.047460676075472
OT23;4;109R;T-13-94-PO-10;0;59.6;267.87761666000006;15;2019-10-02;8.282828229379367
OT23;4;109R;T-20-176-SN-40;0;22.25;663.876375;12;2019-09-03;14.578372915040967
OT23;4;109R;T-5-26-SN-10;0;19.0;646.3968750000001;11;2019-09-13;15.02482259765183
OT23;4;109R;T-5-33-OP-15;0;30.272727272727273;519.1805250000001;11;2019-09-13;13.465389657259022
OT23;4;109R;T-8-73-OP-5;0;16.8;605.465175;10;2019-09-05;15.251081982207031
OT23;4;110CI;T-10-75-NS-35;0;31.25;549.54950833;12;2019-09-26;13.263827348596532
OT23;4;110CI;T-11-84-NS-10;0;31.5;652.33241666;14;2019-09-24;13.379088725750496
OT23;4;110CR;T-10-75-SN-10;0;17.77777777777778;573.45763333;9;2019-09-26;15.645357295733767
OT23;4;110CR;T-11-84-SN-15;0;31.5;634.1251499900001;12;2019-09-24;14.247968206618047
OT23;4;110CR;T-11-84-SN-25;0;31.833333333333332;637.8182082899999;12;2019-09-24;14.289397085971542
OT23;4;110CR;T-13-12-SN-50;0;5.777777777777778;699.0450000000001;27;2019-10-01;9.973021519189771
OT23;4;110CR;T-5-40-SN-10;0;13.1;592.59;10;2019-09-13;15.08805402959573
OT23;4;110I;E-13-54-NS-80;0;15.8125;829.5126750000001;16;2019-10-01;14.112618228645596
OT23;4;110I;T-10-75-NS-35;0;42.4;353.91477708;10;2019-09-26;11.660184422343102
OT23;4;110I;T-11-84-NS-10;0;49.09090909090909;541.27172288;11;2019-09-24;13.748882435958231
OT23;4;110I;T-13-12-NS-25;0;33.666666666666664;393.46500000000003;9;2019-09-27;12.959488775925282
OT23;4;110I;T-5-33-OP-15;0;15.818181818181818;641.4308333000001;11;2019-09-13;14.966996082913049
OT23;4;110R;E-5-30-PO-7;0;0.0;0.0;9;2019-09-13;0.0
OT23;4;110R;T-10-75-SN-10;0;30.714285714285715;377.6478833;7;2019-09-26;14.396289742674671
OT23;4;110R;T-11-84-SN-15;0;34.0;639.25951656;10;2019-09-24;15.67092645256462
OT23;4;110R;T-11-84-SN-25;0;33.8;501.58368329;10;2019-09-24;13.881224289402084
OT23;4;110R;T-13-12-SN-45;0;13.363636363636363;670.5908333;11;2019-09-27;15.303421320396655
OT23;4;110R;T-13-12-SN-50;0;15.4;704.8591666000001;10;2019-10-01;16.45535467381533
OT23;4;110R;T-5-40-SN-10;0;16.0;819.3924999000001;11;2019-09-13;16.91631334115047
OT23;4;111I;E-13-54-NS-80;0;28.0;661.5174000000002;12;2019-10-01;14.552448945796034
OT23;4;111I;L-10-36-NS-5;0;13.666666666666666;756.0675;12;2019-09-26;15.55771220327719
OT23;4;111I;L-13-101-NS-30;0;38.833333333333336;250.44600000000003;6;2019-10-01;12.663025925899388
OT23;4;111I;L-13-14-OP-25;0;26.714285714285715;385.73910000000006;7;2019-10-01;14.549694776180013
OT23;4;111I;L-13-14-OP-50;0;25.142857142857142;397.51800000000003;7;2019-10-02;14.770168529844199
OT23;4;111I;L-13-14-OP-55;0;29.727272727272727;551.461575;11;2019-10-02;13.877695598988394
OT23;4;111I;L-9-7-OP-40;0;15.0;760.32;11;2019-09-24;16.295133997607998
OT23;4;111I;L-9-7-PO-65;0;50.09090909090909;365.1648;11;2019-09-25;11.292866194195343
OT23;4;111I;T-10-79-OP-5;0;15.0;552.96;8;2019-10-01;16.295133997607998
OT23;4;111I;T-13-12-NS-25;0;27.25;438.01020000000005;8;2019-09-27;14.502844480997513
OT23;4;111R;L-13-14-PO-40;0;32.333333333333336;139.80937500000002;3;2019-10-01;13.380230379182567
OT23;4;111R;L-13-28-OP-5;0;13.307692307692308;791.4375000000002;13;2019-09-27;15.293000661438857
OT23;4;111R;L-13-86-NS-15;0;3.0;69.12;5;2019-10-01;7.287405464223875
OT23;4;111R;L-9-7-PO-10;0;22.714285714285715;840.2841000000001;14;2019-09-25;15.184661900747082
OT23;4;111R;T-10-75-SN-10;0;27.555555555555557;507.86910000000006;9;2019-09-26;14.723488168229702
OT23;4;111R;T-13-12-SN-50;0;14.6;670.3425000000001;10;2019-10-01;16.047391526350943
OT23;4;111R;T-13-92-SN-15;0;57.46153846153846;343.3090125;13;2019-09-26;10.072261614568383
OT23;4;113CI;L-13-14-PO-40;0;54.5;217.91375625;8;2019-10-01;10.229476318524325
OT23;4;113CI;L-13-14-PO-5;0;50.46153846153846;411.27138749999995;13;2019-10-01;11.024239594289833
OT23;4;113CI;L-13-86-NS-15;0;4.285714285714286;138.24;7;2019-10-01;8.710115498660164
OT23;4;113CR;L-13-14-OP-105;0;14.428571428571429;458.595;7;2019-10-01;15.864329043486206
OT23;4;113CR;L-13-14-OP-25;0;16.428571428571427;369.35220000000004;7;2019-10-01;14.237292135796046
OT23;4;113CR;L-13-14-OP-50;0;15.777777777777779;494.83470000000005;9;2019-10-02;14.53332180244191
OT23;4;113CR;L-13-14-OP-55;0;20.444444444444443;528.844875;9;2019-10-02;15.024463280485818
OT23;4;113CR;T-12-55-NS-10;0;1.75;64.8675;8;2019-10-02;5.581162378931471
OT23;4;113CR;T-12-88-NS-55;0;21.375;462.35940000000005;8;2019-10-03;14.900502806281402
OT23;4;113EI;L-13-14-PO-40;0;37.1578947368421;781.9533000000001;19;2019-10-02;12.573890653756758
OT23;4;113EI;T-12-12-PO-15;0;31.058823529411764;776.535975;17;2019-10-10;13.246843356637614
OT23;4;113I;L-13-14-PO-40;0;33.333333333333336;149.14126875;3;2019-10-01;13.819564610001287
OT23;4;113I;L-13-14-PO-5;0;61.875;153.16599374999998;8;2019-10-01;8.576147748187992
OT23;4;113I;L-13-86-NS-15;0;3.75;69.12;4;2019-10-01;8.147566998803999
OT23;4;113I;L-28-3-PO-14;0;14.0;259.47;4;2019-10-04;15.785911060182748
OT23;4;113I;T-20-188-SN-10;0;19.166666666666668;753.304875;12;2019-09-04;15.529262720747564
OT23;4;113R;T-12-88-NS-55;0;14.25;259.605;4;2019-10-03;15.790017162751912
OT23;4;114I;T-18-153-PO-18;0;9.545454545454545;473.8125;11;2019-08-29;12.863613588158442
OT23;4;114I;T-31-254-NS-50;0;25.75;373.50338540999996;8;2019-08-29;13.392398055385076
OT23;4;114I;T-33-264-NS-65;0;10.0;135.375;3;2019-10-17;13.166328265693515
OT23;4;114I;T-33-264-NS-80;0;15.0;406.125;6;2019-10-16;16.125393018466248
OT23;4;114I;T-34-269-NS-15;0;10.0;406.125;9;2019-10-17;13.166328265693515
OT23;4;114I;T-34-269-NS-20;0;6.0;270.75;10;2019-10-17;10.198594020746192
OT23;4;114R;E-32-254-SN-5;0;41.23076923076923;572.96791872;13;2019-08-29;13.012164594228302
OT23;4;114R;T-31-127-SN-30;0;37.09090909090909;491.58046872999995;11;2019-08-29;13.102586589445778
OT23;4;114R;T-31-254-SN-13;0;36.23076923076923;589.3513020600001;13;2019-08-29;13.196887634222108
OT23;4;114R;T-34-269-SN-10;0;19.3;628.44083333;10;2019-10-17;15.537755002961426
OT23;4;115I;L-13-14-PO-40;0;72.33333333333333;191.09781665;6;2019-10-01;11.061354441196311
OT23;4;115I;L-13-14-PO-5;0;52.529411764705884;593.02416663;17;2019-10-01;11.576247584972297
OT23;4;115I;L-13-29-NS-25;0;32.53846153846154;722.28323328;13;2019-10-01;14.609594500160206
OT23;4;115I;L-28-3-PO-14;0;25.0;390.22596663;6;2019-10-04;15.80660238321215
OT23;4;115I;T-20-188-SN-10;0;20.6875;1076.18373329;16;2019-09-04;16.07456731495218
OT23;4;116I;L-4-10-NS-15;0;39.36363636363637;519.45634998;11;2019-09-06;13.468966060349006
OT23;4;116I;L-4-10-NS-35;0;29.666666666666668;507.65143332;9;2019-09-06;14.720332673784968
OT23;4;116I;T-3-13-NS-10;0;15.0;576.24;8;2019-09-10;16.634615955891494
OT23;4;116I;T-3-13-NS-5;0;19.833333333333332;804.97526666;12;2019-09-10;16.053018886388774
OT23;4;116I;T-3-433-OP-85;0;13.333333333333334;576.24;9;2019-09-06;15.68326632645976
OT23;4;116I;T-4-16-NS-2;0;37.25;406.44928332;8;2019-09-06;13.970574284912699
OT23;4;116I;T-4-16-SN-15;0;38.111111111111114;430.59934165;9;2019-09-06;13.557246651320384
OT23;4;116I;T-4-16-SN-5;0;39.888888888888886;410.22774165;9;2019-09-06;13.232665358131493
OT23;4;117CI;E-14-128-PO-35;0;53.57142857142857;291.25373119999995;7;2019-08-30;12.64278638918494
OT23;4;117CI;T-17-482-OP-5;0;66.44444444444444;535.2698187;9;2019-08-30;15.115453959139963
OT23;4;117CI;T-3-13-NS-10;0;56.5;357.00868125;8;2019-09-10;13.093340625533651
OT23;4;117CI;T-3-13-NS-20;0;56.0;535.9050458599999;7;2019-08-30;17.14948072589861
OT23;4;117CI;T-3-13-NS-5;0;36.7;625.3465894699999;10;2019-09-10;15.499456306941712
OT23;4;117CI;T-3-19-SN-10;0;35.5;472.00134992;8;2019-09-10;15.05506719452238
OT23;4;117I;E-31-89-OP-35;0;4.9;231.37663329999998;10;2019-08-28;9.42791851091894
OT23;4;117I;T-18-127-NS-15;0;28.0;76.61650208;3;2019-08-29;9.905048449999763
OT23;4;117I;T-3-13-NS-10;0;63.0;96.52540623000002;6;2019-09-10;7.861424813322838
OT23;4;117I;T-3-13-NS-20;0;33.666666666666664;336.42726249000003;9;2019-08-30;11.983409696472423
OT23;4;117I;T-3-13-NS-5;0;32.2;391.8620854;10;2019-09-10;12.269382165670118
OT23;4;117I;T-3-19-SN-10;0;44.8;391.71749577;10;2019-09-10;12.267118372910696
OT23;4;117I;T-31-89-OP-20;0;13.875;347.04290833000005;8;2019-10-18;12.909299151389515
OT23;4;117R;E-14-128-PO-35;0;46.45454545454545;494.7489208100001;11;2019-08-30;13.144744729993796
OT23;4;117R;L-21-9-PO-5;0;49.76923076923077;450.73711664000007;13;2019-08-28;11.541069498781711
OT23;4;117R;T-17-482-OP-5;0;66.33333333333333;157.56644166;6;2019-08-30;10.044129647718414
OT23;4;117R;T-21-89-PO-27;0;30.866666666666667;742.5677666500001;15;2019-08-28;13.790451605761236
OT23;4;117R;T-3-19-NS-40;0;21.666666666666668;369.36363333;6;2019-09-06;15.378271108940954
OT23;4;117R;T-3-19-NS-50;0;23.125;509.37959371;8;2019-09-06;15.63982355717423
OT23;4;117R;T-31-127-SN-30;0;44.6;572.7039353900001;15;2019-08-29;12.110875107919119
OT23;4;118I;L-33-12-NS-10;0;15.1;715.7108333000001;10;2019-10-18;16.581540149230047
OT23;4;118I;T-12-12-PO-15;0;39.9;575.93059364;10;2019-10-02;14.874457867523859
OT23;4;118I;T-13-12-PO-5;0;58.7;313.12202706;10;2019-10-02;10.96763228392389
OT23;4;118I;T-13-278-PO-5;0;74.875;210.16242499;8;2019-09-26;10.045894508713397
OT23;4;118I;T-13-88-PO-5;0;60.2;401.95436040000004;10;2019-10-01;12.426374655999393
OT23;4;118I;T-13-93-PO-10;0;41.0;210.39584166;5;2019-10-01;12.714217752744805
OT23;4;118I;T-13-97-SN-35;0;55.625;302.65082498;8;2019-10-01;12.055410658928048
OT23;4;118I;T-26-12-PO-25;0;60.0;243.93284164000002;9;2019-10-10;10.203988351207602
OT23;4;118I;T-29-12-PO-25;0;64.5;91.20520832999999;2;2019-10-04;13.235821249936247
OT23;4;118I;T-33-12-SN-20;0;41.3;456.43236870000004;10;2019-10-18;13.24171660925395
OT23;4;118R;E-33-12-NS-30;0;19.0;616.88833323;9;2019-10-18;16.226994727361525
OT23;4;118R;L-13-64-OP-15;0;14.833333333333334;425.0175;6;2019-10-01;16.49619768310261
OT23;4;118R;T-12-12-OP-18;0;29.375;584.28526659;8;2019-10-03;16.750336862777356
OT23;4;118R;T-13-93-OP-5;0;15.666666666666666;449.0783333;6;2019-09-26;16.95670627021101
OT23;4;118R;T-13-98-OP-20;0;58.5;457.03018332;8;2019-09-26;14.814381324586726
OT23;4;118R;T-26-12-OP-10;0;64.58333333333333;621.39278741;12;2019-10-10;14.104203073653423
OT23;4;118R;T-26-12-OP-15;0;71.2;197.26077707000005;5;2019-10-10;12.310946358360207
OT23;4;118R;T-26-12-OP-35;0;63.583333333333336;516.93159372;12;2019-10-04;12.864176390383335
OT23;4;118R;T-29-12-OP-15;0;48.333333333333336;368.38898331;9;2019-10-04;12.539728502659484
OT23;4;118R;T-33-12-NS-20;0;16.615384615384617;1035.6783331999998;13;2019-10-18;17.49431091003613
OT23;4;119I;E-20-290-OP-10;0;12.090909090909092;617.5323;11;2019-09-04;14.685528076306959
OT23;4;119I;L-29-7-NS-10;0;23.333333333333332;473.15706665999994;9;2019-10-04;14.211420240547762
