ot;periodo;serviciousuariots;paradero;punto;toc;varianza;n;fecha;IC
OT23;4;F14R;T-34-236-SN-3;0;0.0;0.0;13;2019-10-15;0.0
OT23;4;F15I;L-34-32-SN-35;0;20.0;312.5475;5;2019-10-17;15.49633812227908
OT23;4;F15I;L-34-46-SN-16;0;11.6;533.2692;10;2019-10-18;14.312955525397259
OT23;4;F15I;L-34-46-SN-5;0;16.692307692307693;527.48729999;13;2019-10-16;12.485053253457124
OT23;4;F15I;T-34-270-SN-37;0;14.777777777777779;631.23;9;2019-10-15;16.414536809385353
OT23;4;F15R;L-34-32-NS-40;0;12.875;487.1700000000001;8;2019-10-17;15.295065674916207
OT23;4;F15R;L-34-32-NS-50;0;18.857142857142858;451.95763333;7;2019-10-16;15.749106297549204
OT23;4;F15R;L-34-40-OP-80;0;13.0;547.9200000000001;9;2019-10-16;15.29302481525483
OT23;4;F15R;L-34-52-PO-15;0;9.666666666666666;403.86;9;2019-10-17;13.129561962736355
OT23;4;F15R;L-34-74-PO-95;0;8.11111111111111;337.59000000000003;9;2019-10-16;12.004099966261528
OT23;4;F16I;L-34-24-SN-25;0;16.25;465.77576666000004;12;2019-10-16;12.211074840764619
OT23;4;F16I;T-34-270-NS-75;0;11.0;358.9788;9;2019-10-16;12.378534099534294
OT23;4;F16R;L-34-63-SN-5;0;28.818181818181817;241.21976665900002;11;2019-10-16;9.17838298096137
OT23;4;F16R;T-34-236-SN-5;0;12.333333333333334;123.30360000000002;3;2019-10-16;12.565602648500391
OT23;4;F16R;T-34-270-SN-10;0;11.636363636363637;430.52160000000003;11;2019-10-15;12.261883951942666
OT23;4;F18I;L-34-40-PO-50;0;53.333333333333336;320.71357498000003;9;2019-10-16;11.700205457090478
OT23;4;F18R;L-34-40-OP-65;0;23.4;622.07729999;10;2019-10-16;15.458887914858504
OT23;4;F18R;L-34-40-OP-80;0;20.5;651.76966666;10;2019-10-16;15.823521578463673
OT23;4;F18R;L-34-44-PO-6;0;6.521739130434782;720.2999999999998;23;2019-10-17;10.968540943752847
OT23;4;F19I;L-34-30-OP-65;0;16.933333333333334;869.9070083299999;15;2019-10-17;14.926117519749349
OT23;4;F19I;L-34-30-PO-40;0;12.333333333333334;697.7399999999999;12;2019-10-17;14.945562284504389
OT23;4;F19I;L-34-52-PO-60;0;13.666666666666666;781.05;12;2019-10-17;15.812657588147541
OT23;4;F19I;L-34-54-NS-95;0;24.142857142857142;869.3480416599999;14;2019-10-16;15.445034886056552
OT23;4;F19I;L-34-70-OP-65;0;58.23076923076923;384.8662583;13;2019-10-16;10.664470912207939
OT23;4;F19I;T-34-269-NS-20;0;9.933333333333334;709.0199999999999;15;2019-10-17;13.475338541201847
OT23;4;F19I;T-34-270-SN-10;0;15.5625;1005.3976333300002;16;2019-10-15;15.536922853722775
OT23;4;F20I;L-23-36-NS-20;0;29.6;687.30013333;15;2019-10-15;13.26733379947538
OT23;4;F20I;L-27-24-NS-40;0;16.0;836.7375;14;2019-10-15;15.152582948131316
OT23;4;F20I;T-23-223-NS-5;0;43.916666666666664;401.89728332999994;12;2019-10-11;11.342870755238463
OT23;4;F20I;T-27-228-NS-25;0;14.153846153846153;812.31;13;2019-10-10;15.493348687048307
OT23;4;F20I;T-34-217-PO-17;0;53.166666666666664;309.59977499;12;2019-10-17;9.955561660037
OT23;4;F20I;T-34-217-PO-33;0;62.69230769230769;273.48203333000004;13;2019-10-15;8.989774444165088
OT23;4;F20R;L-27-21-OP-0;0;48.333333333333336;264.56700833;9;2019-10-10;10.62680373814006
OT23;4;F20R;L-27-21-OP-30;0;12.571428571428571;782.7833333;14;2019-10-15;14.65591166244939
OT23;4;F20R;L-34-41-OP-45;0;57.72727272727273;258.43604999;11;2019-10-17;9.500277171275219
OT23;4;F20R;T-23-217-OP-10;0;43.9;339.15901666;10;2019-10-11;11.414522672460096
OT23;4;F20R;T-34-217-OP-25;0;27.875;417.436875;8;2019-10-17;14.158149150754134
OT23;4;F20R;T-34-444-PO-5;0;8.071428571428571;497.28;14;2019-10-16;11.68133690978905
OT23;4;F23I;L-34-24-SN-25;0;33.1875;587.80857497;16;2019-10-16;11.879934294864471
OT23;4;F23I;L-34-41-OP-45;0;37.63636363636363;210.24684165600002;11;2019-10-17;8.56888805189867
OT23;4;F23I;L-34-41-PO-60;0;14.333333333333334;204.57;3;2019-10-16;16.18513836826859
OT23;4;F23I;L-34-52-PO-60;0;4.454545454545454;174.5796;11;2019-10-17;7.808299729716509
OT23;4;F23I;T-34-217-OP-25;0;14.285714285714286;362.76959999999997;7;2019-10-17;14.109853170036887
OT23;4;F23I;T-34-217-PO-17;0;41.416666666666664;227.94477497600002;12;2019-10-17;8.542407191710277
OT23;4;F23I;T-34-217-PO-33;0;57.92857142857143;115.994316645;14;2019-10-15;5.641705459113228
OT23;4;F23I;T-34-269-NS-20;0;4.0;209.7444;13;2019-10-17;7.872806590947191
OT23;4;F24I;L-34-41-OP-45;0;40.4;228.006274993;10;2019-10-17;9.359000512945325
OT23;4;F24R;L-34-52-PO-15;0;15.8;498.25443333;10;2019-10-17;13.835079439889485
OT23;4;F24R;L-34-58-NS-40;0;13.5;205.9851;4;2019-10-16;14.065137398546804
OT23;4;F25EI;L-34-32-SN-35;0;42.5;234.13539999000002;6;2019-10-17;12.243736851969011
OT23;4;F25EI;L-34-47-PO-35;0;21.3;517.61263333;10;2019-10-16;14.101278992348629
OT23;4;F25EI;L-34-64-OP-2;0;42.6;391.06270831999996;10;2019-10-18;12.256861344904378
OT23;4;F25ER;I-33-134-SN-67;0;14.571428571428571;475.89;7;2019-10-18;16.160706420203294
OT23;4;F25ER;L-34-40-OP-80;0;15.88888888888889;511.5975;9;2019-10-16;14.777433832254728
OT23;4;F25ER;L-34-45-NS-5;0;12.88888888888889;536.6400000000001;9;2019-10-16;15.134787830249444
OT23;4;F25I;L-34-47-PO-35;0;44.81818181818182;408.83531665;11;2019-10-16;11.949065206658103
OT23;4;F25I;T-34-270-SN-10;0;20.1;628.33953333;10;2019-10-15;15.536502667075778
OT23;4;F26I;L-34-118-PO-5;0;18.916666666666668;620.8701666629998;12;2019-10-15;14.098270674839819
OT23;4;F26I;L-34-24-SN-25;0;14.384615384615385;809.7275999999999;13;2019-10-16;15.46870177079661
OT23;4;F26R;L-34-70-OP-65;0;47.38461538461539;260.578524979;13;2019-10-16;8.775132966598663
OT23;4;F27I;L-34-24-SN-25;0;27.916666666666668;237.34949998599998;12;2019-10-16;8.716850726926447
OT23;4;F27I;L-34-41-PO-120;0;16.1;366.291333333;10;2019-10-17;11.862313375274033
OT23;4;F27I;L-34-41-PO-60;0;25.2;98.96393333;5;2019-10-16;8.71986062136922
OT23;4;F27I;T-34-217-PO-33;0;46.18181818181818;54.60364166099999;11;2019-10-15;4.3668727088147055
OT23;4;F27I;T-34-313-SN-5;0;36.888888888888886;111.40353333200001;9;2019-10-17;6.895794319311278
OT23;4;F27R;L-34-35-OP-40;0;12.333333333333334;243.96120000000002;6;2019-10-17;12.498008814207166
OT23;4;F27R;L-34-41-OP-45;0;41.75;63.427866665;8;2019-10-17;5.518882275654464
OT23;4;F27R;T-34-217-OP-25;0;12.2;197.862;5;2019-10-17;12.32969309593714
OT23;4;F29I;L-34-32-NS-30;0;11.0;269.805;6;2019-10-17;13.143330932453917
OT23;4;F29I;L-34-70-OP-65;0;48.0;285.95215207;10;2019-10-16;10.481000846255627
OT23;4;F29I;L-34-78-SN-5;0;11.909090909090908;568.5491999999999;11;2019-10-16;14.091062953388706
OT23;4;F29I;T-34-270-NS-75;0;21.352941176470587;947.6429083300002;17;2019-10-15;14.633693990321927
OT23;4;F29I;T-34-444-PO-5;0;9.5;514.8267;12;2019-10-16;12.837958854895898
OT23;4;F29R;L-34-103-OP-10;0;9.846153846153847;574.8873;13;2019-10-17;13.033941052498282
OT23;4;F29R;L-34-2-OP-5;0;14.25;511.42229999999995;8;2019-10-16;15.671151472052076
OT23;4;F29R;L-34-76-SN-20;0;13.75;470.4975;8;2019-10-17;15.031064483262652
OT23;4;F29R;T-34-270-SN-10;0;11.833333333333334;311.6592;6;2019-10-15;14.126039682798572
OT23;4;G01CI;L-26-10-PO-20;0;32.333333333333336;85.541666666;6;2019-10-10;7.400640362654501
OT23;4;G01CI;L-26-10-PO-80;0;9.0;110.25;4;2019-10-11;10.29
OT23;4;G01CI;L-27-17-SN-5;0;21.0;106.16666666;4;2019-10-04;10.097646590184468
OT23;4;G01CR;L-24-5-OP-15;0;12.0;294.0;8;2019-10-11;11.881868539922499
OT23;4;G01CR;L-26-10-OP-25;0;14.285714285714286;188.4375;7;2019-10-10;10.16929201075473
OT23;4;G01CR;L-26-6-NS-10;0;9.0;220.5;8;2019-10-10;10.289999999999997
OT23;4;G01I;L-26-10-PO-20;0;40.625;44.020833325;8;2019-10-10;4.597695527399025
OT23;4;G01I;L-26-10-PO-80;0;14.363636363636363;440.83440833000003;11;2019-10-11;12.407876761596123
OT23;4;G01I;L-27-17-SN-5;0;38.81818181818182;254.53360207000003;11;2019-10-04;9.428276067775698
OT23;4;G01I;L-33-58-PO-3;0;4.545454545454546;172.35750000000002;11;2019-10-18;7.758447431377913
OT23;4;G01I;T-24-205-NS-40;0;14.166666666666666;525.45583333;12;2019-10-11;12.969808304033538
OT23;4;G01R;L-24-5-OP-15;0;19.166666666666668;462.37964999;12;2019-10-11;12.166476014721711
OT23;4;G01R;L-26-10-OP-25;0;10.0;358.8147;11;2019-10-10;11.19424589006659
OT23;4;G01R;L-26-6-NS-10;0;11.363636363636363;436.7775;11;2019-10-10;12.350651230529579
OT23;4;G01R;T-22-205-SN-35;0;19.7;231.20833333299998;10;2019-10-11;9.424489022392953
OT23;4;G02I;L-30-51-NS-115;0;19.636363636363637;381.469166663;11;2019-10-16;11.542222689100226
OT23;4;G02I;L-30-51-NS-56;0;15.5;357.440833333;10;2019-10-16;11.718125726122128
OT23;4;G02I;T-30-245-PO-5;0;10.9;691.02;20;2019-10-15;11.520899339895301
OT23;4;G04I;L-23-45-PO-40;0;15.5;816.3120333299998;18;2019-10-15;13.199209377081239
OT23;4;G04I;L-26-35-PO-10;0;14.8;1199.7462416600001;25;2019-10-11;13.577842482458038
OT23;4;G04I;L-26-35-PO-15;0;14.727272727272727;988.3208333;22;2019-10-10;13.136924562616485
OT23;4;G04I;T-23-226-PO-5;0;15.434782608695652;1125.22331666;23;2019-10-11;13.709181140168766
OT23;4;G04R;L-27-11-SN-20;0;43.08695652173913;645.2361999649999;23;2019-10-10;10.381294603412897
OT23;4;G05I;L-23-20-SN-5;0;33.27777777777778;706.8144749759999;18;2019-10-11;12.28209737578282
OT23;4;G05I;L-23-36-NS-30;0;19.636363636363637;988.4504666500001;22;2019-10-15;13.137786088369547
OT23;4;G05I;T-23-216-OP-15;0;22.904761904761905;934.1977999799998;21;2019-10-15;13.072716532649514
OT23;4;G05R;L-23-36-SN-25;0;19.9375;811.1360583200001;16;2019-10-11;13.955420724672976
OT23;4;G05R;L-27-13-PO-25;0;13.0;403.755;8;2019-10-10;13.924193010727764
OT23;4;G05R;T-27-228-NS-25;0;18.526315789473685;881.6369437399999;19;2019-10-10;13.351318647809528
OT23;4;G07I;L-30-29-PO-25;0;31.375;123.624999999;8;2019-10-16;7.704850744791867
OT23;4;G07I;T-30-251-PO-15;0;31.285714285714285;105.229166663;7;2019-10-09;7.599326724431211
OT23;4;G07I;T-30-273-OP-5;0;27.0;183.666666659;9;2019-10-09;8.854213476815646
OT23;4;G07R;L-30-7-SN-15;0;12.0;294.0;8;2019-10-09;11.881868539922499
OT23;4;G07R;T-30-248-SN-30;0;15.0;200.08333333;6;2019-10-09;11.31842254409839
OT23;4;G08I;L-27-30-OP-5;0;50.0;350.55904164;12;2019-10-10;10.59366011019572
OT23;4;G08I;T-30-248-SN-30;0;16.333333333333332;1216.0340416299998;18;2019-10-09;16.109894086012634
OT23;4;G08R;L-26-35-PO-10;0;11.263157894736842;1010.5862999999998;19;2019-10-11;14.294401425364883
OT23;4;G08R;T-30-252-NS-20;0;31.8;238.02604999;5;2019-10-09;13.523319663762916
OT23;4;G08R;T-30-273-OP-5;0;38.81818181818182;487.54941872999996;11;2019-10-09;13.048754196868297
OT23;4;G08VI;L-27-30-OP-5;0;38.09090909090909;107.234366663;11;2019-10-10;6.119651972966651
OT23;4;G08VI;L-30-16-PO-25;0;12.615384615384615;562.4540999999999;13;2019-10-09;12.892226848764336
OT23;4;G08VR;L-26-35-PO-10;0;11.461538461538462;363.81030000000004;13;2019-10-11;10.368642253967934
OT23;4;G08VR;L-30-14-OP-5;0;15.545454545454545;409.9647;11;2019-10-16;11.965558116831524
OT23;4;G08VR;L-30-16-OP-20;0;23.6;467.65791041;15;2019-10-09;10.943962197275889
OT23;4;G08VR;T-27-224-NS-25;0;21.133333333333333;528.93061666;15;2019-10-15;11.638842602713428
OT23;4;G08VR;T-30-252-NS-20;0;21.11111111111111;270.92570208;9;2019-10-09;10.753749615369452
OT23;4;G09I;L-29-24-SN-35;0;8.571428571428571;183.75;7;2019-10-04;10.042011750640405
OT23;4;G09R;L-30-16-PO-25;0;24.73913043478261;562.6116666620001;23;2019-10-09;9.693855020508655
OT23;4;G09R;L-30-16-PO-5;0;23.90909090909091;518.166666662;22;2019-10-15;9.512167009220681
OT23;4;G09R;T-29-239-SN-15;0;17.071428571428573;507.24357499;14;2019-10-04;11.797781019211028
OT23;4;G09R;T-30-272-PO-5;0;10.666666666666666;294.0;9;2019-10-09;11.202333090328402
OT23;4;G11I;L-23-22-SN-15;0;8.833333333333334;212.115;6;2019-10-11;11.653761796089709
OT23;4;G11I;L-23-9-SN-5;0;23.333333333333332;525.5350583100001;15;2019-10-15;11.60142370574605
OT23;4;G11R;E-24-12-PO-20;0;13.666666666666666;880.2674999999999;15;2019-10-11;15.014738599123193
OT23;4;G11R;L-23-22-NS-10;0;7.176470588235294;515.1375;17;2019-10-11;10.789298129055803
OT23;4;G11R;L-26-19-PO-5;0;20.714285714285715;661.68379998;21;2019-08-28;11.002000869978515
OT23;4;G11R;L-26-7-NS-10;0;11.0;853.4025;21;2019-10-10;12.49462940626892
OT23;4;G11R;L-27-24-NS-45;0;8.875;534.48;16;2019-10-15;11.328223514744048
OT23;4;G12I;L-26-37-OP-5;0;13.6;298.6875;10;2019-10-10;10.711852780915166
OT23;4;G12I;L-26-7-NS-25;0;9.333333333333334;257.25;9;2019-10-10;10.478823089132355
OT23;4;G12I;T-26-12-OP-35;0;12.333333333333334;364.5747;9;2019-10-04;12.474641689443429
OT23;4;G12I;T-29-12-PO-25;0;6.0;36.75;2;2019-10-04;8.4017498177463
OT23;4;G12R;L-26-11-OP-2;0;6.666666666666667;183.75;9;2019-10-10;8.856221918327625
OT23;4;G12R;T-26-227-SN-20;0;17.25;195.99999999;8;2019-10-10;9.701505037631943
OT23;4;G13I;L-23-21-PO-55;0;22.689655172413794;1287.523674973;29;2019-10-15;13.059744610926748
OT23;4;G13I;L-23-22-NS-10;0;15.041666666666666;1029.35379999;24;2019-10-11;12.836090977593841
OT23;4;G13I;L-23-36-SN-25;0;22.791666666666668;978.649152063;24;2019-10-11;12.51595412291385
OT23;4;G13I;L-26-35-PO-10;0;12.962962962962964;1145.0198166599998;27;2019-10-11;12.763820581629902
OT23;4;G13I;L-26-35-PO-15;0;15.555555555555555;1380.15333333;27;2019-10-10;14.013217365680065
OT23;4;G13I;L-27-13-PO-70;0;12.391304347826088;1207.0800000000002;23;2019-10-15;14.199079161814625
OT23;4;G13R;L-23-14-OP-35;0;18.423076923076923;1367.25787704;26;2019-10-15;14.213289908279592
OT23;4;G13R;L-23-22-SN-15;0;15.642857142857142;795.8625;14;2019-10-11;14.777843888741009
OT23;4;G13R;L-23-36-NS-30;0;13.741935483870968;1716.9208333300003;31;2019-10-15;14.586475257226967
OT23;4;G14I;L-30-16-OP-20;0;27.1875;454.659166658;16;2019-10-09;10.448141744568064
OT23;4;G14I;L-30-58-PO-15;0;10.846153846153847;524.2425000000001;13;2019-10-09;12.446593565494755
OT23;4;G14R;L-30-16-PO-25;0;12.583333333333334;530.0172;12;2019-10-09;13.02598069091153
OT23;4;G14R;L-30-36-SN-10;0;22.333333333333332;522.435833329;15;2019-10-09;11.567164726980957
OT23;4;G14R;L-30-39-SN-5;0;7.36;732.5699999999999;25;2019-10-15;10.609883905114135
OT23;4;G15I;L-23-23-NS-20;0;6.461538461538462;376.08750000000003;13;2019-10-18;10.542141586545366
OT23;4;G15I;T-27-228-NS-25;0;13.555555555555555;515.8575000000001;9;2019-10-10;14.838831086039088
OT23;4;G15R;L-27-21-OP-0;0;42.54545454545455;251.482183313;11;2019-10-10;9.371591285345596
OT23;4;G15R;L-27-21-OP-30;0;17.764705882352942;877.97203332;17;2019-10-15;14.085489745295694
OT23;4;G16I;L-26-35-PO-10;0;9.631578947368421;591.0074999999999;19;2019-10-11;10.931399515543333
OT23;4;G16I;L-26-35-PO-15;0;10.2;624.75;20;2019-10-10;10.95454152395252
OT23;4;G16I;L-27-11-NS-70;0;42.26315789473684;305.10898748399995;19;2019-10-15;7.8542870838614185
OT23;4;G16I;L-27-13-OP-30;0;9.0;220.5;8;2019-10-10;10.289999999999997
OT23;4;G16R;L-27-11-SN-20;0;32.95238095238095;287.270833324;21;2019-10-10;7.2492352085860565
OT23;4;G16R;T-27-224-NS-25;0;13.0;1050.0524999999998;21;2019-10-15;13.85963938924819
OT23;4;G18I;L-24-19-PO-35;0;11.8;456.5025;10;2019-10-11;13.242733871825711
OT23;4;G18I;L-26-11-OP-20;0;16.571428571428573;684.6196333299999;14;2019-10-10;13.706189382383128
OT23;4;G18R;L-23-15-PO-41;0;9.0;231.39749999999998;6;2019-10-18;12.17193928673652
OT23;4;G18R;L-23-3-NS-15;0;5.6923076923076925;250.01999999999998;13;2019-10-18;8.595512389076594
OT23;4;G18R;L-23-45-PO-40;0;13.333333333333334;334.48953333;9;2019-10-15;11.948849276257747
OT23;4;G18R;L-26-35-PO-10;0;10.533333333333333;626.1075;15;2019-10-11;12.662950082820354
OT23;4;G18R;L-26-7-NS-10;0;10.0625;665.865;16;2019-10-10;12.644136447381449
OT23;4;G18R;L-26-7-NS-25;0;10.571428571428571;614.715;14;2019-10-10;12.987601626166395
OT23;4;G18R;T-23-226-PO-5;0;11.428571428571429;651.4649999999999;14;2019-10-11;13.370190574558015
OT23;4;G18R;T-24-205-NS-45;0;13.0;798.465;16;2019-10-11;13.845990267944002
OT23;4;G22I;L-27-22-SN-22;0;23.0;1247.3379083099999;24;2019-10-16;14.130011365535202
OT23;4;G22R;T-30-251-PO-5;0;13.0;625.4537999999998;10;2019-10-09;15.500784877160251
OT23;4;G23I;L-23-21-PO-55;0;23.642857142857142;741.49454165;14;2019-10-15;14.264154451938609
OT23;4;G23I;L-23-36-SN-25;0;23.0;622.9460749899999;11;2019-10-11;14.74976006486387
OT23;4;G23R;L-23-14-OP-35;0;16.5625;799.46154166;16;2019-10-15;13.854627968753473
OT23;4;G23R;L-23-20-SN-5;0;17.583333333333332;715.2486333299998;12;2019-10-11;15.131917563549042
OT23;4;G23R;L-23-26-OP-5;0;15.6875;968.1179083300001;16;2019-10-15;15.24615065483852
OT23;4;G23R;L-23-36-NS-30;0;14.0;1055.8275;17;2019-10-15;15.44642910189925
OT23;4;H02I;L-25-16-OP-10;0;13.0;419.2146;10;2019-08-28;12.690369605964989
OT23;4;H02I;T-21-134-NS-35;0;12.181818181818182;474.3984;11;2019-08-29;12.871564478761277
OT23;4;H02R;L-21-18-PO-45;0;32.888888888888886;143.047974996;9;2019-08-28;7.814040786690993
OT23;4;H02R;L-25-29-PO-5;0;16.454545454545453;414.45180000000005;11;2019-08-30;12.030861961411805
OT23;4;H02R;T-25-228-SN-30;0;31.0;135.98918333;7;2019-08-28;8.638915661789042
OT23;4;H03I;L-12-6-SN-5;0;16.0;362.02833333;9;2019-10-02;12.431000877378779
OT23;4;H03I;L-25-11-OP-10;0;26.8;418.34729999;10;2019-08-28;12.677235454315676
OT23;4;H03I;L-25-11-OP-15;0;28.454545454545453;440.05497499;11;2019-08-28;12.39690280939552
OT23;4;H03I;L-28-11-OP-30;0;41.666666666666664;335.016849983;12;2019-10-04;10.356160529264264
OT23;4;H03I;L-29-7-NS-10;0;45.7;254.220674986;10;2019-10-04;9.88237899003179
OT23;4;H03I;T-29-239-NS-5;0;56.90909090909091;200.427599976;11;2019-10-04;8.366397443821441
OT23;4;H03R;L-26-19-PO-5;0;40.75;334.95022498599997;12;2019-08-28;10.35513071020922
OT23;4;H03R;L-26-7-NS-5;0;50.375;225.51878331300003;8;2019-10-10;10.406446067073167
OT23;4;H03R;L-29-1-OP-15;0;13.7;534.4773;10;2019-10-04;14.329159067021344
OT23;4;H03R;L-29-22-PO-20;0;34.63636363636363;345.65580832300003;11;2019-10-04;10.987064101410914
OT23;4;H03R;L-29-22-PO-35;0;47.30769230769231;278.52979997600005;13;2019-10-04;9.072359033340277
OT23;4;H03R;T-26-212-PO-5;0;41.72727272727273;288.40964998899994;11;2019-08-28;10.036091739307427
OT23;4;H03R;T-29-238-SN-10;0;13.909090909090908;612.6224999999998;11;2019-10-04;14.62703162578854
OT23;4;H03R;T-29-238-SN-17;0;18.363636363636363;552.28463333;11;2019-10-04;13.88804799229941
OT23;4;H04I;L-21-13-SN-5;0;17.9;690.60763333;10;2019-08-29;16.28814993853055
OT23;4;H04I;L-28-3-OP-15;0;10.5;504.2099999999999;10;2019-10-04;13.917518227040336
OT23;4;H04I;L-28-3-OP-30;0;9.777777777777779;401.44230000000005;9;2019-10-04;13.090203035858535
OT23;4;H04R;L-21-1-PO-15;0;24.666666666666668;559.19289999;9;2019-08-29;15.449543123779074
OT23;4;H04R;L-28-21-SN-5;0;52.75;103.000408323;4;2019-10-04;9.945933448068573
OT23;4;H05CI;L-28-4-PO-15;0;14.3;379.98683333;10;2019-10-04;12.082042124245914
OT23;4;H05CI;T-28-89-PO-30;0;33.3;153.812658326;10;2019-08-28;7.686915559736308
OT23;4;H05CR;L-25-38-NS-5;0;1.3;42.8652;10;2019-08-28;4.057966884044275
OT23;4;H05CR;T-28-89-OP-8;0;9.444444444444445;261.6306;9;2019-10-04;10.567666161772271
OT23;4;H05I;L-25-13-NS-10;0;8.090909090909092;356.75460000000004;11;2019-08-28;11.162064290020258
OT23;4;H05I;L-25-16-OP-5;0;16.181818181818183;677.1767333299999;11;2019-08-28;15.378385477263883
OT23;4;H05I;L-28-11-OP-30;0;5.6;226.64460000000003;10;2019-10-04;9.33101224605348
OT23;4;H05I;T-21-134-NS-35;0;12.5;499.30019999999996;10;2019-08-29;13.849590782113383
OT23;4;H05R;L-29-22-PO-35;0;30.363636363636363;527.14624999;11;2019-10-04;13.56829537749872
OT23;4;H05R;T-26-212-PO-5;0;28.2;477.366533323;10;2019-08-28;13.541976496854646
OT23;4;H05R;T-31-134-SN-25;0;17.875;455.90743333;8;2019-08-28;14.796173474417834
OT23;4;H06I;L-28-8-SN-125;0;55.111111111111114;251.79335830999997;9;2019-10-04;10.367091981005709
OT23;4;H06I;L-29-24-SN-5;0;42.0;405.06370831000004;10;2019-10-04;12.474344639473834
OT23;4;H06I;T-29-238-SN-10;0;18.555555555555557;604.62763333;9;2019-10-04;16.064929076858792
OT23;4;H06R;L-28-8-NS-80;0;15.375;562.29;8;2019-10-04;16.4320314629689
OT23;4;H06R;T-20-409-OP-35;0;15.6;692.4;10;2019-09-04;16.30927294516834
OT23;4;H06R;T-29-12-OP-15;0;23.714285714285715;430.8752666600001;7;2019-10-04;15.377397255160185
OT23;4;H07R;L-20-21-NS-20;0;15.0;720.3;10;2019-09-03;16.634615955891498
OT23;4;H07R;L-25-11-OP-10;0;14.8;691.1351999999999;10;2019-08-28;16.29437014529865
OT23;4;H07R;L-25-11-OP-15;0;15.0;648.27;9;2019-08-28;16.634615955891498
OT23;4;H07R;L-28-11-OP-30;0;21.444444444444443;588.88526666;9;2019-10-04;15.854412776542882
OT23;4;H07R;L-28-21-SN-5;0;14.666666666666666;403.01519999999994;6;2019-10-04;16.063536308048736
OT23;4;H07R;T-20-400-PO-35;0;34.0;520.29669998;10;2019-09-04;14.137792623472617
OT23;4;H08I;L-26-19-PO-5;0;58.5;211.67257498000004;10;2019-08-28;9.017546030063656
OT23;4;H08I;L-29-22-PO-20;0;36.111111111111114;448.26669998;9;2019-10-04;13.832575700711258
OT23;4;H08I;L-29-22-PO-35;0;48.375;301.81638331;8;2019-10-04;12.03878014025765
OT23;4;H08I;T-26-212-PO-5;0;46.75;273.06055832000004;8;2019-08-28;11.450924858074302
OT23;4;H08R;L-25-11-OP-10;0;15.0;504.525;7;2019-08-28;16.639811297006943
OT23;4;H08R;L-25-11-OP-15;0;17.88888888888889;582.25033333;9;2019-08-28;15.764844434939294
OT23;4;H08R;L-28-11-OP-30;0;15.0;576.24;8;2019-10-04;16.634615955891494
OT23;4;H08R;L-29-7-NS-10;0;10.714285714285714;360.15;7;2019-10-04;14.058816450896568
OT23;4;H09I;L-21-18-PO-45;0;25.714285714285715;391.14739999000005;7;2019-08-28;14.651337587896608
OT23;4;H09I;L-28-16-PO-5;0;14.6;660.3974999999999;10;2019-10-04;15.92790958035611
OT23;4;H09R;L-28-8-NS-80;0;9.363636363636363;476.44229999999993;11;2019-10-04;12.899262627551444
OT23;4;H12I;L-29-24-SN-35;0;12.0;288.12;5;2019-10-04;14.878452822790413
OT23;4;H12I;T-29-238-SN-10;0;15.0;576.24;8;2019-10-04;16.634615955891494
OT23;4;H12R;L-29-12-NS-2;0;29.0;190.02763333000001;4;2019-10-04;13.509350060240946
OT23;4;H12R;L-29-7-NS-10;0;20.333333333333332;388.53763332999995;6;2019-10-04;15.772371266450543
OT23;4;H12R;T-28-233-NS-20;0;15.5;418.23;6;2019-10-04;16.363945978889078
OT23;4;H12R;T-29-239-NS-5;0;15.428571428571429;490.26;7;2019-10-04;16.40288657523425
OT23;4;H13I;L-20-29-SN-5;0;26.166666666666668;727.9231749899999;12;2019-09-03;15.265401154903595
OT23;4;H13I;L-28-8-SN-125;0;38.0;523.11787498;11;2019-10-04;13.516352481760642
OT23;4;H13I;T-20-200-SN-10;0;37.875;365.66684999;8;2019-09-03;13.251159246088546
OT23;4;H14I;T-25-228-SN-30;0;20.0;169.813133333;5;2019-08-28;11.422382702501721
OT23;4;H14R;L-21-37-SN-30;0;25.166666666666668;163.477433333;6;2019-08-28;10.23079426610379
OT23;4;H14R;L-21-9-PO-5;0;39.5;143.913185413;8;2019-08-28;8.313068725526247
OT23;4;H14R;T-25-228-NS-30;0;9.75;250.8996;8;2019-08-28;10.976428741626302
OT23;4;I01I;L-13-56-SN-5;0;29.066666666666666;752.8414125000002;15;2019-10-02;13.885521404830284
OT23;4;I01I;L-13-69-PO-25;0;17.0;635.6376750000002;10;2019-10-02;15.626470146133453
OT23;4;I01I;T-20-400-PO-35;0;29.6;499.0653187500001;10;2019-09-04;13.846332830428423
OT23;4;I02I;L-13-65-PO-125;0;39.857142857142854;274.3409250000001;7;2019-09-27;12.270220032256962
OT23;4;I02I;T-13-364-SN-20;0;19.4;282.82500000000005;5;2019-09-25;14.74110253678469
OT23;4;I02R;L-13-15-OP-105;0;14.0;125.6175;2;2019-10-01;15.533386430524413
OT23;4;I02R;L-13-31-OP-25;0;25.133333333333333;696.1512;15;2019-09-27;13.352489031188155
OT23;4;I02R;L-13-68-PO-20;0;21.166666666666668;330.4362;6;2019-10-02;14.545352670870516
OT23;4;I03CI;L-13-49-SN-5;0;30.285714285714285;334.50007500000004;7;2019-10-01;13.548935056306085
OT23;4;I03CI;L-7-23-SN-5;0;37.833333333333336;246.65866875;6;2019-10-03;12.566913847281679
