periodo;serviciosentido;serviciousuariots;capacidad;nexpediciones;count_zp;count_metro;fmax;fmin;sum_subidaspromedio;sum_subidasevasion;sum_subidascorregidas;sum_subidascorregidas_OT14;sum_difsubidas_O18_A19;max_difsubidas_O18_A19;varporc_subidastotal;sum_cargacorregida;sum_cargacorregida_OT14;sum_difcarga_O18_A19;max_difcarga_O18_A19;varporc_cargatotal;count_TOC;in_TOC;porc_TOC;avg_IC;estado50;estado60;estado70;hay_perfil;hay_P_OCT2018;hay_P_OT03;hay_P_OT05;hay_P_OT07;hay_P_OT09
4;B05 00I;B05I;98.0;56.0;0.0;2.0;1.0671915044233222;0.8859221426211016;62.92295497983926;40.435567070242676;103.35852205008193;148.17130269899104;74.16341014707925;15.16297089915544;-0.30243900021548675;1148.2300761228744;1747.648162493128;601.4946709684858;33.02362136907872;-0.3429855615303865;10.0;7.0;0.7;12.863656633773356;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B05 00R;B05R;97.37704918032786;61.0;1.0;1.0;1.1125678066440965;0.7987459070271646;57.28530279403281;19.662768153748704;76.9480709477815;130.13247854054305;57.81211985579496;13.962948430107414;-0.40869434125310866;881.3124832357025;1579.5798517235958;715.221148390777;26.330450067475304;-0.442058923280113;7.0;3.0;0.42857142857142855;11.38825499609555;NO VALIDO;NO VALIDO;NO VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B06 00I;B06I;87.92982456140354;57.0;1.0;2.0;1.4595784588961644;0.7729037194512758;47.77669382043858;10.004944392559118;57.78163821299769;62.10120200290232;44.36655638975854;14.065761313663387;-0.06955684673708495;555.9447496086193;798.2655784982542;289.2185237970085;14.275920993212223;-0.3035591605308895;2.0;2.0;1.0;11.578266842834458;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B06 00R;B06R;88.21666666666663;60.0;2.0;1.0;1.3072250603644704;0.5244829182709045;55.5763656578;8.784132365319918;64.3604980231199;80.84083535595421;32.24908165671688;4.38077189507076;-0.20386154176003912;806.000992092718;1069.7252058286708;424.1543774363462;26.746357073482987;-0.24653454204779335;3.0;3.0;1.0;12.338483450824603;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B07 00I;B07I;98.0;19.0;1.0;1.0;1.8011879164309743;0.6319149831363633;47.60687375110534;16.511765416837026;64.11863916794238;22.080987689704994;17.650706884641515;6.9654611708005385;1.903793981907655;523.6625991228154;262.4943107751718;144.07314149367954;16.07464835167408;0.9949483765053333;3.0;3.0;1.0;15.071121358964286;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B08 00I;B08I;67.42553191489365;47.0;3.0;0.0;1.085199782872448;0.8702215809391138;45.0143285082553;14.661075637570935;59.67540414582624;81.87333072016605;31.27617190512584;5.707677676350814;-0.271125241627336;835.2602444283898;1143.4784211710562;308.3279218381919;13.83344760599067;-0.26954437533417974;8.0;6.0;0.75;10.419806317091377;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B08 00R;B08R;63.04444444444446;45.0;2.0;1.0;1.343244633376991;0.5842236942075275;36.70737122671111;16.631327873600238;53.338699100311345;19.51816152093517;32.037630626162255;6.5052378525570385;1.732772707260378;548.2234536606878;180.42159231032997;362.10691655211343;25.50652481044975;2.0385689796913486;6.0;5.0;0.8333333333333334;10.30364449781054;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B09 00I;B09I;96.84444444444445;45.0;1.0;0.0;1.230055558238905;0.8121419596318069;34.377251664400006;11.86013879006498;46.237390454464986;65.17012305377868;29.551122523456026;6.505790504547624;-0.2905124574291553;546.449324870952;805.1020515353539;261.9596227593681;13.599571848542356;-0.3212670072957129;4.0;3.0;0.75;14.826815072669199;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B09 00R;B09R;97.91891891891889;37.0;1.0;0.0;1.1904797889176546;0.6186326392628841;37.91099630197297;13.388424339893378;51.29942064186635;97.79768217413292;59.9451449776217;26.554757409109488;-0.4754536150404306;705.4898451634122;1679.612318072864;974.1224729094514;37.497387131434266;-0.5799686406367455;5.0;0.0;0.0;11.727652677927793;NO VALIDO;NO VALIDO;NO VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B10 00I;B10I;49.0;28.0;3.0;1.0;1.1726614780408182;0.7253541459453224;53.039019013892855;26.878327174804987;79.91734618869785;87.2330838974688;39.96950971013791;6.337251044139482;-0.08386425633386585;1125.775261090221;1106.9942242592363;218.2066304413956;8.598783876970018;0.01696579477960003;6.0;5.0;0.8333333333333334;9.154048791296717;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B10 00R;B10R;49.0;32.0;1.0;1.0;1.35574529000132;0.7065777417058383;46.989510055656254;16.29812431092388;63.28763436658013;98.15283297449001;52.617434095658446;33.79884494322245;-0.3552133703259627;746.5121347427544;839.0747585344456;187.14302373418542;34.06424955878495;-0.11031510941094691;7.0;5.0;0.7142857142857143;9.141033074511958;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B11 00I;B11I;67.87179487179486;39.0;1.0;4.0;1.2768476680511132;0.6807387207573682;47.34819517907696;16.303751860055904;63.651947039132864;60.34330973400771;30.40045238120284;7.908228458456041;0.05483022591418285;630.8044428281399;670.9314042816463;225.77068824605036;11.772544282638775;-0.05980784503069969;7.0;6.0;0.8571428571428571;11.976762327710457;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B11 00R;B11R;71.54054054054052;37.0;2.0;2.0;1.2023163476130991;0.6140882373404912;59.91213739924323;14.427715835366346;74.33985323460958;65.4208145462461;34.395721060799445;6.701885077861494;0.13633334818933784;1043.1006908614504;1259.750524529783;582.6067696174546;24.21624099818471;-0.17197836353289053;6.0;5.0;0.8333333333333334;13.273510280177632;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B12 00R;B12R;94.8333333333333;48.0;5.0;1.0;1.2755204453211964;0.7050072361898896;71.57311225956249;17.933236444456533;89.50634870401902;118.86317250391808;52.96051930489648;4.933225145909658;-0.2469799785878286;1068.771639390465;1679.6261558392025;665.5813748392293;22.63525220563622;-0.36368480826826155;7.0;3.0;0.42857142857142855;10.952040408228742;NO VALIDO;NO VALIDO;NO VALIDO;1;1.0;1.0;0.0;1.0;0.0
4;B12 01I;B12IPM;95.88461538461534;26.0;2.0;3.0;1.0963164807219168;0.9375367351705716;94.38209755130765;24.399592251630143;118.7816898029378;59.27619384465628;64.97068186470328;13.379712017145456;1.003868367699623;1816.1760806825137;833.9005034326088;994.9803743792969;56.45216299564605;1.1779289893776719;1.0;0.0;0.0;13.70688542;NO VALIDO;NO VALIDO;NO VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B12 C0 00I;B12cI;91.0909090909091;22.0;5.0;1.0;1.201229325383616;0.4394493754389389;61.20603067418182;15.99315424872895;77.19918492291077;;;;;2055.137709834992;;;;;0.0;0.0;;;SIN INFO;SIN INFO;SIN INFO;0;0.0;0.0;0.0;0.0;0.0
4;B13 00I;B13I;93.6326530612245;49.0;3.0;1.0;1.1952943605593085;0.8806317264199411;50.37606295538778;15.017067046340234;65.39313000172801;99.0446548389481;52.653490814134294;42.06500390069523;-0.3397611399821552;427.8574033562545;635.6126558689925;324.8833237620645;46.825056140896876;-0.32685826909582316;7.0;7.0;1.0;13.444840129504428;VALIDO;VALIDO;VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B13 00R;B13R;91.38181818181819;55.0;2.0;0.0;1.2997558259576278;0.5647634043866779;41.33770751281818;14.833183686094326;56.1708911989125;37.11199041840739;19.98254526602303;3.7789277494350175;0.5135510266528842;672.8641358938543;699.8520776913006;247.1123235781395;21.49679505925027;-0.03856235147072107;4.0;2.0;0.5;11.667348665431813;VALIDO;NO VALIDO;NO VALIDO;1;1.0;0.0;0.0;0.0;0.0
4;B14 00I;B14I;53.92105263157895;38.0;1.0;2.0;1.2105277167332036;0.8564186247201396;61.5014294570526;10.463746272747734;71.96517572980032;90.96343944086071;27.7433949896078;9.512865455232763;-0.20885603961151877;617.4944954937982;792.0482784928225;174.87148310680624;10.63473139661836;-0.22038275663092177;6.0;3.0;0.5;11.606292287486106;VALIDO;NO VALIDO;NO VALIDO;1;1.0;0.0;0.0;0.0;0.0
