periodo;serviciousuariots;servicio;sentido;id_punto;paradero;observacion
4;B11I;B11;I;491_PM_SP;T-4-19-NS-40;
4;B11I;B11;I;459_PM_NP;L-2-8-55-OP;
4;B11I;B11;I;137_PM_NP;T-6-7-OP-1;
4;B11I;B11;I;171_PM_NO;T-6-330-SN-5;
4;B11I;B11;I;179_PM_NP;T-6-45-OP-162;
4;B11I;B11;I;475_PM_SP;L-6-40-5-SN;
4;B11R;B11;R;176_PM_SO;L-6-24-5-PO;
4;B11R;B11;R;178_PM_NP;L-6-18-5-SN;
4;B11R;B11;R;181_PM_SO;T-6-7-PO-40;
4;B12IPM;B12;I;356_PM_NP;L-4-21-5-SN;
4;B12IPM;B12;I;459_PM_NP;L-2-8-55-OP;
4;B12IPM;B12;I;499_PM_SO;T-3-280-SN-5;
4;B12IPM;B12;I;483_PM_NP;T-3-10-SN-5;
4;B12IPM;B12;I;178_PM_NP;L-6-40-25-OP;
4;B12IPM;B12;I;179_PM_NP;L-6-40-20-SN;
4;B12IPM;B12;I;475_PM_SP;L-6-40-5-SN;
4;B12R;B12;R;176_PM_SO;T-6-327-PO-3;
4;B12R;B12;R;175_PM_NO;L-6-40-75-PO;
4;B12R;B12;R;136_PM_SP;T-3-10-NS-10;
4;B12R;B12;R;357_PM_SO;L-4-14-3-NS;
4;B12cI;B12c;I;176_PM_SO;T-6-327-PO-3;
4;B12cI;B12c;I;175_PM_NO;L-6-40-75-PO;
4;B12cI;B12c;I;499_PM_SO;T-3-10-NS-10;
4;B12cI;B12c;I;483_PM_NP;L-3-1-25-NS;
4;B12cI;B12c;I;178_PM_NP;L-6-40-25-OP;
4;B12cI;B12c;I;179_PM_NP;L-6-40-20-SN;
4;B12cI;B12c;I;475_PM_SP;L-6-40-5-SN;
4;B13I;B13;I;368_PM_NO;L-4-34-5-OP;
4;B13I;B13;I;457_PM_NP;L-4-34-5-OP;
4;B13I;B13;I;137_PM_NP;T-6-7-OP-1;
4;B13I;B13;I;171_PM_NO;T-6-330-SN-5;
4;B13I;B13;I;186_PM_NO;T-6-329-SN-10;
4;B13I;B13;I;188_PM_NO;L-6-23-30-SN;
4;B13R;B13;R;181_PM_SO;T-6-332-PO-5;
4;B13R;B13;R;498_PM_SO;T-2-7-PO-6;
4;B13R;B13;R;476_PM_SO;T-2-7-PO-25;
4;B14I;B14;I;128_PM_SP;T-4-16-NS-2;
4;B14I;B14;I;355_PM_SP;T-4-16-NS-2;
4;B14I;B14;I;369_PM_SP;L-4-8-5-OP;
4;B14I;B14;I;140_PM_SO;L-1-15-5-NS;
4;B14R;B14;R;372_PM_NP;T-4-22-SN-15;
4;B14R;B14;R;370_PM_NP;L-1-34-5-OP;
4;B14R;B14;R;488_PM_NO;T-4-16-SN-15;
4;B15I;B15;I;364_PM_SP;L-4-16-25-OP;
4;B15I;B15;I;185_PM_NP;T-4-21-OP-5;
4;B15I;B15;I;366_PM_NP;T-4-21-OP-15;
4;B15R;B15;R;140_PM_SO;T-20-131-PO-5;
4;B15R;B15;R;365_PM_NO;L-4-10-35-NS;
4;B16I;B16;I;476_PM_SO;L-3-21-85-NS;
4;B16R;B16;R;368_PM_NO;L-4-9-2-SN;
4;B16R;B16;R;457_PM_NP;L-4-9-2-SN;
4;B16R;B16;R;458_PM_NP;T-3-12-OP-60;
4;B16R;B16;R;474_PM_NP;L-3-21-35-SN;
4;B17I;B17;I;351_PM_SO;L-5-8-5-NS;
4;B17I;B17;I;247_PM_NO;E-5-38-PO-30;
4;B17I;B17;I;349_PM_SO;L-1-2-15-NS;
4;B17R;B17;R;379_PM_SP;L-4-31-5-OP;
4;B17R;B17;R;246_PM_SP;E-2-9-OP-55;
4;B17R;B17;R;380_PM_NP;T-5-38-OP-10;
4;B18I;B18;I;181_PM_SO;T-6-7-PO-35;
4;B18I;B18;I;498_PM_SO;T-2-7-PO-6;
4;B18I;B18;I;368_PM_NO;L-2-5-10-PO;
4;B18R;B18;R;137_PM_NP;T-6-7-OP-1;
4;B18eR;B18e;R;368_PM_NO;L-4-9-2-SN;
4;B18eR;B18e;R;457_PM_NP;L-4-9-2-SN;
4;B19I;B19;I;357_PM_SO;L-4-14-3-NS;
4;B19I;B19;I;109_PM_NO;T-3-19-SN-10;
4;B19R;B19;R;466_PM_NO;L-3-13-15-OP;
4;B19R;B19;R;108_PM_SP;T-3-19-NS-25;
4;B19R;B19;R;110_PM_SP;T-3-19-NS-40;
4;B19R;B19;R;356_PM_NP;E-4-296-OP-5;
4;B20I;B20;I;519_PM_SO;L-5-5-5-PO;
4;B20I;B20;I;7_PM_SO;E-5-30-PO-7;
4;B20I;B20;I;250_PM_SO;L-5-16-25-PO;
4;B20I;B20;I;140_PM_SO;T-20-131-PO-5;
4;B20R;B20;R;169_PM_NP;T-1-4-OP-5;
4;B20R;B20;R;19_PM_NP;T-5-26-SN-10;
4;B20R;B20;R;20_PM_NP;T-5-33-OP-15;
4;B20R;B20;R;310_PM_NP;L-5-23-5-OP;
4;B21I;B21;I;370_PM_NP;L-1-32-3-PO;
4;B21I;B21;I;459_PM_NP;L-2-8-55-OP;
4;B21I;B21;I;170_PM_NO;L-2-6-5-OP;
4;B21I;B21;I;248_PM_NP;L-2-6-5-OP;
4;B21I;B21;I;475_PM_SP;T-6-327-OP-40;
4;B21R;B21;R;177_PM_NO;L-6-24-5-PO;
4;B21R;B21;R;249_PM_SO;L-6-32-50-NS;
4;B21R;B21;R;491_PM_SP;L-4-4-65-PO;
4;B21R;B21;R;369_PM_SP;L-4-8-5-OP;
4;B22I;B22;I;128_PM_SP;L-4-41-22-OP;
4;B22I;B22;I;356_PM_NP;E-4-296-OP-5;
4;B22I;B22;I;138_PM_SO;L-2-8-15-OP;
4;B22I;B22;I;460_PM_SP;T-2-3-NS-65;
4;B22I;B22;I;461_PM_NO;T-2-3-NS-65;
4;B22R;B22;R;363_PM_NP;T-2-3-SN-25;
4;B22R;B22;R;357_PM_SO;L-4-14-3-NS;
4;B22R;B22;R;488_PM_NO;T-4-16-SN-15;
4;B23I;B23;I;349_PM_SO;L-1-2-15-NS;
4;B23I;B23;I;140_PM_SO;L-1-15-5-NS;
4;B23R;B23;R;366_PM_NP;T-4-21-OP-13;
4;B23R;B23;R;360_PM_SP;T-2-9-OP-35;
4;B24I;B24;I;351_PM_SO;T-5-38-PO-10;
4;B24I;B24;I;362_PM_NO;L-1-13-10-PO;
4;B24I;B24;I;366_PM_NP;T-4-19-NS-95;
4;B24R;B24;R;371_PM_NP;T-4-22-SN-20;
4;B24R;B24;R;380_PM_NP;L-5-21-5-SN;
4;B25I;B25;I;369_PM_SP;L-1-33-5-NS;
4;B25I;B25;I;353_PM_SP;L-4-25-20-PO;
4;B25R;B25;R;372_PM_NP;L-4-30-5-OP;
4;B25R;B25;R;370_PM_NP;L-1-34-5-OP;
4;B25R;B25;R;368_PM_NO;L-4-9-2-SN;
4;B26I;B26;I;359_PM_SO;L-2-18-5-OP;
4;B26I;B26;I;246_PM_SP;L-2-4-115-NS;
4;B26I;B26;I;250_PM_SO;T-5-8-NS-55;
4;B26I;B26;I;548_PM_SO;T-20-68-NS-10;
4;B26I;B26;I;254_PM_SO;T-20-180-NS-5;
4;B26R;B26;R;256_PM_NP;T-20-176-SN-40;
4;B26R;B26;R;323_PM_NP;T-20-68-SN-28;
4;B26R;B26;R;247_PM_NO;E-1-4-SN-50;
4;B26R;B26;R;358_PM_NP;L-2-4-50-SN;
4;B27I;B27;I;460_PM_SP;T-2-9-OP-20;
4;B27I;B27;I;461_PM_NO;T-2-9-OP-20;
4;B27I;B27;I;140_PM_SO;L-1-15-5-NS;
4;B27R;B27;R;290_PM_NP;T-14-128-OP-96;
4;B27R;B27;R;183_PM_SP;E-20-192-OP-5;
4;B27R;B27;R;322_PM_NP;E-20-192-OP-5;
4;B27R;B27;R;28_PM_NP;T-20-73-OP-5;
4;B27R;B27;R;372_PM_NP;T-4-22-SN-15;
4;B27R;B27;R;370_PM_NP;T-1-3-SN-38;
4;B27R;B27;R;459_PM_NP;L-2-28-29-SN;
4;B28I;B28;I;8_PM_SP;E-5-38-NS-5;
4;B28I;B28;I;334_PM_NP;L-8-32-5-NS;
4;B28I;B28;I;323_PM_NP;T-8-68-NS-20;
4;B28I;B28;I;334_PM_NP;L-8-32-5-NS;
4;B29I;B29;I;7_PM_SO;E-5-30-PO-7;
4;B29I;B29;I;250_PM_SO;L-5-16-25-PO;
4;B29R;B29;R;33_PM_SP;T-20-73-OP-50;
4;B29R;B29;R;34_PM_NP;T-20-73-OP-50;
4;B29R;B29;R;169_PM_NP;T-1-4-OP-5;
4;B29R;B29;R;19_PM_NP;L-5-10-5-OP;
4;B29R;B29;R;20_PM_NP;T-5-33-OP-15;
4;C06I;C06;I;330_PM_NP;T-14-170-SN-7;
4;C06RPM;C06;R;130_PM_SO;E-14-170-NS-5;
4;C10eI;C10e;I;330_PM_NP;T-14-128-PO-34;
4;C10eI;C10e;I;455_PM_NP;T-14-128-PO-34;
4;C10eR;C10e;R;525_PM_SP;T-16-462-NS-5;
4;C18R;C18;R;395_PM_SP;T-3-13-NS-5;
4;C18R;C18;R;396_PM_SP;T-3-13-NS-10;
4;D01IPM;D01;I;118_PM_NP;L-19-21-25-SN;
4;D02IPM;D02;I;448_PM_NO;T-18-158-PO-10;
4;D02IPM;D02;I;447_PM_SO;T-18-153-PO-30;
4;D02IPM;D02;I;118_PM_NP;L-19-21-25-SN;
4;D02RPM;D02;R;133_PM_SO;T-19-164-OP-45;
4;D03IPM;D03;I;212_PM_NO;L-20-29-5-SN;
4;D03IPM;D03;I;448_PM_NO;T-18-158-PO-10;
4;D03R;D03;R;446_PM_SP;T-18-157-OP-15;
4;D03R;D03;R;287_PM_SP;T-18-157-OP-20;
4;D03R;D03;R;288_PM_SP;T-18-157-OP-25;
4;D03R;D03;R;45_PM_NP;T-18-157-OP-40;
4;D03R;D03;R;289_PM_SP;T-18-157-OP-70;
4;D03R;D03;R;204_PM_SP;T-18-157-OP-90;
4;D03cIPM;D03c;I;118_PM_NP;L-19-21-25-SN;
4;D05I;D05;I;203_PM_NO;T-20-200-SN-10;
4;D05I;D05;I;472_PM_SO;E-31-293-PO-5;
4;D07I;D07;I;284_PM_NO;L-31-16-5-OP;
4;D07I;D07;I;58_PM_NP;L-21-31-5-OP;
4;D07I;D07;I;75_PM_NP;L-21-19-3-OP;
4;D07R;D07;R;203_PM_NO;T-20-200-SN-10;
4;D07R;D07;R;524_PM_NP;L-31-8-25-PO;
4;D07R;D07;R;472_PM_SO;E-31-293-PO-5;
4;D09I;D09;I;446_PM_SP;T-18-157-OP-15;
4;D09RPM;D09;R;133_PM_SO;L-18-16-30-NS;
4;D10IPM;D10;I;473_PM_SP;L-32-28-2-OP;
4;D10RPM;D10;R;472_PM_SO;E-18-12-NS-10;
4;D13I;D13;I;511_PM_NP;L-33-22-1-SN;
4;D13I;D13;I;524_PM_NP;L-31-18-95-SN;
4;D13R;D13;R;264_PM_SP;T-33-12-NS-20;
4;D14I;D14;I;516_PM_NP;T-31-134-SN-25;
4;D14I;D14;I;524_PM_NP;L-31-8-25-PO;
4;D14R;D14;R;473_PM_SP;L-32-28-2-OP;
4;D15IPM;D15;I;118_PM_NP;L-19-21-25-SN;
4;D15IPM;D15;I;133_PM_SO;L-18-16-30-NS;
4;D16I;D16;I;495_PM_NP;L-33-41-30-PO;
4;D16I;D16;I;473_PM_SP;L-32-28-2-OP;
4;D16R;D16;R;446_PM_SP;L-18-11-40-NS;
4;D16R;D16;R;287_PM_SP;T-18-157-OP-20;
4;D16R;D16;R;3_PM_SO;L-31-7-100-NS;
4;D16R;D16;R;42_PM_SP;E-31-12-NS-55;
4;D17I;D17;I;495_PM_NP;L-33-84-3-OP;
4;D17R;D17;R;473_PM_SP;L-32-28-2-OP;
4;D17vR;D17v;R;473_PM_SP;L-32-28-2-OP;
4;D18I;D18;I;132_PM_SO;L-19-28-10-OP;
4;E01I;E01;I;262_PM_NO;L-33-14-80-PO;
4;E01I;E01;I;95_PM_SO;L-22-29-7-OP;
4;E01R;E01;R;74_PM_NP;L-22-42-5-SN;
4;E01R;E01;R;260_PM_SO;L-22-3-15-NS;
4;E01R;E01;R;48_PM_SO;L-33-57-145-PO;
4;E02I;E02;I;82_PM_SP;L-26-37-5-OP;
4;E02I;E02;I;95_PM_SO;T-24-205-NS-45;
4;E02I;E02;I;195_PM_NO;L-33-60-15-NS;
4;E02R;E02;R;194_PM_SP;L-33-14-65-OP;
4;E02R;E02;R;196_PM_NP;L-22-38-5-OP;
4;E02R;E02;R;74_PM_NP;L-22-42-5-SN;
4;E03I;E03;I;82_PM_SP;L-26-37-5-OP;
4;E03R;E03;R;506_PM_SP;L-33-71-5-OP;
4;E03R;E03;R;57_PM_NP;L-33-23-5-OP;
4;E04I;E04;I;262_PM_NO;L-33-14-80-PO;
4;E04I;E04;I;512_PM_NP;E-31-89-OP-40;
4;E04I;E04;I;58_PM_NP;L-21-1-20-PO;
4;E04I;E04;I;75_PM_NP;L-21-19-3-OP;
4;E04R;E04;R;521_PM_SO;T-21-89-PO-27;
4;E04R;E04;R;515_PM_SO;T-33-134-NS-5;
4;E04R;E04;R;506_PM_SP;L-33-134-22-NS;
4;E04R;E04;R;48_PM_SO;T-33-264-NS-65;
4;E05IPM;E05;I;93_PM_SO;L-24-10-5-SN;
4;E05IPM;E05;I;515_PM_SO;T-33-134-NS-10;
4;E05IPM;E05;I;506_PM_SP;L-33-134-22-NS;
4;E05R;E05;R;94_PM_NP;L-24-5-15-OP;
4;E05R;E05;R;11_PM_NP;T-26-12-OP-15;
4;E06R;E06;R;264_PM_SP;L-33-22-5-OP;
4;E07I;E07;I;505_PM_SO;T-33-134-NS-27;
4;E08I;E08;I;194_PM_SP;L-33-14-65-OP;
4;E08RPM;E08;R;505_PM_SO;T-33-134-NS-27;
4;E08RPM;E08;R;195_PM_NO;L-33-60-15-NS;
4;E08RPM;E08;R;262_PM_NO;L-33-14-80-PO;
4;E08RPM;E08;R;50_PM_SO;L-33-14-85-PO;
4;E09I;E09;I;194_PM_SP;L-33-14-65-OP;
4;E09I;E09;I;135_PM_NP;L-33-24-5-OP;
4;E09R;E09;R;260_PM_SO;L-22-27-30-PO;
4;E09R;E09;R;195_PM_NO;L-33-14-30-PO;
4;E10I;E10;I;193_PM_SO;L-33-9-50-NS;
4;E10I;E10;I;57_PM_NP;L-33-61-5-OP;
4;E10R;E10;R;155_PM_SO;T-33-267-NS-15;
4;E11I;E11;I;194_PM_SP;L-33-14-65-OP;
4;E11I;E11;I;135_PM_NP;L-33-58-5-OP;
4;E11R;E11;R;85_PM_SO;E-24-205-NS-66;
4;E11R;E11;R;134_PM_SO;L-23-3-10-NS;
4;E11R;E11;R;195_PM_NO;L-33-60-15-NS;
4;E11R;E11;R;262_PM_NO;L-33-14-80-PO;
4;E12I;E12;I;253_PM_NO;L-34-71-5-PO;
4;E12I;E12;I;196_PM_NP;L-22-38-5-OP;
4;E12I;E12;I;48_PM_SO;T-33-264-NS-65;
4;E13I;E13;I;253_PM_NO;L-34-9-5-SN;
4;E13I;E13;I;135_PM_NP;L-33-6-50-SN;
4;E13RPM;E13;R;134_PM_SO;L-23-3-10-NS;
4;E13RPM;E13;R;88_PM_SO;L-23-3-15-NS;
4;E14RPMPT;E14;R;193_PM_SO;L-33-9-50-NS;
4;E15cI;E15c;I;253_PM_NO;L-34-9-5-SN;
4;E15cR;E15c;R;505_PM_SO;T-33-134-NS-27;
4;E15cR;E15c;R;155_PM_SO;L-33-15-30-OP;
4;E15cR;E15c;R;134_PM_SO;L-33-24-5-OP;
4;E15cR;E15c;R;88_PM_SO;L-23-3-15-NS;
4;E16I;E16;I;53_PM_NO;T-34-313-NS-25;
4;E16I;E16;I;102_PM_NO;T-34-217-PO-33;
4;E16I;E16;I;135_PM_NP;L-33-6-50-SN;
4;E16R;E16;R;134_PM_SO;L-23-3-10-NS;
4;E16R;E16;R;88_PM_SO;L-23-3-15-NS;
4;E17I;E17;I;43_PM_SO;L-33-12-10-NS;
4;E17R;E17;R;264_PM_SP;T-33-12-NS-20;
4;E18R;E18;R;506_PM_SP;E-33-12-NS-30;
4;E18R;E18;R;57_PM_NP;L-33-23-5-OP;
4;E18R;E18;R;260_PM_SO;L-22-3-15-NS;
4;F01I;F01;I;404_PM_NP;L-34-24-25-SN;
4;F01I;F01;I;102_PM_NO;T-34-217-PO-33;
4;F01I;F01;I;97_PM_NO;T-34-270-NS-75;
4;F01I;F01;I;96_PM_NO;T-34-270-NS-75;
4;F01I;F01;I;422_PM_NO;L-34-40-220-PO;
4;F01R;F01;R;407_PM_SP;L-34-2-5-OP;
4;F01R;F01;R;408_PM_NP;L-34-76-20-SN;
4;F01R;F01;R;101_PM_NP;T-34-270-SN-37;
4;F01cR;F01c;R;407_PM_SP;L-34-2-5-OP;
4;F01cR;F01c;R;408_PM_NP;L-34-76-20-SN;
4;F01cR;F01c;R;97_PM_NO;T-34-270-NS-75;
4;F01cR;F01c;R;96_PM_NO;T-34-270-NS-75;
4;F01cR;F01c;R;422_PM_NO;L-34-40-220-PO;
4;F02I;F02;I;411_PM_SP;L-34-30-65-OP;
4;F02I;F02;I;413_PM_SO;L-34-32-40-NS;
4;F02I;F02;I;414_PM_SO;L-34-32-70-NS;
4;F02I;F02;I;415_PM_SO;L-34-32-90-NS;
4;F02R;F02;R;412_PM_SP;L-34-32-35-SN;
4;F02R;F02;R;423_PM_NO;L-34-30-40-PO;
4;F03I;F03;I;417_PM_SP;T-34-270-NS-75;
4;F03I;F03;I;418_PM_SP;L-34-40-125-OP;
4;F03I;F03;I;419_PM_SP;L-34-40-80-OP;
4;F03I;F03;I;421_PM_SP;L-34-40-65-OP;
4;F03I;F03;I;161_PM_NP;L-30-10-5-OP;
4;F03I;F03;I;114_PM_NP;L-30-16-20-OP;
4;F03R;F03;R;151_PM_SO;L-30-16-5-PO;
4;F03R;F03;R;510_PM_SO;L-30-16-25-PO;
4;F03R;F03;R;420_PM_NO;L-34-40-50-PO;
4;F03R;F03;R;409_PM_NO;L-34-40-130-PO;
4;F03R;F03;R;99_PM_NO;E-34-294-PO-5;
4;F03cI;F03c;I;417_PM_SP;T-34-270-NS-75;
4;F03cI;F03c;I;418_PM_SP;L-34-40-125-OP;
4;F03cI;F03c;I;419_PM_SP;L-34-40-80-OP;
4;F03cI;F03c;I;421_PM_SP;L-34-40-65-OP;
4;F03cR;F03c;R;420_PM_NO;L-34-40-50-PO;
4;F03cR;F03c;R;409_PM_NO;L-34-40-130-PO;
4;F03cR;F03c;R;99_PM_NO;E-34-294-PO-5;
4;F05I;F05;I;71_PM_SO;L-26-35-10-PO;
4;F05I;F05;I;134_PM_SO;L-23-3-10-NS;
4;F05I;F05;I;88_PM_SO;L-23-3-15-NS;
4;F05I;F05;I;53_PM_NO;T-34-313-NS-20;
4;F05I;F05;I;102_PM_NO;T-34-217-PO-33;
4;F05I;F05;I;400_PM_SO;L-34-49-89-OP;
4;F05R;F05;R;401_PM_NO;T-34-444-PO-5;
4;F05R;F05;R;481_PM_NP;L-34-71-10-SN;
4;F05R;F05;R;253_PM_NO;L-34-9-5-SN;
4;F05R;F05;R;135_PM_NP;L-33-6-50-SN;
4;F05R;F05;R;72_PM_NO;L-27-34-5-OP;
4;F06I;F06;I;67_PM_SO;L-27-13-70-PO;
4;F06I;F06;I;156_PM_SP;L-23-36-20-NS;
4;F06I;F06;I;60_PM_NO;T-23-223-NS-5;
4;F06I;F06;I;102_PM_NO;T-34-217-PO-33;
4;F06I;F06;I;403_PM_NO;L-34-41-60-PO;
4;F06I;F06;I;400_PM_SO;L-34-54-95-NS;
4;F06R;F06;R;401_PM_NO;T-34-444-PO-5;
4;F06R;F06;R;481_PM_NP;L-34-41-45-OP;
4;F07R;F07;R;404_PM_NP;L-34-24-25-SN;
4;F07R;F07;R;51_PM_SO;L-34-52-60-PO;
4;F07R;F07;R;410_PM_SP;L-34-56-10-NS;
4;F08I;F08;I;404_PM_NP;L-34-24-25-SN;
4;F08I;F08;I;53_PM_NO;T-34-313-SN-5;
4;F08I;F08;I;102_PM_NO;T-34-217-PO-33;
4;F08I;F08;I;403_PM_NO;L-34-41-60-PO;
4;F08I;F08;I;1_PM_NO;L-34-41-120-PO;
4;F08R;F08;R;50_PM_SO;L-34-29-2-OP;
4;F08R;F08;R;51_PM_SO;T-34-269-NS-15;
4;F08R;F08;R;52_PM_SP;T-34-269-NS-20;
4;F08R;F08;R;481_PM_NP;L-34-41-45-OP;
4;F09I;F09;I;401_PM_NO;T-34-444-PO-5;
4;F09R;F09;R;416_PM_NO;L-34-52-15-PO;
4;F09R;F09;R;400_PM_SO;L-34-54-95-NS;
4;F10I;F10;I;409_PM_NO;L-34-40-130-PO;
4;F10I;F10;I;99_PM_NO;E-34-294-PO-5;
4;F10I;F10;I;408_PM_NP;E-34-294-PO-5;
4;F10I;F10;I;100_PM_NP;T-34-270-SN-10;
4;F10R;F10;R;410_PM_SP;L-34-70-65-OP;
4;F10R;F10;R;417_PM_SP;T-34-270-NS-75;
4;F10R;F10;R;418_PM_SP;L-34-40-125-OP;
4;F11I;F11;I;407_PM_SP;L-34-40-260-OP;
4;F11I;F11;I;408_PM_NP;L-34-76-20-SN;
4;F11I;F11;I;423_PM_NO;L-34-76-5-SN;
4;F11R;F11;R;411_PM_SP;L-34-30-65-OP;
4;F11R;F11;R;97_PM_NO;T-34-270-NS-75;
4;F11R;F11;R;96_PM_NO;T-34-270-NS-75;
4;F11R;F11;R;422_PM_NO;L-34-40-220-PO;
4;F12I;F12;I;469_PM_NP;L-34-46-16-SN;
4;F12I;F12;I;471_PM_NP;L-34-46-5-SN;
4;F12I;F12;I;96_PM_NO;L-34-22-10-SN;
4;F12R;F12;R;99_PM_NO;L-34-44-6-PO;
4;F12R;F12;R;408_PM_NP;L-34-44-6-PO;
4;F12R;F12;R;415_PM_SO;L-34-73-20-OP;
4;F12R;F12;R;419_PM_SP;L-34-40-80-OP;
4;F12R;F12;R;467_PM_SO;L-34-45-15-NS;
4;F12cI;F12c;I;96_PM_NO;L-34-22-10-SN;
4;F12cR;F12c;R;99_PM_NO;L-34-44-6-PO;
4;F12cR;F12c;R;408_PM_NP;L-34-44-6-PO;
4;F12cR;F12c;R;414_PM_SO;L-34-74-30-OP;
4;F12cR;F12c;R;415_PM_SO;L-34-32-90-NS;
4;F13I;F13;I;469_PM_NP;L-34-46-16-SN;
4;F13I;F13;I;471_PM_NP;L-34-47-35-PO;
4;F13I;F13;I;409_PM_NO;L-34-40-130-PO;
4;F13I;F13;I;99_PM_NO;E-34-294-PO-5;
4;F13I;F13;I;408_PM_NP;E-34-294-PO-5;
4;F13I;F13;I;101_PM_NP;T-34-270-SN-37;
4;F13I;F13;I;416_PM_NO;L-34-52-15-PO;
4;F13R;F13;R;417_PM_SP;T-34-270-NS-75;
4;F13R;F13;R;418_PM_SP;L-34-40-125-OP;
4;F13R;F13;R;419_PM_SP;L-34-40-80-OP;
4;F13R;F13;R;467_PM_SO;L-34-45-15-NS;
4;F13cI;F13c;I;469_PM_NP;L-34-46-16-SN;
4;F13cI;F13c;I;471_PM_NP;L-34-47-35-PO;
4;F13cI;F13c;I;409_PM_NO;L-34-40-130-PO;
4;F13cR;F13c;R;99_PM_NO;L-34-76-15-SN;
4;F13cR;F13c;R;408_PM_NP;L-34-76-15-SN;
4;F13cR;F13c;R;417_PM_SP;T-34-270-NS-75;
4;F13cR;F13c;R;418_PM_SP;L-34-40-125-OP;
4;F13cR;F13c;R;467_PM_SO;L-34-74-110-OP;
4;F14I;F14;I;53_PM_NO;T-34-217-PO-17;
4;F14I;F14;I;102_PM_NO;T-34-217-PO-33;
4;F14I;F14;I;400_PM_SO;L-34-54-95-NS;
4;F14R;F14;R;97_PM_NO;T-34-236-SN-3;
4;F14R;F14;R;99_PM_NO;E-34-294-PO-5;
4;F14R;F14;R;481_PM_NP;L-34-71-10-SN;
4;F15I;F15;I;469_PM_NP;L-34-46-16-SN;
4;F15I;F15;I;471_PM_NP;L-34-46-5-SN;
4;F15I;F15;I;412_PM_SP;L-34-32-35-SN;
4;F15I;F15;I;101_PM_NP;T-34-270-SN-37;
4;F15R;F15;R;416_PM_NO;L-34-52-15-PO;
4;F15R;F15;R;413_PM_SO;L-34-32-40-NS;
4;F15R;F15;R;418_PM_SP;L-34-32-50-NS;
4;F15R;F15;R;419_PM_SP;L-34-40-80-OP;
4;F15R;F15;R;467_PM_SO;L-34-74-95-PO;
4;F16I;F16;I;404_PM_NP;L-34-24-25-SN;
4;F16I;F16;I;417_PM_SP;T-34-270-NS-75;
4;F16R;F16;R;409_PM_NO;L-34-63-5-SN;
4;F16R;F16;R;98_PM_NP;T-34-236-SN-5;
4;F16R;F16;R;100_PM_NP;T-34-270-SN-10;
4;F18I;F18;I;420_PM_NO;L-34-40-50-PO;
4;F18R;F18;R;99_PM_NO;L-34-44-6-PO;
4;F18R;F18;R;408_PM_NP;L-34-44-6-PO;
4;F18R;F18;R;419_PM_SP;L-34-40-80-OP;
4;F18R;F18;R;421_PM_SP;L-34-40-65-OP;
4;F19I;F19;I;411_PM_SP;L-34-30-65-OP;
4;F19I;F19;I;100_PM_NP;T-34-270-SN-10;
4;F19I;F19;I;51_PM_SO;L-34-52-60-PO;
4;F19I;F19;I;52_PM_SP;T-34-269-NS-20;
4;F19I;F19;I;400_PM_SO;L-34-54-95-NS;
4;F19I;F19;I;410_PM_SP;L-34-70-65-OP;
4;F19I;F19;I;423_PM_NO;L-34-30-40-PO;
4;F20I;F20;I;144_PM_SP;T-27-228-NS-25;
4;F20I;F20;I;67_PM_SO;L-27-24-40-NS;
4;F20I;F20;I;156_PM_SP;L-23-36-20-NS;
4;F20I;F20;I;60_PM_NO;T-23-223-NS-5;
4;F20I;F20;I;53_PM_NO;T-34-217-PO-17;
4;F20I;F20;I;102_PM_NO;T-34-217-PO-33;
4;F20R;F20;R;401_PM_NO;T-34-444-PO-5;
4;F20R;F20;R;481_PM_NP;L-34-41-45-OP;
4;F20R;F20;R;103_PM_SP;T-23-217-OP-10;
4;F20R;F20;R;68_PM_NP;L-27-21-30-OP;
4;F20R;F20;R;160_PM_NP;L-27-21-0-OP;
4;F23I;F23;I;404_PM_NP;L-34-24-25-SN;
4;F23I;F23;I;53_PM_NO;T-34-217-PO-17;
4;F23I;F23;I;102_PM_NO;T-34-217-PO-33;
4;F23I;F23;I;403_PM_NO;L-34-41-60-PO;
4;F23I;F23;I;51_PM_SO;L-34-52-60-PO;
4;F23I;F23;I;52_PM_SP;T-34-269-NS-20;
4;F23I;F23;I;481_PM_NP;L-34-41-45-OP;
4;F24I;F24;I;481_PM_NP;L-34-41-45-OP;
4;F24R;F24;R;416_PM_NO;L-34-52-15-PO;
4;F24R;F24;R;403_PM_NO;L-34-58-40-NS;
4;F25I;F25;I;471_PM_NP;L-34-47-35-PO;
4;F25I;F25;I;100_PM_NP;T-34-270-SN-10;
4;F25RPM;F25;R;416_PM_NO;L-34-52-15-PO;
4;F25RPM;F25;R;410_PM_SP;L-34-70-65-OP;
4;F25RPM;F25;R;413_PM_SO;L-34-103-10-OP;
4;F25RPM;F25;R;418_PM_SP;L-34-32-50-NS;
4;F25RPM;F25;R;419_PM_SP;L-34-40-80-OP;
4;F25RPM;F25;R;467_PM_SO;L-34-45-15-NS;
4;F25eI;F25e;I;471_PM_NP;L-34-47-35-PO;
4;F25eI;F25e;I;412_PM_SP;L-34-32-35-SN;
4;F25eI;F25e;I;104_PM_NO;L-34-64-2-OP;
4;F25eR;F25e;R;506_PM_SP;I-33-134-SN-67;
4;F25eR;F25e;R;419_PM_SP;L-34-40-80-OP;
