ot;periodo;serviciousuariots;paradero;punto;toc;varianza;n;fecha;IC;match
23;4;109R;T-20-176-SN-40;256;22.90909090909091;594.756375;11;2019-09-03;14.41216686187561;True
23;4;109R;T-5-26-SN-10;19;19.0;646.3968750000001;11;2019-09-13;15.02482259765183;True
23;4;109R;T-5-33-OP-15;20;30.272727272727273;519.1805250000001;11;2019-09-13;13.465389657259022;True
23;4;109R;T-8-73-OP-5;526;16.8;605.465175;10;2019-09-05;15.251081982207031;True
23;4;110I;E-13-54-NS-80;536;20.333333333333332;525.7626750000001;9;2019-10-01;14.980616706931661;True
23;4;110I;E-13-54-NS-80;539;10.0;303.75;7;2019-09-27;12.911157965109092;True
23;4;110I;T-10-75-NS-35;292;42.4;353.91477708;10;2019-09-26;11.660184422343102;True
23;4;110I;T-11-84-NS-10;301;49.09090909090909;541.27172288;11;2019-09-24;13.748882435958231;True
23;4;110I;T-13-12-NS-25;259;33.666666666666664;393.46500000000003;9;2019-09-27;12.959488775925282;True
23;4;110I;T-5-33-OP-15;20;15.818181818181818;641.4308333000001;11;2019-09-13;14.966996082913049;True
23;4;110R;E-5-30-PO-7;8;0.0;0.0;9;2019-09-13;0.0;True
23;4;110R;T-10-75-SN-10;294;30.714285714285715;377.6478833;7;2019-09-26;14.396289742674671;True
23;4;110R;T-11-84-SN-15;324;34.0;639.25951656;10;2019-09-24;15.67092645256462;True
23;4;110R;T-11-84-SN-25;302;33.8;501.58368329;10;2019-09-24;13.881224289402084;True
23;4;110R;T-13-12-SN-45;229;13.363636363636363;670.5908333;11;2019-09-27;15.303421320396655;True
23;4;110R;T-13-12-SN-50;230;15.4;704.8591666000001;10;2019-10-01;16.45535467381533;True
23;4;110R;T-5-40-SN-10;520;16.0;819.3924999000001;11;2019-09-13;16.91631334115047;True
23;4;111I;E-13-54-NS-80;536;14.0;64.8675;1;2019-10-01;15.785911060182748;True
23;4;111I;E-13-54-NS-80;539;14.0;64.8675;1;2019-09-27;15.785911060182748;True
23;4;111I;L-10-36-NS-5;292;7.0;64.8675;2;2019-09-26;11.162324757862942;True
23;4;111I;L-13-101-NS-30;243;14.0;60.75;1;2019-10-01;15.276688122757498;True
23;4;111I;L-13-14-OP-25;534;14.0;125.6175;2;2019-10-01;15.533386430524413;True
23;4;111I;L-13-14-OP-50;245;14.0;60.75;1;2019-10-02;15.276688122757498;True
23;4;111I;L-13-14-OP-55;244;14.0;194.60250000000002;3;2019-10-02;15.78591106018275;True
23;4;111I;L-9-7-PO-65;462;55.0;17.28;1;2019-09-25;8.147566998803999;True
23;4;111I;T-13-12-NS-25;259;14.0;129.735;2;2019-09-27;15.785911060182746;True
23;4;111R;L-13-14-PO-40;218;32.333333333333336;139.80937500000002;3;2019-10-01;13.380230379182567;True
23;4;111R;L-13-28-OP-5;229;14.0;445.83750000000003;7;2019-09-27;15.642110471416572;True
23;4;111R;L-13-86-NS-15;535;0.0;0.0;1;2019-10-01;0.0;True
23;4;111R;L-9-7-PO-10;276;23.0;165.44250000000002;3;2019-09-25;14.555227102316202;True
23;4;111R;T-10-75-SN-10;294;14.0;64.8675;1;2019-09-26;15.785911060182748;True
23;4;111R;T-13-12-SN-50;230;14.0;129.735;2;2019-10-01;15.785911060182746;True
23;4;111R;T-13-92-SN-15;219;63.666666666666664;99.85301249999999;6;2019-09-26;7.995783605751222;True
23;4;113I;L-13-14-PO-40;218;42.5;80.02126875;2;2019-10-01;12.397776131831062;True
23;4;113I;L-13-14-PO-5;240;60.285714285714285;137.01879375;7;2019-10-01;8.671557761440559;True
23;4;113I;L-28-3-PO-14;201;14.0;259.47;4;2019-10-04;15.785911060182748;True
23;4;113I;T-20-188-SN-10;202;17.444444444444443;574.437675;9;2019-09-04;15.658720581622667;True
23;4;113RPM;T-12-88-NS-55;242;14.0;190.485;3;2019-10-03;15.618014982705068;True
23;4;113R;T-12-88-NS-55;242;14.0;190.485;3;2019-10-03;15.618014982705068;True
23;4;115I;L-13-14-PO-40;218;72.33333333333333;191.09781665;6;2019-10-01;11.061354441196311;True
23;4;115I;L-13-14-PO-5;240;54.875;523.90416663;16;2019-10-01;11.21558693996275;True
23;4;115I;L-13-29-NS-25;239;32.53846153846154;722.28323328;13;2019-10-01;14.609594500160206;True
23;4;115I;L-28-3-PO-14;201;25.0;390.22596663;6;2019-10-04;15.80660238321215;True
23;4;115I;T-20-188-SN-10;202;20.6875;1076.18373329;16;2019-09-04;16.07456731495218;True
23;4;116I;L-4-10-NS-15;364;39.36363636363637;519.45634998;11;2019-09-06;13.468966060349006;True
23;4;116I;L-4-10-NS-35;365;29.666666666666668;507.65143332;9;2019-09-06;14.720332673784968;True
23;4;116I;T-3-13-NS-10;396;15.0;576.24;8;2019-09-10;16.634615955891494;True
23;4;116I;T-3-13-NS-5;395;19.833333333333332;804.97526666;12;2019-09-10;16.053018886388774;True
23;4;116I;T-3-433-OP-85;128;13.333333333333334;576.24;9;2019-09-06;15.68326632645976;True
23;4;116I;T-4-16-NS-2;355;37.25;406.44928332;8;2019-09-06;13.970574284912699;True
23;4;116I;T-4-16-SN-15;488;38.111111111111114;430.59934165;9;2019-09-06;13.557246651320384;True
23;4;116I;T-4-16-SN-5;354;39.888888888888886;410.22774165;9;2019-09-06;13.232665358131493;True
23;4;117I;E-31-89-OP-35;512;4.9;231.37663329999998;10;2019-08-28;9.42791851091894;True
23;4;117I;T-18-127-NS-15;283;28.0;76.61650208;3;2019-08-29;9.905048449999763;True
23;4;117I;T-3-13-NS-10;396;63.0;96.52540623000002;6;2019-09-10;7.861424813322838;True
23;4;117I;T-3-13-NS-20;129;33.666666666666664;336.42726249000003;9;2019-08-30;11.983409696472423;True
23;4;117I;T-3-13-NS-5;395;32.2;391.8620854;10;2019-09-10;12.269382165670118;True
23;4;117I;T-3-19-SN-10;109;44.8;391.71749577;10;2019-09-10;12.267118372910696;True
23;4;117I;T-31-89-OP-20;511;13.875;347.04290833000005;8;2019-10-18;12.909299151389515;True
23;4;117R;E-14-128-PO-35;330;46.45454545454545;494.7489208100001;11;2019-08-30;13.144744729993796;True
23;4;117R;L-21-9-PO-5;522;49.76923076923077;450.73711664000007;13;2019-08-28;11.541069498781711;True
23;4;117R;T-17-482-OP-5;455;66.33333333333333;157.56644166;6;2019-08-30;10.044129647718414;True
23;4;117R;T-21-89-PO-27;521;30.866666666666667;742.5677666500001;15;2019-08-28;13.790451605761236;True
23;4;117R;T-3-19-NS-40;110;21.666666666666668;369.36363333;6;2019-09-06;15.378271108940954;True
23;4;117R;T-3-19-NS-50;456;23.125;509.37959371;8;2019-09-06;15.63982355717423;True
23;4;117R;T-31-127-SN-30;284;44.6;572.7039353900001;15;2019-08-29;12.110875107919119;True
23;4;118I;L-33-12-NS-10;43;15.1;715.7108333000001;10;2019-10-18;16.581540149230047;True
23;4;118I;T-12-12-PO-15;241;39.9;575.93059364;10;2019-10-02;14.874457867523859;True
23;4;118I;T-13-12-PO-5;200;58.7;313.12202706;10;2019-10-02;10.96763228392389;True
23;4;118I;T-13-278-PO-5;541;74.875;210.16242499;8;2019-09-26;10.045894508713397;True
23;4;118I;T-13-88-PO-5;240;60.2;401.95436040000004;10;2019-10-01;12.426374655999393;True
23;4;118I;T-13-93-PO-10;277;41.0;210.39584166;5;2019-10-01;12.714217752744805;True
23;4;118I;T-13-97-SN-35;529;55.625;302.65082498;8;2019-10-01;12.055410658928048;True
23;4;118I;T-26-12-PO-25;122;60.0;243.93284164000002;9;2019-10-10;10.203988351207602;True
23;4;118I;T-29-12-PO-25;24;64.5;91.20520832999999;2;2019-10-04;13.235821249936247;True
23;4;118I;T-33-12-SN-20;104;41.3;456.43236870000004;10;2019-10-18;13.24171660925395;True
23;4;118R;E-33-12-NS-30;506;19.0;616.88833323;9;2019-10-18;16.226994727361525;True
23;4;118R;L-13-64-OP-15;530;14.833333333333334;425.0175;6;2019-10-01;16.49619768310261;True
23;4;118R;T-12-12-OP-18;242;29.375;584.28526659;8;2019-10-03;16.750336862777356;True
23;4;118R;T-13-93-OP-5;278;15.666666666666666;449.0783333;6;2019-09-26;16.95670627021101;True
23;4;118R;T-13-98-OP-20;540;58.5;457.03018332;8;2019-09-26;14.814381324586726;True
23;4;118R;T-26-12-OP-10;158;64.58333333333333;621.39278741;12;2019-10-10;14.104203073653423;True
23;4;118R;T-26-12-OP-15;11;71.2;197.26077707000005;5;2019-10-10;12.310946358360207;True
23;4;118R;T-26-12-OP-35;12;63.583333333333336;516.93159372;12;2019-10-04;12.864176390383335;True
23;4;118R;T-29-12-OP-15;13;48.333333333333336;368.38898331;9;2019-10-04;12.539728502659484;True
23;4;118R;T-33-12-NS-20;264;16.615384615384617;1035.6783331999998;13;2019-10-18;17.49431091003613;True
23;4;119I;E-20-290-OP-10;30;12.090909090909092;617.5323;11;2019-09-04;14.685528076306959;True
23;4;119I;L-29-7-NS-10;38;23.333333333333332;473.15706665999994;9;2019-10-04;14.211420240547762;True
23;4;119I;T-20-177-OP-17;36;13.75;792.3299999999999;12;2019-09-03;15.92643224328663;True
23;4;119I;T-20-181-NS-7;35;28.416666666666668;667.4931083199999;12;2019-09-03;14.618029749029425;True
23;4;119I;T-20-203-NS-15;33;15.0;864.3599999999999;12;2019-09-03;16.634615955891498;True
23;4;119I;T-28-181-NS-5;37;17.9;690.60763333;10;2019-10-04;16.28814993853055;True
23;4;119I;T-29-12-OP-15;13;42.75;332.53849998;8;2019-10-04;12.636652550829906;True
23;4;119I;T-29-227-NS-40;12;24.0;308.60853333;5;2019-10-04;15.398380055320935;True
23;4;119I;T-29-239-NS-5;39;23.22222222222222;567.0361666599999;9;2019-10-04;15.557513861086386;True
23;4;119R;E-20-291-PO-20;27;5.769230769230769;92.51853333;13;2019-09-04;5.2287606829956;True
23;4;119R;T-28-235-SN-45;26;46.04545454545455;894.63260828;22;2019-10-04;12.498764717087496;True
23;4;119R;T-29-12-PO-25;24;14.8;689.5622999999999;10;2019-10-04;16.275818049118143;True
23;4;119R;T-29-12-PO-25;25;12.5;1397.115;26;2019-10-10;14.367641238882282;True
23;4;121I;E-20-290-OP-10;30;14.857142857142858;495.65999999999997;7;2019-09-04;16.492974504315463;True
23;4;121I;L-28-8-NS-80;208;19.142857142857142;474.51763332999997;7;2019-10-04;16.13738755720714;True
23;4;121I;L-29-12-NS-2;13;29.5;343.10289998999997;6;2019-10-04;14.821516457510816;True
23;4;121I;L-29-7-NS-10;38;19.833333333333332;402.48763333;6;2019-10-04;16.053018886388777;True
23;4;121R;E-20-291-PO-20;27;6.285714285714286;42.33763333;7;2019-09-04;4.820258620811128;True
23;4;121R;L-28-3-OP-15;26;41.0;573.9190333;13;2019-10-04;13.022960074497067;True
23;4;121R;L-28-8-SN-125;209;47.15384615384615;505.23042497000006;13;2019-10-04;12.218816512515417;True
23;4;121R;L-28-8-SN-5;37;35.30769230769231;655.1528666400001;13;2019-10-04;13.914119150329125;True
23;4;121R;L-29-24-SN-5;199;48.416666666666664;432.6802083;12;2019-10-04;11.769254749152132;True
23;4;121R;T-20-177-OP-10;35;59.875;222.65273331000003;8;2019-09-03;10.340108439250624;True
23;4;121R;T-29-238-SN-10;15;15.0;936.3899999999999;13;2019-10-04;16.634615955891498;True
23;4;121R;T-29-238-SN-17;16;32.714285714285715;749.03196664;14;2019-10-04;14.336469985530469;True
23;4;125I;L-28-3-OP-15;26;18.625;546.54763333;8;2019-10-04;16.200375721725283;True
23;4;125I;L-28-3-OP-30;37;18.625;546.54763333;8;2019-10-04;16.200375721725283;True
23;4;125I;L-29-7-NS-10;38;22.5;380.63853333;6;2019-10-04;15.611219200949295;True
23;4;125I;T-20-188-NS-30;168;12.0;576.24;10;2019-09-05;14.878452822790411;True
23;4;125I;T-28-233-NS-20;17;31.571428571428573;385.44053332000004;7;2019-10-04;14.544062867232663;True
23;4;125R;L-28-3-PO-14;201;32.2;254.24466666;5;2019-10-04;13.976453852398011;True
23;4;125R;T-29-238-SN-10;15;17.071428571428573;978.7276333299999;14;2019-10-04;16.38788767919014;True
23;4;125R;T-29-238-SN-17;16;33.857142857142854;727.18286664;14;2019-10-04;14.125826652129637;True
23;4;126R;E-32-254-SN-5;2;37.5;83.0163;2;2019-08-29;12.62765651417554;True
23;4;201I;T-2-3-NS-38;138;34.26315789473684;847.4938875000003;19;2019-09-10;13.090238464757261;True
23;4;201I;T-25-228-NS-25;1340;0.0;0.0;1;2019-08-27;0.0;True
23;4;201I;T-25-228-NS-30;142;17.583333333333332;731.9937000000002;12;2019-08-28;15.308023489660581;True
23;4;201I;T-25-228-NS-55;79;27.083333333333332;635.96281875;12;2019-08-28;14.268598285833827;True
23;4;201I;T-27-228-NS-25;144;23.416666666666668;675.2166187500002;12;2019-10-10;14.702358548290816;True
23;4;201I;T-3-12-OP-75;136;12.666666666666666;1232.4825000000003;21;2019-09-12;15.01539649826138;True
23;4;201I;T-30-273-OP-5;115;21.142857142857142;723.7050750000003;14;2019-10-09;14.092007400650912;True
23;4;201R;L-30-30-NS-15;146;13.176470588235293;1037.88;17;2019-10-09;15.314583222997538;True
23;4;201R;L-30-30-NS-15;147;16.866666666666667;926.5962000000004;15;2019-10-09;15.404787052341883;True
23;4;201R;T-1-3-SN-38;370;24.214285714285715;697.4337375;14;2019-09-05;13.833864881875924;True
23;4;201R;T-2-3-SN-25;363;24.583333333333332;651.7742250000001;12;2019-09-10;14.44488335813066;True
23;4;201R;T-2-3-SN-70;499;17.071428571428573;705.2538750000001;14;2019-09-10;13.911206392689314;True
23;4;201R;T-25-228-SN-30;500;38.0;649.12546875;16;2019-08-28;12.484191004901959;True
23;4;201R;T-26-228-SN-10;69;35.64705882352941;729.9035250000001;17;2019-10-10;12.842936675441944;True
23;4;201R;T-3-10-SN-3;482;18.75;640.386375;12;2019-09-10;14.31813622124053;True
23;4;201R;T-30-248-SN-28;113;18.285714285714285;890.3053500000001;14;2019-10-09;15.630092387442886;True
23;4;201R;T-4-22-SN-15;372;14.0;843.2775000000004;13;2019-09-05;15.785911060182752;True
23;4;203I;E-20-199-NS-25;251;21.535714285714285;2776.0002345800003;28;2019-09-04;19.515820048985283;True
23;4;203I;L-27-21-OP-30;68;25.71875;2360.16885559;32;2019-10-15;16.832654903893786;True
23;4;203I;T-24-205-NS-40;95;22.153846153846153;2407.1716701600003;26;2019-10-11;18.859185364662963;True
23;4;203I;T-3-19-NS-25;108;48.60606060606061;2389.5681454600003;33;2019-09-10;16.678569980484337;True
23;4;203I;T-3-19-NS-40;110;46.58064516129032;2501.60362659;31;2019-09-06;17.60696388246217;True
23;4;203I;T-4-19-NS-40;491;32.6551724137931;2714.80622636;29;2019-09-06;18.96384909204023;True
23;4;203I;T-4-19-NS-60;353;54.96875;2185.12767052;32;2019-09-06;16.196437165189323;True
23;4;203I;T-4-19-NS-60;379;40.285714285714285;2071.49210584;28;2019-09-06;16.858490944365336;True
23;4;203R;L-23-45-PO-40;78;45.36363636363637;2277.9365954400005;33;2019-10-15;16.284330844768782;True
23;4;203R;T-20-190-SN-30;28;35.86206896551724;2174.66916407;29;2019-09-03;16.972806913018157;True
23;4;203R;T-21-205-SN-115;75;81.71428571428571;1692.6828478199996;21;2019-08-28;17.596821179629913;True
23;4;203R;T-22-205-SN-35;74;72.74285714285715;3146.61814131;35;2019-10-11;18.584208543550773;True
23;4;203R;T-23-226-PO-5;86;53.36842105263158;2845.58250996;38;2019-10-11;16.96093791648633;True
23;4;203R;T-3-19-SN-10;109;21.363636363636363;1852.56346821;22;2019-09-10;17.985862907339623;True
23;4;204I;E-20-205-SN-65;153;18.178571428571427;1776.6099184399998;28;2019-09-03;15.612523204465315;True
23;4;204I;E-20-205-SN-65;154;22.26923076923077;1853.51575177;26;2019-09-03;16.548839271403754;True
23;4;204I;T-33-267-NS-15;155;20.833333333333332;1304.0969247900002;18;2019-10-18;16.68302321768594;True
23;4;204R;L-33-61-OP-5;57;36.3125;1141.39286221;16;2019-10-11;16.554408059988766;True
23;4;204R;T-21-211-SN-50;58;52.22222222222222;1020.41940813;18;2019-08-29;14.75737705968745;True
23;4;205I;E-20-205-SN-55;153;10.0625;748.3965999;16;2019-09-03;13.404850750231796;True
23;4;205I;E-20-205-SN-55;154;12.894736842105264;1129.3665999;19;2019-09-03;15.111123003612514;True
23;4;205I;T-24-205-NS-45;85;29.375;753.62940411;16;2019-10-11;13.451632611947556;True
23;4;205I;T-24-205-NS-45;95;18.066666666666666;953.9474165599999;15;2019-10-11;15.630492411643969;True
23;4;205I;T-34-217-PO-17;53;43.38461538461539;713.6430374699999;13;2019-10-17;14.521949150655075;True
23;4;205I;T-34-217-PO-33;102;41.84615384615385;617.3976457399998;13;2019-10-15;13.507248184912777;True
23;4;205I;T-34-270-NS-75;97;0.0;0.0;9;2019-10-15;0.0;True
23;4;205R;E-22-205-SN-32;74;55.42857142857143;765.25323532;14;2019-10-11;14.490876018095248;True
23;4;205R;T-21-205-SN-113;75;69.33333333333333;860.8914749300001;12;2019-08-28;16.60120650758826;True
23;4;205R;T-23-217-OP-10;103;50.72727272727273;549.53096866;11;2019-10-11;13.853382157451188;True
23;4;205R;T-23-217-OP-20;59;57.083333333333336;525.37854785;12;2019-10-11;12.968854451532975;True
23;4;205R;T-34-217-OP-25;54;44.75;127.18235831999999;4;2019-10-17;11.051965297200674;True
23;4;205R;T-34-236-SN-5;98;18.0;358.0535666;4;2019-10-16;18.543857348530267;True
23;4;205R;T-34-270-SN-37;101;20.666666666666668;992.1570018799999;12;2019-10-15;17.821967573807633;True
23;4;206I;E-20-199-NS-25;251;18.266666666666666;1332.1397997000001;15;2019-09-04;18.47078459717313;True
23;4;206I;L-23-22-NS-10;64;14.090909090909092;765.9031998;11;2019-10-11;16.354853970476388;True
23;4;206I;T-24-205-NS-40;95;17.333333333333332;1274.1947997000002;15;2019-10-11;18.064600267793583;True
23;4;206R;L-23-22-SN-15;65;19.555555555555557;870.4512330999999;9;2019-10-11;19.27556154846211;True
23;4;206R;T-20-190-SN-35;27;0.0;0.0;12;2019-09-04;0.0;True
23;4;206R;T-21-205-SN-115;75;64.25;1288.0208040499997;20;2019-08-28;15.729050703774973;True
23;4;206R;T-22-205-SN-35;74;59.46153846153846;915.3229811199999;13;2019-10-11;16.446427632375627;True
23;4;208I;E-20-199-NS-25;251;17.0;1774.7271661;21;2019-09-04;18.018233993704637;True
23;4;208I;E-20-199-NS-25;257;3.8275862068965516;99.84985208;29;2019-09-04;3.6368951884935004;True
23;4;208I;T-20-190-SN-30;28;22.083333333333332;2200.1015764100002;24;2019-09-03;18.766004520516013;True
23;4;208I;T-3-19-NS-25;108;57.51851851851852;2181.31303092;27;2019-09-10;17.617049969111125;True
23;4;208I;T-3-19-NS-40;109;19.733333333333334;1257.06699963;15;2019-09-10;17.942776793236526;True
23;4;208I;T-3-19-NS-40;110;43.65625;2457.23327239;32;2019-09-06;17.175297795101528;True
23;4;208I;T-4-19-NS-40;491;37.06896551724138;2742.86223889;29;2019-09-06;19.06158763959768;True
23;4;208I;T-4-19-NS-60;353;57.44;1648.47526435;25;2019-09-06;15.915756438858896;True
23;4;208I;T-4-19-NS-60;379;41.17391304347826;1656.6716892399998;23;2019-09-06;16.634524027618227;True
