ot;periodo;serviciousuariots;paradero;punto;toc;varianza;n;fecha;IC;match
23;4;101I;E-2-9-OP-55;246;67.0;727.6336582700001;10;2019-09-10;16.719083293081688;True
23;4;101I;E-5-38-NS-5;8;28.875;477.31674159;8;2019-09-13;15.139600368289713;True
23;4;101I;T-13-375-NS-15;227;35.375;530.2200936700001;8;2019-10-02;15.95655630079166;True
23;4;101I;T-2-9-OP-20;460;56.9;739.03647491;10;2019-09-10;16.84957721135535;True
23;4;101I;T-2-9-OP-35;360;57.714285714285715;494.74474372;7;2019-09-12;16.477739995325088;True
23;4;101I;T-5-38-OP-20;380;44.888888888888886;717.1105582499999;9;2019-09-13;17.495561089644042;True
23;4;101I;T-7-48-OP-45;224;35.0;609.63665822;8;2019-10-03;17.109866255387384;True
23;4;101R;E-5-38-PO-30;247;55.44444444444444;685.2266936399999;9;2019-09-12;17.10219890438856;True
23;4;101R;L-12-25-SN-20;273;45.888888888888886;424.20335616;9;2019-10-02;13.45618244122693;True
23;4;101R;T-1-1-PO-15;461;41.2;687.4983831799999;10;2019-09-10;16.251442363138995;True
23;4;101R;T-5-38-PO-10;351;61.55555555555556;535.2390812099999;9;2019-09-13;15.11501995579355;True
23;4;101R;T-7-48-PO-10;274;80.5;279.08139375;6;2019-10-03;13.367367493452106;True
23;4;101R;T-7-48-PO-35;223;72.16666666666667;196.88741874999997;6;2019-10-03;11.227664552865242;True
23;4;101R;T-7-52-SN-25;252;75.66666666666667;329.49820000999995;9;2019-10-03;11.859362382890273;True
23;4;101R;T-7-52-SN-40;479;45.666666666666664;325.59518331000004;9;2019-09-25;11.788914077799703;True
23;4;102I;T-33-264-NS-80;50;0.0;0.0;1;2019-10-16;0.0;True
23;4;103I;T-18-127-NS-15;283;16.9;616.0529083299999;10;2019-08-29;15.383851444422255;True
23;4;103I;T-21-89-OP-5;512;3.75;144.79500000000002;8;2019-08-28;8.338498605864247;True
23;4;103I;T-31-89-OP-20;511;27.166666666666668;400.35286665;12;2019-10-18;11.321055503362752;True
23;4;103R;L-21-9-PO-5;522;48.57142857142857;183.300587483;7;2019-08-28;10.029723944888532;True
23;4;103R;T-21-89-PO-27;521;26.0;709.9611249599998;12;2019-08-28;15.075882112517593;True
23;4;103R;T-31-127-SN-30;284;41.45454545454545;429.89108748000007;11;2019-08-29;12.252901703318978;True
23;4;104R;T-31-254-SN-13;4;51.0;34.59505208;1;2019-08-29;11.528241499488463;True
23;4;106R;E-13-54-NS-85;539;34.5;235.53714163;4;2019-09-27;15.040274958306181;True
23;4;106R;E-32-254-SN-5;2;47.583333333333336;849.08527281;12;2019-08-29;16.48697967090722;True
23;4;106R;T-13-103-OP-10;537;29.666666666666668;262.92514159999996;3;2019-10-02;18.34896204122148;True
23;4;106R;T-13-54-NS-5;268;23.0;622.0434081999999;7;2019-09-27;18.47640177145323;True
23;4;106R;T-13-54-NS-75;536;28.6;323.05709371000006;5;2019-10-01;15.754720760434545;True
23;4;106R;T-31-254-SN-13;4;73.5;893.5751374999999;12;2019-08-29;16.913402595328552;True
23;4;106R;T-31-254-SN-35;6;45.36363636363637;906.6720498899999;11;2019-08-29;17.79446120887933;True
23;4;106R;T-7-53-OP-48;267;12.0;359.1182666;6;2019-09-24;15.16349087430376;True
23;4;107I;E-2-9-OP-55;246;50.714285714285715;868.0728665299998;14;2019-09-10;15.43370320356822;True
23;4;107I;E-5-38-NS-5;8;32.45454545454545;712.0465207599998;11;2019-09-13;15.769354382794079;True
23;4;107I;T-2-9-OP-20;460;49.285714285714285;850.2320998899999;14;2019-09-10;15.274281921249719;True
23;4;107I;T-2-9-OP-35;360;62.18181818181818;379.95238124;11;2019-09-12;11.519252926263704;True
23;4;107I;T-21-89-PO-27;521;62.54545454545455;548.1870604;11;2019-08-28;13.836432183428053;True
23;4;107I;T-21-89-PO-35;522;40.142857142857146;578.53347916;14;2019-08-28;12.59958676629928;True
23;4;107I;T-28-89-PO-30;210;78.54545454545455;646.1822916899999;11;2019-08-28;15.022328507792244;True
23;4;107I;T-3-13-NS-10;396;12.0;367.3382666;6;2019-09-10;15.336050583350763;True
23;4;107I;T-3-13-NS-5;395;15.266666666666667;882.7376665299998;15;2019-09-10;15.03579067811566;True
23;4;107I;T-3-433-OP-85;128;15.363636363636363;653.4967748999999;11;2019-09-06;15.107112143429902;True
23;4;107I;T-4-16-NS-2;355;58.76470588235294;1267.07573125;17;2019-09-06;16.92126773370962;True
23;4;107I;T-5-38-OP-10;380;39.642857142857146;723.6468916399999;14;2019-09-13;14.091440915180248;True
23;4;107R;E-5-38-PO-30;247;59.93333333333333;992.7202832799998;15;2019-09-12;15.944976722567825;True
23;4;107R;T-1-1-PO-15;461;57.214285714285715;865.36972494;14;2019-09-10;15.409654523172673;True
23;4;107R;T-12-89-OP-10;514;38.833333333333336;1005.1975269199999;12;2019-10-02;17.93870772801995;True
23;4;107R;T-21-89-OP-5;512;30.857142857142858;998.4024623399998;14;2019-08-28;16.55178647959476;True
23;4;107R;T-25-89-OP-20;211;61.642857142857146;828.8978790699998;14;2019-08-28;15.081431563906921;True
23;4;107R;T-31-89-OP-10;511;57.64705882352941;717.2562478799999;17;2019-10-18;12.731183582184448;True
23;4;107R;T-4-16-SN-15;488;47.35294117647059;1173.28468116;17;2019-09-06;16.282958307499893;True
23;4;107R;T-4-16-SN-5;354;63.333333333333336;1275.04279165;18;2019-09-06;16.496134881309892;True
23;4;107R;T-5-38-PO-10;351;74.8;595.0031792;10;2019-09-13;15.118744039154574;True
23;4;107R;T-7-52-SN-25;252;81.6923076923077;696.4259250599999;13;2019-10-03;14.345703816046477;True
23;4;107R;T-7-52-SN-40;479;49.714285714285715;1003.5193269999999;14;2019-09-25;16.594146658650452;True
23;4;108I;T-13-278-PO-5;541;76.1;249.56188329999998;10;2019-09-26;9.791409147233507;True
23;4;108I;T-13-88-PO-5;240;54.0;543.19864997;13;2019-10-01;12.669624284772167;True
23;4;108I;T-13-93-PO-10;277;46.875;333.95865831000003;8;2019-10-01;12.663607215973732;True
23;4;108I;T-13-97-SN-35;529;52.285714285714285;698.37547487;14;2019-10-01;13.843201591551283;True
23;4;108I;T-21-89-PO-27;521;41.166666666666664;762.17736863;12;2019-08-28;15.62044754834991;True
23;4;108I;T-21-89-PO-35;522;64.0;545.68840828;8;2019-08-28;16.187636444399654;True
23;4;108I;T-28-89-PO-30;210;69.3076923076923;777.0465145299999;13;2019-08-28;15.153323804515496;True
23;4;108R;L-13-64-OP-15;530;11.4;265.575;5;2019-10-01;14.284487530184624;True
23;4;108R;T-12-88-NS-55;242;31.571428571428573;322.77920832;7;2019-10-03;13.309441367916834;True
23;4;108R;T-13-93-OP-5;278;13.285714285714286;443.9633333;7;2019-09-26;15.609198484068294;True
23;4;108R;T-13-98-OP-20;540;34.77777777777778;431.38144582;9;2019-09-26;13.569553182941549;True
23;4;108R;T-21-89-OP-5;512;40.333333333333336;501.08922700000005;9;2019-08-28;14.624881288951071;True
23;4;108R;T-25-89-OP-20;211;53.25;567.06167494;12;2019-08-28;13.473505267899862;True
23;4;108R;T-31-89-OP-30;511;45.75;401.01934163;12;2019-10-18;11.330474772362837;True
23;4;109I;L-5-5-PO-5;519;19.5;572.187675;10;2019-09-13;14.826045232225617;True
23;4;109I;T-12-55-NS-10;543;42.125;286.76799375;8;2019-10-02;11.734819581005494;True
23;4;109I;T-12-88-NS-55;242;29.272727272727273;588.2184666300001;11;2019-10-03;14.332734502167371;True
23;4;109I;T-13-98-OP-20;540;26.545454545454547;536.5137;11;2019-09-26;13.688319605747482;True
23;4;109I;T-20-180-NS-5;254;34.75;347.87814375;8;2019-09-03;12.924824355818147;True
23;4;109I;T-20-68-NS-10;548;34.5;423.83955000000003;10;2019-09-04;12.760180309384348;True
23;4;109I;T-5-30-PO-6;7;49.7;284.44927500000006;10;2019-09-13;10.453422094414822;True
23;4;109I;T-7-55-OP-15;542;26.2;263.94450833;5;2019-10-03;14.240570376221086;True
23;4;109I;T-8-63-NS-15;21;57.0;241.84273125;11;2019-09-24;9.190227202503557;True
23;4;109R;T-13-278-PO-5;541;67.14285714285714;99.65079582300001;7;2019-09-26;7.395157655362217;True
23;4;109R;T-13-279-PO-5;527;16.46153846153846;814.48513333;13;2019-10-01;15.514078192701989;True
23;4;109R;T-13-88-PO-5;240;61.666666666666664;255.69516249000006;12;2019-10-01;9.047460676075472;True
23;4;109R;T-13-94-PO-10;528;61.69230769230769;218.36374166000004;13;2019-10-02;8.03294251078767;True
