OT;Medición;Folio;Punto;COD TSTGO;SIMPT;POE;Comuna;Nombre_Parada;Eje;Sentido;x;y;Fecha;Medidor;Hora;MH;Periodo;PPU;Plazas;Tipo_Bus;UN;Servicio;Sentido_Servicio;TOC_Antes;%_TOC_Antes;Pasajeros_Antes;Bus_Detiene;TOC_Después;%_TOC_Después;Pasajeros_Después;id_punto
OT25;Paradero;195;24;T-7-51-NS-20;PI68;;;;;NS;-33.45785129;-70.68969643;07/10/2019;Nicolas  Martinez Del Campo;19:58:43;19:30;9;LDJV43;;;;105;I;4B;0.00;0.00;0;4B;0.00;0.00;24_PT_NS
OT25;Paradero;26;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578841;-70.6896546;07/10/2019;Marjorie Cerda Acevedo;19:07:31;19:00;9;LDJV45;95;B2;U6;105;I;4A;0.77;72.70;0;4A;0.77;72.70;24_PT_NS
OT25;Paradero;174;24;T-7-51-NS-20;PI68;;;;;NS;-33.45795514;-70.6895897;07/10/2019;Nicolas  Martinez Del Campo;19:04:04;19:00;9;LDJW44;95;B2;U6;105;I;4A;0.77;72.70;0;4A;0.77;72.70;24_PT_NS
OT25;Paradero;20;24;T-7-51-NS-20;PI68;;;;;NS;-33.4579376;-70.6897403;07/10/2019;Marjorie Cerda Acevedo;18:38:55;18:30;9;LDJW49;95;B2;U6;105;I;1B;0.15;14.54;0;1B;0.15;14.54;24_PT_NS
OT25;Paradero;154;24;T-7-51-NS-20;PI68;;;;;NS;-33.45781901;-70.68962438;07/10/2019;Nicolas  Martinez Del Campo;18:09:25;18:00;9;LDJX68;152;C2;U6;105;I;3;0.38;57.00;0;3;0.38;57.00;24_PT_NS
OT25;Paradero;146;24;T-7-51-NS-20;PI68;;;;;NS;-33.45795571;-70.68974814;07/10/2019;Nicolas  Martinez Del Campo;17:44:41;17:30;9;LDTB39;95;B2;U6;105;I;4A;0.77;72.70;1;4B;0.77;72.70;24_PT_NS
OT25;Paradero;6;24;T-7-51-NS-20;PI68;;;;;NS;-33.4579013;-70.6897048;07/10/2019;Marjorie Cerda Acevedo;17:53:35;17:30;9;LDTB84;95;B2;U6;105;I;1B;0.15;14.54;1;1B;0.15;14.54;24_PT_NS
OT25;Paradero;30;24;T-7-51-NS-20;PI68;;;;;NS;-33.4579015;-70.6896568;07/10/2019;Marjorie Cerda Acevedo;19:10:26;19:00;9;LDTB85;95;B2;U6;105;I;3;0.61;58.16;0;3;0.61;58.16;24_PT_NS
OT25;Paradero;15;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578472;-70.6897132;07/10/2019;Marjorie Cerda Acevedo;18:18:03;18:00;9;LDTB86;95;B2;U6;105;I;2;0.45;42.75;1;3;0.61;58.16;24_PT_NS
OT25;Paradero;167;24;T-7-51-NS-20;PI68;;;;;NS;-33.45791799;-70.68969034;07/10/2019;Nicolas  Martinez Del Campo;18:50:46;18:30;9;LDTB89;95;B2;U6;105;I;4A;0.77;72.70;0;4A;0.77;72.70;24_PT_NS
OT25;Paradero;17;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578386;-70.6896617;07/10/2019;Marjorie Cerda Acevedo;18:23:36;18:00;9;LDTB90;95;B2;U6;105;I;3;0.61;58.16;0;3;0.61;58.16;24_PT_NS
OT25;Paradero;176;24;T-7-51-NS-20;PI68;;;;;NS;-33.45786858;-70.68964364;07/10/2019;Nicolas  Martinez Del Campo;19:06:58;19:00;9;LDTB96;95;B2;U6;105;I;2;0.45;42.75;1;2;0.45;42.75;24_PT_NS
OT25;Paradero;198;24;T-7-51-NS-20;PI68;;;;;NS;-33.45790663;-70.68977443;07/10/2019;Nicolas  Martinez Del Campo;20:02:26;20:00;9;LDTB98;95;B2;U6;105;I;4A;0.77;72.70;0;4A;0.77;72.70;24_PT_NS
OT25;Paradero;204;24;T-7-51-NS-20;PI68;;;;;NS;-33.45785294;-70.6896285;07/10/2019;Nicolas  Martinez Del Campo;20:18:49;20:00;9;LDTB99;95;B2;U6;105;I;2;0.45;42.75;1;2;0.45;42.75;24_PT_NS
OT25;Paradero;56;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578327;-70.6896703;07/10/2019;Marjorie Cerda Acevedo;20:27:19;20:00;9;LDTC10;95;B2;U6;105;I;1B;0.15;14.54;1;2;0.45;42.75;24_PT_NS
OT25;Paradero;11;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578722;-70.6896623;07/10/2019;Marjorie Cerda Acevedo;18:11:49;18:00;9;LDTC16;95;B2;U6;105;I;2;0.45;42.75;1;3;0.61;58.16;24_PT_NS
OT25;Paradero;48;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578405;-70.689745;07/10/2019;Marjorie Cerda Acevedo;20:03:49;20:00;9;LDTF45;95;B2;U6;105;I;2;0.45;42.75;1;3;0.61;58.16;24_PT_NS
OT25;Paradero;147;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578851;-70.68973676;07/10/2019;Nicolas  Martinez Del Campo;17:46:36;17:30;9;LDTF47;95;B2;U6;105;I;2;0.45;42.75;1;2;0.45;42.75;24_PT_NS
OT25;Paradero;57;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578601;-70.6896657;07/10/2019;Marjorie Cerda Acevedo;20:27:52;20:00;9;LDTG55;95;B2;U6;105;I;1A;0.15;14.54;0;1A;0.15;14.54;24_PT_NS
OT25;Paradero;51;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578346;-70.6897503;07/10/2019;Marjorie Cerda Acevedo;20:11:52;20:00;9;LDTG56;95;B2;U6;105;I;1A;0.15;14.54;0;1A;0.15;14.54;24_PT_NS
OT25;Paradero;55;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578487;-70.689692;07/10/2019;Marjorie Cerda Acevedo;20:20:04;20:00;9;LDTG58;95;B2;U6;105;I;1A;0.15;14.54;1;1A;0.15;14.54;24_PT_NS
OT25;Paradero;19;24;T-7-51-NS-20;PI68;;;;;NS;-33.4579551;-70.6897286;07/10/2019;Marjorie Cerda Acevedo;18:38:32;18:30;9;LDTG59;95;B2;U6;105;I;2;0.45;42.75;1;3;0.61;58.16;24_PT_NS
OT25;Paradero;199;24;T-7-51-NS-20;PI68;;;;;NS;-33.45783509;-70.68964962;07/10/2019;Nicolas  Martinez Del Campo;20:07:21;20:00;9;LDTG60;95;B2;U6;105;I;3;0.61;58.16;1;4A;0.77;72.70;24_PT_NS
OT25;Paradero;42;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578678;-70.6896872;07/10/2019;Marjorie Cerda Acevedo;19:45:40;19:30;9;LDTG64;95;B2;U6;105;I;1B;0.15;14.54;1;2;0.45;42.75;24_PT_NS
OT25;Paradero;175;24;T-7-51-NS-20;PI68;;;;;NS;-33.4579099;-70.68968964;07/10/2019;Nicolas  Martinez Del Campo;19:04:30;19:00;9;LFGJ89;152;C2;U6;105;I;1B;0.13;19.95;0;1B;0.13;19.95;24_PT_NS
OT25;Paradero;14;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578512;-70.6897341;07/10/2019;Marjorie Cerda Acevedo;18:15:52;18:00;9;LFGJ90;152;C2;U6;105;I;1B;0.13;19.95;0;1B;0.13;19.95;24_PT_NS
OT25;Paradero;182;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578367;-70.68964279;07/10/2019;Nicolas  Martinez Del Campo;19:27:14;19:00;9;LFGJ91;152;C2;U6;105;I;4B;0.69;104.50;1;4B;0.69;104.50;24_PT_NS
OT25;Paradero;39;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578337;-70.6896516;07/10/2019;Marjorie Cerda Acevedo;19:35:32;19:30;9;LFGJ96;152;C2;U6;105;I;3;0.38;57.00;1;4B;0.69;104.50;24_PT_NS
OT25;Paradero;171;24;T-7-51-NS-20;PI68;;;;;NS;-33.45791528;-70.6896805;07/10/2019;Nicolas  Martinez Del Campo;18:58:38;18:30;9;LFGP20;152;C2;U6;105;I;4A;0.69;104.50;1;4B;0.69;104.50;24_PT_NS
OT25;Paradero;188;24;T-7-51-NS-20;PI68;;;;;NS;-33.45781836;-70.68968016;07/10/2019;Nicolas  Martinez Del Campo;19:42:27;19:30;9;LFGP22;95;B2;U6;105;I;4B;0.77;72.70;0;4B;0.77;72.70;24_PT_NS
OT25;Paradero;9;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578537;-70.6897555;07/10/2019;Marjorie Cerda Acevedo;18:06:50;18:00;9;LFGP26;95;B2;U6;105;I;3;0.61;58.16;1;4B;0.77;72.70;24_PT_NS
OT25;Paradero;202;24;T-7-51-NS-20;PI68;;;;;NS;-33.45780814;-70.68972112;07/10/2019;Nicolas  Martinez Del Campo;20:14:45;20:00;9;LFGW22;152;C2;U6;105;I;3;0.38;57.00;1;4A;0.69;104.50;24_PT_NS
OT25;Paradero;172;24;T-7-51-NS-20;PI68;;;;;NS;-33.45795514;-70.6895897;07/10/2019;Nicolas  Martinez Del Campo;19:02:20;19:00;9;LFSL97;152;C2;U6;105;I;4A;0.69;104.50;0;4A;0.69;104.50;24_PT_NS
OT25;Paradero;23;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578765;-70.6896908;07/10/2019;Marjorie Cerda Acevedo;18:50:38;18:30;9;LJDL48;95;B2;U6;105;I;3;0.61;58.16;1;4A;0.77;72.70;24_PT_NS
OT25;Paradero;25;24;T-7-51-NS-20;PI68;;;;;NS;-33.4579116;-70.6896481;07/10/2019;Marjorie Cerda Acevedo;19:07:07;19:00;9;LDJP73;95;B2;U6;120;I;2;0.45;42.75;1;2;0.45;42.75;24_PT_NS
OT25;Paradero;184;24;T-7-51-NS-20;PI68;;;;;NS;-33.45784636;-70.68951464;07/10/2019;Nicolas  Martinez Del Campo;19:30:25;19:30;9;LDJV39;95;B2;U6;120;I;4A;0.77;72.70;0;4A;0.77;72.70;24_PT_NS
OT25;Paradero;153;24;T-7-51-NS-20;PI68;;;;;NS;-33.45781901;-70.68962438;07/10/2019;Nicolas  Martinez Del Campo;18:07:57;18:00;9;LDJV46;95;B2;U6;120;I;3;0.61;58.16;1;4A;0.77;72.70;24_PT_NS
OT25;Paradero;163;24;T-7-51-NS-20;PI68;;;;;NS;-33.45793707;-70.68971871;07/10/2019;Nicolas  Martinez Del Campo;18:30:36;18:30;9;LDJV51;95;B2;U6;120;I;4A;0.77;72.70;1;4B;0.77;72.70;24_PT_NS
OT25;Paradero;191;24;T-7-51-NS-20;PI68;;;;;NS;-33.45785925;-70.68969723;07/10/2019;Nicolas  Martinez Del Campo;19:46:05;19:30;9;LDJW30;95;B2;U6;120;I;2;0.45;42.75;0;2;0.45;42.75;24_PT_NS
OT25;Paradero;177;24;T-7-51-NS-20;PI68;;;;;NS;-33.45789802;-70.68978956;07/10/2019;Nicolas  Martinez Del Campo;19:12:56;19:00;9;LDJW41;95;B2;U6;120;I;4A;0.77;72.70;1;4B;0.77;72.70;24_PT_NS
OT25;Paradero;143;24;T-7-51-NS-20;PI68;;;;;NS;-33.45791553;-70.68969197;07/10/2019;Nicolas  Martinez Del Campo;17:32:40;17:30;9;LDJW42;95;B2;U6;120;I;3;0.61;58.16;1;4A;0.77;72.70;24_PT_NS
OT25;Paradero;160;24;T-7-51-NS-20;PI68;;;;;NS;-33.45789732;-70.68978547;07/10/2019;Nicolas  Martinez Del Campo;18:21:56;18:00;9;LDJW43;95;B2;U6;120;I;3;0.61;58.16;1;3;0.61;58.16;24_PT_NS
OT25;Paradero;18;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578464;-70.6897542;07/10/2019;Marjorie Cerda Acevedo;18:25:58;18:00;9;LDJW46;95;B2;U6;120;I;2;0.45;42.75;0;2;0.45;42.75;24_PT_NS
OT25;Paradero;158;24;T-7-51-NS-20;PI68;;;;;NS;-33.4579368;-70.68968601;07/10/2019;Nicolas  Martinez Del Campo;18:14:14;18:00;9;LDJW47;95;B2;U6;120;I;3;0.61;58.16;1;3;0.61;58.16;24_PT_NS
OT25;Paradero;21;24;T-7-51-NS-20;PI68;;;;;NS;-33.457856;-70.6896614;07/10/2019;Marjorie Cerda Acevedo;18:47:37;18:30;9;LDJW50;95;B2;U6;120;I;2;0.45;42.75;1;4A;0.77;72.70;24_PT_NS
OT25;Paradero;187;24;T-7-51-NS-20;PI68;;;;;NS;-33.45785453;-70.68967234;07/10/2019;Nicolas  Martinez Del Campo;19:34:42;19:30;9;LDJX67;95;B2;U6;120;I;4A;0.77;72.70;1;4B;0.77;72.70;24_PT_NS
OT25;Paradero;205;24;T-7-51-NS-20;PI68;;;;;NS;-33.45776073;-70.68965183;07/10/2019;Nicolas  Martinez Del Campo;20:17:03;20:00;9;LDSW89;95;B2;U6;120;I;2;0.45;42.75;1;3;0.61;58.16;24_PT_NS
OT25;Paradero;190;24;T-7-51-NS-20;PI68;;;;;NS;-33.45781836;-70.68968016;07/10/2019;Nicolas  Martinez Del Campo;19:43:58;19:30;9;LDTB87;95;B2;U6;120;I;3;0.61;58.16;0;3;0.61;58.16;24_PT_NS
OT25;Paradero;33;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578676;-70.6896302;07/10/2019;Marjorie Cerda Acevedo;19:23:53;19:00;9;LDTB93;95;B2;U6;120;I;4B;0.77;72.70;0;4B;0.77;72.70;24_PT_NS
OT25;Paradero;149;24;T-7-51-NS-20;PI68;;;;;NS;-33.45796955;-70.68969227;07/10/2019;Nicolas  Martinez Del Campo;17:48:42;17:30;9;LDTB95;95;B2;U6;120;I;2;0.45;42.75;0;2;0.45;42.75;24_PT_NS
OT25;Paradero;200;24;T-7-51-NS-20;PI68;;;;;NS;-33.45777606;-70.6898815;07/10/2019;Nicolas  Martinez Del Campo;20:10:33;20:00;9;LFGW21;95;B2;U6;120;I;2;0.45;42.75;1;3;0.61;58.16;24_PT_NS
OT25;Paradero;47;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578742;-70.6897006;07/10/2019;Marjorie Cerda Acevedo;20:00:13;20:00;9;ZN4211;95;B2;U6;120;I;4A;0.77;72.70;1;4B;0.77;72.70;24_PT_NS
OT25;Paradero;142;24;T-7-51-NS-20;PI68;;;;;NS;-33.45787821;-70.68970547;07/10/2019;Nicolas  Martinez Del Campo;17:30:50;17:30;9;FLXD98;93;B2;U3;385;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;155;24;T-7-51-NS-20;PI68;;;;;NS;-33.45781901;-70.68962438;07/10/2019;Nicolas  Martinez Del Campo;18:10:09;18:00;9;FLXF16;93;B2;U3;385;R;3;0.61;56.94;1;4A;0.77;71.17;24_PT_NS
OT25;Paradero;156;24;T-7-51-NS-20;PI68;;;;;NS;-33.45795892;-70.68973182;07/10/2019;Nicolas  Martinez Del Campo;18:11:34;18:00;9;FLXF23;93;B2;U3;385;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;183;24;T-7-51-NS-20;PI68;;;;;NS;-33.45787125;-70.68966058;07/10/2019;Nicolas  Martinez Del Campo;19:28:20;19:00;9;FLXF46;93;B2;U3;385;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;189;24;T-7-51-NS-20;PI68;;;;;NS;-33.45781836;-70.68968016;07/10/2019;Nicolas  Martinez Del Campo;19:43:00;19:30;9;FLXF47;93;B2;U3;385;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;193;24;T-7-51-NS-20;PI68;;;;;NS;-33.45786653;-70.68967145;07/10/2019;Nicolas  Martinez Del Campo;19:54:46;19:30;9;FLXF78;93;B2;U3;385;R;2;0.45;41.85;0;2;0.45;41.85;24_PT_NS
OT25;Paradero;165;24;T-7-51-NS-20;PI68;;;;;NS;-33.45791184;-70.68966;07/10/2019;Nicolas  Martinez Del Campo;18:36:55;18:30;9;FLXF90;93;B2;U3;385;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;41;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578689;-70.6896875;07/10/2019;Marjorie Cerda Acevedo;19:43:44;19:30;9;FLXJ54;93;B2;U3;385;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;34;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578813;-70.6897228;07/10/2019;Marjorie Cerda Acevedo;19:25:40;19:00;9;FLXK54;93;B2;U3;385;R;2;0.45;41.85;1;3;0.61;56.94;24_PT_NS
OT25;Paradero;52;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578395;-70.6896499;07/10/2019;Marjorie Cerda Acevedo;20:13:23;20:00;9;FLXK73;93;B2;U3;385;R;1B;0.15;14.23;0;1B;0.15;14.23;24_PT_NS
OT25;Paradero;197;24;T-7-51-NS-20;PI68;;;;;NS;-33.45779106;-70.68966637;07/10/2019;Nicolas  Martinez Del Campo;20:04:33;20:00;9;FLXK88;93;B2;U3;385;R;2;0.45;41.85;1;3;0.61;56.94;24_PT_NS
OT25;Paradero;5;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578902;-70.6897031;07/10/2019;Marjorie Cerda Acevedo;17:52:38;17:30;9;FLXK94;93;B2;U3;385;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;58;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578475;-70.6896556;07/10/2019;Marjorie Cerda Acevedo;20:30:34;20:30;10;FLXL31;93;B2;U3;385;R;1A;0.15;14.23;1;2;0.45;41.85;
OT25;Paradero;35;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578688;-70.6896611;07/10/2019;Marjorie Cerda Acevedo;19:30:07;19:30;9;FLXL50;93;B2;U3;385;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;2;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578913;-70.6897308;07/10/2019;Marjorie Cerda Acevedo;17:50:54;17:30;9;FLXT16;93;B2;U3;385;R;2;0.45;41.85;0;2;0.45;41.85;24_PT_NS
OT25;Paradero;145;24;T-7-51-NS-20;PI68;;;;;NS;-33.45794082;-70.68971952;07/10/2019;Nicolas  Martinez Del Campo;17:40:08;17:30;9;CJRX46;98;B2;U3;I04;R;3;0.61;60.00;0;3;0.61;60.00;24_PT_NS
OT25;Paradero;32;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578867;-70.6896137;07/10/2019;Marjorie Cerda Acevedo;19:18:16;19:00;9;FLXF57;93;B2;U3;I04;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;207;24;T-7-51-NS-20;PI68;;;;;NS;-33.45787507;-70.68966614;07/10/2019;Nicolas  Martinez Del Campo;20:28:15;20:00;9;FLXF58;93;B2;U3;I04;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;12;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578585;-70.6896897;07/10/2019;Marjorie Cerda Acevedo;18:14:00;18:00;9;FLXF60;93;B2;U3;I04;R;2;0.45;41.85;0;2;0.45;41.85;24_PT_NS
OT25;Paradero;10;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578712;-70.689662;07/10/2019;Marjorie Cerda Acevedo;18:11:24;18:00;9;FLXF62;93;B2;U3;I04;R;2;0.45;41.85;0;2;0.45;41.85;24_PT_NS
OT25;Paradero;180;24;T-7-51-NS-20;PI68;;;;;NS;-33.45784678;-70.68964026;07/10/2019;Nicolas  Martinez Del Campo;19:22:43;19:00;9;FLXF63;93;B2;U3;I04;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;1;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578913;-70.6897308;07/10/2019;Marjorie Cerda Acevedo;17:50:35;17:30;9;FLXF64;93;B2;U3;I04;R;1B;0.15;14.23;0;1B;0.15;14.23;24_PT_NS
OT25;Paradero;170;24;T-7-51-NS-20;PI68;;;;;NS;-33.45783654;-70.68959669;07/10/2019;Nicolas  Martinez Del Campo;18:54:54;18:30;9;FLXF65;93;B2;U3;I04;R;3;0.61;56.94;1;4A;0.77;71.17;24_PT_NS
OT25;Paradero;37;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578345;-70.6896566;07/10/2019;Marjorie Cerda Acevedo;19:34:49;19:30;9;FLXF66;93;B2;U3;I04;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;3;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578724;-70.6897168;07/10/2019;Marjorie Cerda Acevedo;17:51:36;17:30;9;FLXF67;93;B2;U3;I04;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;44;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578678;-70.6896827;07/10/2019;Marjorie Cerda Acevedo;19:55:29;19:30;9;FLXF79;93;B2;U3;I04;R;4B;0.77;71.17;0;4B;0.77;71.17;24_PT_NS
OT25;Paradero;166;24;T-7-51-NS-20;PI68;;;;;NS;-33.4579154;-70.68973134;07/10/2019;Nicolas  Martinez Del Campo;18:40:23;18:30;9;FLXG12;93;B2;U3;I04;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;141;24;T-7-51-NS-20;PI68;;;;;NS;-33.45787821;-70.68970547;07/10/2019;Nicolas  Martinez Del Campo;17:30:37;17:30;9;FLXG17;93;B2;U3;I04;R;3;0.61;56.94;1;3;0.61;56.94;24_PT_NS
OT25;Paradero;186;24;T-7-51-NS-20;PI68;;;;;NS;-33.45792574;-70.68967315;07/10/2019;Nicolas  Martinez Del Campo;19:38:45;19:30;9;FLXJ29;93;B2;U3;I04;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;159;24;T-7-51-NS-20;PI68;;;;;NS;-33.45786515;-70.68963759;07/10/2019;Nicolas  Martinez Del Campo;18:17:35;18:00;9;FLXK49;93;B2;U3;I04;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;50;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578992;-70.6896829;07/10/2019;Marjorie Cerda Acevedo;20:09:19;20:00;9;FLXK52;93;B2;U3;I04;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;43;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578605;-70.6896703;07/10/2019;Marjorie Cerda Acevedo;19:47:36;19:30;9;FLXK68;93;B2;U3;I04;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;31;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578749;-70.6896453;07/10/2019;Marjorie Cerda Acevedo;19:15:28;19:00;9;FLXK97;93;B2;U3;I04;R;3;0.61;56.94;1;3;0.61;56.94;24_PT_NS
OT25;Paradero;203;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578374;-70.68964226;07/10/2019;Nicolas  Martinez Del Campo;20:16:15;20:00;9;FLXK98;93;B2;U3;I04;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;168;24;T-7-51-NS-20;PI68;;;;;NS;-33.45793509;-70.68981261;07/10/2019;Nicolas  Martinez Del Campo;18:46:51;18:30;9;FLXL11;93;B2;U3;I04;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;28;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578941;-70.6896844;07/10/2019;Marjorie Cerda Acevedo;19:08:55;19:00;9;FLXL13;93;B2;U3;I04;R;2;0.45;41.85;0;2;0.45;41.85;24_PT_NS
OT25;Paradero;150;24;T-7-51-NS-20;PI68;;;;;NS;-33.45783811;-70.68970276;07/10/2019;Nicolas  Martinez Del Campo;18:00:34;18:00;9;FLXL15;93;B2;U3;I04;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;24;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578733;-70.6896212;07/10/2019;Marjorie Cerda Acevedo;19:06:43;19:00;9;FLXD81;93;B2;U3;I13;R;2;0.45;41.85;0;2;0.45;41.85;24_PT_NS
OT25;Paradero;54;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578281;-70.6896934;07/10/2019;Marjorie Cerda Acevedo;20:19:28;20:00;9;FLXD87;93;B2;U3;I13;R;1B;0.15;14.23;0;1B;0.15;14.23;24_PT_NS
OT25;Paradero;151;24;T-7-51-NS-20;PI68;;;;;NS;-33.45784285;-70.68980871;07/10/2019;Nicolas  Martinez Del Campo;17:53:49;17:30;9;FLXD87;93;B2;U3;I13;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;29;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578941;-70.6896844;07/10/2019;Marjorie Cerda Acevedo;19:09:07;19:00;9;FLXD95;93;B2;U3;I13;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;22;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578887;-70.6896625;07/10/2019;Marjorie Cerda Acevedo;18:48:04;18:30;9;FLXD95;93;B2;U3;I13;R;1B;0.15;14.23;0;1B;0.15;14.23;24_PT_NS
OT25;Paradero;46;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578505;-70.6896988;07/10/2019;Marjorie Cerda Acevedo;20:01:39;20:00;9;FLXD96;93;B2;U3;I13;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;13;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578722;-70.6896623;07/10/2019;Marjorie Cerda Acevedo;18:12:12;18:00;9;FLXF79;93;B2;U3;I13;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;181;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578367;-70.68964279;07/10/2019;Nicolas  Martinez Del Campo;19:26:37;19:00;9;FLXF81;93;B2;U3;I13;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;4;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578774;-70.689707;07/10/2019;Marjorie Cerda Acevedo;17:52:10;17:30;9;FLXF85;93;B2;U3;I13;R;4A;0.77;71.17;0;4A;0.77;71.17;24_PT_NS
OT25;Paradero;16;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578929;-70.6896946;07/10/2019;Marjorie Cerda Acevedo;18:22:37;18:00;9;FLXJ29;93;B2;U3;I13;R;1B;0.15;14.23;0;1B;0.15;14.23;24_PT_NS
OT25;Paradero;38;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578337;-70.6896516;07/10/2019;Marjorie Cerda Acevedo;19:35:09;19:30;9;FLXJ53;93;B2;U3;I13;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;45;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578679;-70.6896826;07/10/2019;Marjorie Cerda Acevedo;19:57:00;19:30;9;FLXK74;93;B2;U3;I13;R;2;0.45;41.85;0;2;0.45;41.85;24_PT_NS
OT25;Paradero;49;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578837;-70.689731;07/10/2019;Marjorie Cerda Acevedo;20:07:25;20:00;9;FLXK92;93;B2;U3;I13;R;3;0.61;56.94;0;3;0.61;56.94;24_PT_NS
OT25;Paradero;173;24;T-7-51-NS-20;PI68;;;;;NS;-33.45795514;-70.6895897;07/10/2019;Nicolas  Martinez Del Campo;19:00:33;19:00;9;BJFW43;98;B2;U3;I14;R;4B;0.77;75.00;0;4B;0.77;75.00;24_PT_NS
OT25;Paradero;36;24;T-7-51-NS-20;PI68;;;;;NS;-33.4578617;-70.6897041;07/10/2019;Marjorie Cerda Acevedo;19:28:36;19:00;9;BJFW52;98;B2;U3;I14;R;2;0.45;44.10;0;2;0.45;44.10;24_PT_NS
