OT;Medición;Folio;Punto;COD TSTGO;SIMPT;POE;Comuna;Nombre_Parada;Eje;Sentido;x;y;Fecha;Medidor;Hora;MH;Periodo;PPU;Plazas;Tipo_Bus;UN;Servicio;Sentido_Servicio;TOC_Antes;%_TOC_Antes;Pasajeros_Antes;Bus_Detiene;TOC_Después;%_TOC_Después;Pasajeros_Después;id_punto
OT25;Paradero;128;28;L-28-8-15-NS;PH336;;;;;NS;-33.4806936;-70.6648075;07/10/2019;Abel Pino;19:46:54;19:30;9;CJRX57;98;B2;U3;H06;R;2;0.45;44.10;1;2;0.45;44.10;28_PT_NS
OT25;Paradero;107;28;L-28-8-15-NS;PH336;;;;;NS;-33.4807649;-70.664779;07/10/2019;Abel Pino;18:01:57;18:00;9;CJRX57;98;B2;U3;H06;R;2;0.45;44.10;1;3;0.61;60.00;28_PT_NS
OT25;Paradero;134;28;L-28-8-15-NS;PH336;;;;;NS;-33.4807014;-70.664727;07/10/2019;Abel Pino;20:11:11;20:00;9;CJRY86;98;B2;U3;H06;R;1B;0.15;15.00;1;2;0.45;44.10;28_PT_NS
OT25;Paradero;135;28;L-28-8-15-NS;PH336;;;;;NS;-33.4806901;-70.6647475;07/10/2019;Abel Pino;20:14:08;20:00;9;CJRZ72;98;B2;U3;H06;R;1A;0.15;15.00;0;1A;0.15;15.00;28_PT_NS
OT25;Paradero;131;28;L-28-8-15-NS;PH336;;;;;NS;-33.4807163;-70.6648253;07/10/2019;Abel Pino;19:56:42;19:30;9;BJFP41;96;B2;U3;H06;R;1B;0.15;14.69;1;1B;0.15;14.69;28_PT_NS
OT25;Paradero;253;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471514;-70.6607344;07/10/2019;Arelis Castro;18:24:15;18:00;9;BJFR82;95;B1;U3;302;I;1A;0.15;14.54;1;1A;0.15;14.54;29_PT_NS
OT25;Paradero;244;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471365;-70.6606271;07/10/2019;Arelis Castro;20:06:41;20:00;9;BJFR99;98;B2;U3;302;I;1A;0.15;15.00;1;1A;0.15;15.00;29_PT_NS
OT25;Paradero;232;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470897;-70.6605643;07/10/2019;Arelis Castro;19:14:35;19:00;9;BJFS10;98;B2;U3;302;I;1A;0.15;15.00;1;1B;0.15;15.00;29_PT_NS
OT25;Paradero;245;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470072;-70.6606659;07/10/2019;Arelis Castro;20:07:35;20:00;9;BJFS39;98;B2;U3;302;I;1A;0.15;15.00;1;1A;0.15;15.00;29_PT_NS
OT25;Paradero;224;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471739;-70.6608004;07/10/2019;Arelis Castro;19:00:45;19:00;9;BJFS42;98;B2;U3;302;I;1A;0.15;15.00;1;1A;0.15;15.00;29_PT_NS
OT25;Paradero;219;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471209;-70.6606338;07/10/2019;Arelis Castro;18:23:22;18:00;9;BJFS47;98;B2;U3;302;I;1B;0.15;15.00;1;3;0.61;60.00;29_PT_NS
OT25;Paradero;251;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470383;-70.6605367;07/10/2019;Arelis Castro;20:26:14;20:00;9;BJFS66;98;B2;U3;302;I;1A;0.15;15.00;1;1A;0.15;15.00;29_PT_NS
OT25;Paradero;255;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471214;-70.660827;07/10/2019;Arelis Castro;19:10:36;19:00;9;BJFT72;98;B2;U3;302;I;1B;0.15;15.00;1;2;0.45;44.10;29_PT_NS
OT25;Paradero;233;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471917;-70.66084;07/10/2019;Arelis Castro;19:28:53;19:00;9;BJFT75;98;B2;U3;302;I;1A;0.15;15.00;1;2;0.45;44.10;29_PT_NS
OT25;Paradero;213;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470783;-70.6608367;07/10/2019;Arelis Castro;17:55:58;17:30;9;BJFV16;98;B2;U3;302;I;1A;0.15;15.00;1;1B;0.15;15.00;29_PT_NS
OT25;Paradero;227;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471636;-70.6608087;07/10/2019;Arelis Castro;19:00:15;19:00;9;BJFV76;98;B2;U3;302;I;1A;0.15;15.00;1;2;0.45;44.10;29_PT_NS
OT25;Paradero;210;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470013;-70.6609036;07/10/2019;Arelis Castro;17:52:55;17:30;9;BJFW16;98;B2;U3;302;I;1B;0.15;15.00;1;3;0.61;60.00;29_PT_NS
OT25;Paradero;230;29;E-20-188-NS-25;PA232;;;;;NS;-33.447125;-70.6607483;07/10/2019;Arelis Castro;19:22:49;19:00;9;BJFW21;98;B2;U3;302;I;1A;0.15;15.00;1;3;0.61;60.00;29_PT_NS
OT25;Paradero;216;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470949;-70.6607785;07/10/2019;Arelis Castro;18:10:04;18:00;9;BJFW25;98;B2;U3;302;I;1A;0.15;15.00;1;3;0.61;60.00;29_PT_NS
OT25;Paradero;243;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471143;-70.6606528;07/10/2019;Arelis Castro;20:06:09;20:00;9;BJFW56;98;B2;U3;302;I;1B;0.15;15.00;1;3;0.61;60.00;29_PT_NS
OT25;Paradero;223;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471299;-70.6607309;07/10/2019;Arelis Castro;18:46:19;18:30;9;BJFW74;98;B2;U3;302;I;1A;0.15;15.00;1;2;0.45;44.10;29_PT_NS
OT25;Paradero;235;29;E-20-188-NS-25;PA232;;;;;NS;-33.44716;-70.660815;07/10/2019;Arelis Castro;19:38:08;19:30;9;BJFW80;98;B2;U3;302;I;1B;0.15;15.00;1;3;0.61;60.00;29_PT_NS
OT25;Paradero;209;29;E-20-188-NS-25;PA232;;;;;NS;-33.4495413;-70.6780012;07/10/2019;Arelis Castro;17:41:40;17:30;9;BJFX10;98;B2;U3;302;I;1B;0.15;15.00;1;2;0.45;44.10;29_PT_NS
OT25;Paradero;241;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471894;-70.6607645;07/10/2019;Arelis Castro;19:57:06;19:30;9;BJFX13;98;B2;U3;302;I;1B;0.15;15.00;1;4B;0.77;75.00;29_PT_NS
OT25;Paradero;211;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471132;-70.6608069;07/10/2019;Arelis Castro;17:58:09;17:30;9;BJFY95;98;B2;U3;302;I;1A;0.15;15.00;1;1A;0.15;15.00;29_PT_NS
OT25;Paradero;250;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470417;-70.6605333;07/10/2019;Arelis Castro;20:24:26;20:00;9;CJRW12;98;B2;U3;302;I;1A;0.15;15.00;1;2;0.45;44.10;29_PT_NS
OT25;Paradero;247;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470667;-70.6605617;07/10/2019;Arelis Castro;20:13:49;20:00;9;CJRX70;98;B2;U3;302;I;1A;0.15;15.00;1;1B;0.15;15.00;29_PT_NS
OT25;Paradero;226;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471327;-70.660743;07/10/2019;Arelis Castro;18:54:04;18:30;9;CJRZ71;98;B2;U3;302;I;1A;0.15;15.00;1;1B;0.15;15.00;29_PT_NS
OT25;Paradero;254;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471828;-70.660786;07/10/2019;Arelis Castro;18:24:37;18:00;9;CJRZ75;98;B2;U3;302;I;1A;0.15;15.00;1;1A;0.15;15.00;29_PT_NS
OT25;Paradero;222;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471335;-70.6607402;07/10/2019;Arelis Castro;18:40:42;18:30;9;FLXR50;98;B2;U3;302;I;1B;0.15;15.00;1;4A;0.77;75.00;29_PT_NS
OT25;Paradero;257;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470267;-70.6608817;07/10/2019;Arelis Castro;19:09:12;19:00;9;FLXR51;46;A1;U3;302e;I;0;0.00;0.00;1;4B;0.90;41.40;29_PT_NS
OT25;Paradero;214;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471016;-70.6608026;07/10/2019;Arelis Castro;18:05:00;18:00;9;FLXR51;46;A1;U3;302e;I;0;0.00;0.00;1;4A;0.90;41.40;29_PT_NS
OT25;Paradero;238;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471851;-70.6610723;07/10/2019;Arelis Castro;19:46:21;19:30;9;FLXR56;46;A1;U3;302e;I;0;0.00;0.00;1;3;0.80;36.80;29_PT_NS
OT25;Paradero;225;29;E-20-188-NS-25;PA232;;;;;NS;-33.4469376;-70.6605735;07/10/2019;Arelis Castro;18:48:25;18:30;9;FLXR56;46;A1;U3;302e;I;0;0.00;0.00;1;4B;0.90;41.40;29_PT_NS
OT25;Paradero;249;29;E-20-188-NS-25;PA232;;;;;NS;-33.4468918;-70.6603583;07/10/2019;Arelis Castro;20:22:23;20:00;9;FLXR57;46;A1;U3;302e;I;0;0.00;0.00;1;2;0.60;27.60;29_PT_NS
OT25;Paradero;234;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470183;-70.6607483;07/10/2019;Arelis Castro;19:33:38;19:30;9;FLXR58;46;A1;U3;302e;I;0;0.00;0.00;1;4B;0.90;41.40;29_PT_NS
OT25;Paradero;217;29;E-20-188-NS-25;PA232;;;;;NS;-33.4471115;-70.6607405;07/10/2019;Arelis Castro;18:19:17;18:00;9;FLXR58;46;A1;U3;302e;I;0;0.00;0.00;1;4A;0.90;41.40;29_PT_NS
OT25;Paradero;239;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470833;-70.6608735;07/10/2019;Arelis Castro;19:52:24;19:30;9;FLXR59;46;A1;U3;302e;I;0;0.00;0.00;1;1B;0.24;11.04;29_PT_NS
OT25;Paradero;220;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470897;-70.6607958;07/10/2019;Arelis Castro;18:33:10;18:30;9;FLXR59;46;A1;U3;302e;I;0;0.00;0.00;1;4B;0.90;41.40;29_PT_NS
OT25;Paradero;242;29;E-20-188-NS-25;PA232;;;;;NS;-33.4470537;-70.6607819;07/10/2019;Arelis Castro;19:58:28;19:30;9;BDXR16;46;A1;U3;302e;I;0;0.00;0.00;1;1B;0.24;11.04;29_PT_NS
OT25;Paradero;89;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587424;-70.6458981;07/10/2019;Ivan Vidal Ortiz;18:54:40;18:30;9;BFKB95;98;B2;U5;506;I;1B;0.15;15.00;0;1B;0.15;15.00;30_PT_PO
OT25;Paradero;93;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589309;-70.6457559;07/10/2019;Ivan Vidal Ortiz;19:08:53;19:00;9;BFKC52;98;B2;U5;506;I;2;0.45;44.10;0;2;0.45;44.10;30_PT_PO
OT25;Paradero;133;30;T-20-189-PO-20;PA438;;;;;PO;-33.4588118;-70.6453849;07/10/2019;Benjamin Jarpa;18:20:10;18:00;9;BFKC85;160;C2;U5;506;I;1A;0.13;21.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;166;30;T-20-189-PO-20;PA438;;;;;PO;-33.458806;-70.6458433;07/10/2019;Benjamin Jarpa;19:58:48;19:30;9;BFRT63;160;C2;U5;506;I;1A;0.13;21.00;1;1B;0.13;21.00;30_PT_PO
OT25;Paradero;167;30;T-20-189-PO-20;PA438;;;;;PO;-33.4588224;-70.6458757;07/10/2019;Benjamin Jarpa;19:59:11;19:30;9;BJFB28;98;B2;U5;506;I;1B;0.15;15.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;75;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;18:25:39;18:00;9;BJFB72;160;C2;U5;506;I;1B;0.13;21.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;145;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587223;-70.6456403;07/10/2019;Benjamin Jarpa;18:50:30;18:30;9;BJFB85;160;C2;U5;506;I;1A;0.13;21.00;1;1B;0.13;21.00;30_PT_PO
OT25;Paradero;65;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;17:48:50;17:30;9;BJFC84;160;C2;U5;506;I;2;0.31;50.00;1;1B;0.13;21.00;30_PT_PO
OT25;Paradero;80;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589178;-70.6456919;07/10/2019;Ivan Vidal Ortiz;18:33:16;18:30;9;BJFD39;160;C2;U5;506;I;3;0.38;60.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;154;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587662;-70.6457335;07/10/2019;Benjamin Jarpa;19:21:19;19:00;9;BJFD42;160;C2;U5;506;I;1A;0.13;21.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;123;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589317;-70.6456987;07/10/2019;Benjamin Jarpa;17:44:24;17:30;9;BJFD44;160;C2;U5;506;I;2;0.31;50.00;1;1B;0.13;21.00;30_PT_PO
OT25;Paradero;176;30;T-20-189-PO-20;PA438;;;;;PO;-33.4580805;-70.6432043;07/10/2019;Benjamin Jarpa;20:28:07;20:00;9;BJFF42;98;B2;U5;506;I;1A;0.15;15.00;1;1B;0.15;15.00;30_PT_PO
OT25;Paradero;62;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;17:33:17;17:30;9;BJFG55;160;C2;U5;506;I;3;0.38;60.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;69;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;18:02:05;18:00;9;BJFH36;160;C2;U5;506;I;3;0.38;60.00;1;1B;0.13;21.00;30_PT_PO
OT25;Paradero;162;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587515;-70.6457149;07/10/2019;Benjamin Jarpa;19:51:04;19:30;9;BJFH63;160;C2;U5;506;I;1A;0.13;21.00;1;1B;0.13;21.00;30_PT_PO
OT25;Paradero;72;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;18:18:58;18:00;9;BJFH68;160;C2;U5;506;I;2;0.31;50.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;160;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587897;-70.6457713;07/10/2019;Benjamin Jarpa;19:36:54;19:30;9;BJFJ29;160;C2;U5;506;I;1A;0.13;21.00;1;1B;0.13;21.00;30_PT_PO
OT25;Paradero;90;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589514;-70.6457124;07/10/2019;Ivan Vidal Ortiz;19:01:22;19:00;9;BJFP31;160;C2;U5;506;I;1B;0.13;21.00;1;1A;0.13;21.00;30_PT_PO
OT25;Paradero;136;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587995;-70.6458017;07/10/2019;Benjamin Jarpa;18:33:20;18:30;9;BJFV49;98;B2;U3;506;I;1A;0.15;15.00;1;1B;0.15;15.00;30_PT_PO
OT25;Paradero;173;30;T-20-189-PO-20;PA438;;;;;PO;-33.4586805;-70.6455555;07/10/2019;Benjamin Jarpa;20:19:15;20:00;9;FLXD44;93;B2;U5;506;I;1A;0.15;14.23;1;1B;0.15;14.23;30_PT_PO
OT25;Paradero;157;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587846;-70.645719;07/10/2019;Benjamin Jarpa;19:29:27;19:00;9;FLXD46;93;B2;U5;506;I;1A;0.15;14.23;1;2;0.45;41.85;30_PT_PO
OT25;Paradero;132;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589407;-70.6457669;07/10/2019;Benjamin Jarpa;18:18:37;18:00;9;FLXG30;93;B2;U5;506;I;1B;0.15;14.23;1;2;0.45;41.85;30_PT_PO
OT25;Paradero;137;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587578;-70.6458338;07/10/2019;Benjamin Jarpa;18:38:25;18:30;9;FLXL29;90;B2;U5;506;I;1A;0.15;13.78;1;1B;0.15;13.78;30_PT_PO
OT25;Paradero;92;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589313;-70.6457571;07/10/2019;Ivan Vidal Ortiz;19:08:40;19:00;9;BFKB85;98;B2;U5;507;I;1B;0.15;15.00;0;1B;0.15;15.00;30_PT_PO
OT25;Paradero;101;30;T-20-189-PO-20;PA438;;;;;PO;-33.45894;-70.6457036;07/10/2019;Ivan Vidal Ortiz;19:31:41;19:30;9;BFKC12;98;B2;U5;507;I;1B;0.15;15.00;0;1B;0.15;15.00;30_PT_PO
OT25;Paradero;155;30;T-20-189-PO-20;PA438;;;;;PO;-33.458732;-70.6456566;07/10/2019;Benjamin Jarpa;19:26:34;19:00;9;BFKC16;98;B2;U5;507;I;2;0.45;44.10;1;1B;0.15;15.00;30_PT_PO
OT25;Paradero;107;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590019;-70.64569;07/10/2019;Ivan Vidal Ortiz;19:49:14;19:30;9;BFKC57;98;B2;U5;507;I;2;0.45;44.10;0;2;0.45;44.10;30_PT_PO
OT25;Paradero;99;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589343;-70.645735;07/10/2019;Ivan Vidal Ortiz;19:24:05;19:00;9;BFKC67;98;B2;U5;507;I;2;0.45;44.10;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;73;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;18:17:07;18:00;9;BFKC84;98;B2;U5;507;I;1B;0.15;15.00;1;1A;0.15;15.00;30_PT_PO
OT25;Paradero;165;30;T-20-189-PO-20;PA438;;;;;PO;-33.4586652;-70.6456697;07/10/2019;Benjamin Jarpa;19:56:38;19:30;9;BFRT73;98;B2;U5;507;I;1A;0.15;15.00;1;1B;0.15;15.00;30_PT_PO
OT25;Paradero;148;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587798;-70.6455188;07/10/2019;Benjamin Jarpa;19:08:58;19:00;9;BFRT74;98;B2;U5;507;I;1B;0.15;15.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;84;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589892;-70.6457262;07/10/2019;Ivan Vidal Ortiz;18:46:27;18:30;9;BJFB89;98;B2;U5;507;I;1B;0.15;15.00;1;3;0.61;60.00;30_PT_PO
OT25;Paradero;104;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589765;-70.6457144;07/10/2019;Ivan Vidal Ortiz;19:46:25;19:30;9;BJFB98;98;B2;U5;507;I;1B;0.15;15.00;0;1B;0.15;15.00;30_PT_PO
OT25;Paradero;77;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589152;-70.6457043;07/10/2019;Ivan Vidal Ortiz;18:29:46;18:00;9;BJFC59;160;C2;U5;507;I;1B;0.13;21.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;68;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;17:58:30;17:30;9;BJFD81;160;C2;U5;507;I;2;0.31;50.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;168;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587327;-70.6457248;07/10/2019;Benjamin Jarpa;20:05:16;20:00;9;BJFF38;98;B2;U5;507;I;1A;0.15;15.00;1;1B;0.15;15.00;30_PT_PO
OT25;Paradero;147;30;T-20-189-PO-20;PA438;;;;;PO;-33.4588264;-70.6456825;07/10/2019;Benjamin Jarpa;18:59:17;18:30;9;BJFF52;98;B2;U5;507;I;1B;0.15;15.00;1;1A;0.15;15.00;30_PT_PO
OT25;Paradero;174;30;T-20-189-PO-20;PA438;;;;;PO;-33.4586437;-70.6455363;07/10/2019;Benjamin Jarpa;20:20:42;20:00;9;BJFF56;160;C2;U5;507;I;1B;0.13;21.00;1;2;0.31;50.00;30_PT_PO
OT25;Paradero;78;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;18:26:45;18:00;9;BJFH22;98;B2;U5;507;I;2;0.45;44.10;1;1B;0.15;15.00;30_PT_PO
OT25;Paradero;106;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589794;-70.6457151;07/10/2019;Ivan Vidal Ortiz;19:39:09;19:30;9;BJFJ15;160;C2;U5;507;I;2;0.31;50.00;1;1B;0.13;21.00;30_PT_PO
OT25;Paradero;127;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589129;-70.6456932;07/10/2019;Benjamin Jarpa;18:01:02;18:00;9;BJFV53;98;B2;U5;507;I;1B;0.15;15.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;129;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589107;-70.6457531;07/10/2019;Benjamin Jarpa;18:04:43;18:00;9;BJFY62;98;B2;U5;507;I;1B;0.15;15.00;0;1B;0.15;15.00;30_PT_PO
OT25;Paradero;113;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589726;-70.6456841;07/10/2019;Ivan Vidal Ortiz;20:04:35;20:00;9;CJRW13;98;B2;U5;507;I;2;0.45;44.10;0;2;0.45;44.10;30_PT_PO
OT25;Paradero;122;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590237;-70.6456181;07/10/2019;Benjamin Jarpa;17:50:35;17:30;9;FDJX63;98;B2;U5;507;I;1B;0.15;15.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;151;30;T-20-189-PO-20;PA438;;;;;PO;-33.458794;-70.645775;07/10/2019;Benjamin Jarpa;19:15:21;19:00;9;FDJX71;93;B2;U5;507;I;1A;0.15;14.23;1;1B;0.15;14.23;30_PT_PO
OT25;Paradero;159;30;T-20-189-PO-20;PA438;;;;;PO;-33.4587792;-70.6457981;07/10/2019;Benjamin Jarpa;19:31:23;19:30;9;FLXD27;93;B2;U5;507;I;1B;0.15;14.23;1;1A;0.15;14.23;30_PT_PO
OT25;Paradero;171;30;T-20-189-PO-20;PA438;;;;;PO;-33.458715;-70.6457152;07/10/2019;Benjamin Jarpa;20:10:46;20:00;9;FLXD41;93;B2;U5;507;I;1A;0.15;14.23;1;2;0.45;41.85;30_PT_PO
OT25;Paradero;63;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;17:44:45;17:30;9;FLXG19;93;B2;U5;507;I;1B;0.15;14.23;1;1B;0.15;14.23;30_PT_PO
OT25;Paradero;114;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589526;-70.6456593;07/10/2019;Ivan Vidal Ortiz;20:10:26;20:00;9;FLXS66;93;B2;U3;507;I;1B;0.15;14.23;0;1B;0.15;14.23;30_PT_PO
OT25;Paradero;117;30;T-20-189-PO-20;PA438;;;;;PO;-33.4588778;-70.6456733;07/10/2019;Ivan Vidal Ortiz;20:22:33;20:00;9;FLXV61;81;B;U5;507;I;1B;0.15;12.40;1;1B;0.15;12.40;30_PT_PO
OT25;Paradero;110;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589544;-70.6457109;07/10/2019;Ivan Vidal Ortiz;19:56:37;19:30;9;FLXV63;81;B;U5;507;I;2;0.45;36.45;0;2;0.45;36.45;30_PT_PO
OT25;Paradero;59;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590222;-70.6456544;07/10/2019;Ivan Vidal Ortiz;17:31:30;17:30;9;FLXV65;81;B;U5;507;I;1B;0.15;12.40;1;1A;0.15;12.40;30_PT_PO
OT25;Paradero;126;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589827;-70.6456485;07/10/2019;Benjamin Jarpa;17:51:19;17:30;9;FLXW47;81;B;U5;507;I;1B;0.15;12.40;1;2;0.45;36.45;30_PT_PO
OT25;Paradero;141;30;T-20-189-PO-20;PA438;;;;;PO;-33.4586494;-70.6456759;07/10/2019;Benjamin Jarpa;18:46:59;18:30;9;BFKC27;98;B2;U5;510;I;1A;0.15;15.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;120;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589755;-70.6456609;07/10/2019;Benjamin Jarpa;17:36:37;17:30;9;BFKC45;98;B2;U5;510;I;1B;0.15;15.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;81;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589177;-70.6456922;07/10/2019;Ivan Vidal Ortiz;18:32:53;18:30;9;BFKC54;98;B2;U5;510;I;2;0.45;44.10;1;1B;0.15;15.00;30_PT_PO
OT25;Paradero;71;30;T-20-189-PO-20;PA438;;;;;PO;-33.4590201;-70.6456544;07/10/2019;Ivan Vidal Ortiz;18:12:09;18:00;9;BJFC37;98;B2;U5;510;I;2;0.45;44.10;1;1B;0.15;15.00;30_PT_PO
OT25;Paradero;112;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589512;-70.6456874;07/10/2019;Ivan Vidal Ortiz;20:03:14;20:00;9;BJFY29;98;B2;U5;510;I;2;0.45;44.10;0;2;0.45;44.10;30_PT_PO
OT25;Paradero;124;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589493;-70.6457014;07/10/2019;Benjamin Jarpa;17:46:30;17:30;9;BJFY66;98;B2;U5;510;I;2;0.45;44.10;0;2;0.45;44.10;30_PT_PO
OT25;Paradero;149;30;T-20-189-PO-20;PA438;;;;;PO;-33.4586007;-70.6449821;07/10/2019;Benjamin Jarpa;19:10:23;19:00;9;BJFY70;98;B2;U5;510;I;1A;0.15;15.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;85;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589874;-70.6457159;07/10/2019;Ivan Vidal Ortiz;18:48:27;18:30;9;BJFY74;98;B2;U5;510;I;3;0.61;60.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;100;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589458;-70.6457067;07/10/2019;Ivan Vidal Ortiz;19:31:06;19:30;9;BJFY96;98;B2;U5;510;I;3;0.61;60.00;1;2;0.45;44.10;30_PT_PO
OT25;Paradero;108;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589676;-70.6457112;07/10/2019;Ivan Vidal Ortiz;19:52:40;19:30;9;CJRX47;98;B2;U5;510;I;2;0.45;44.10;0;2;0.45;44.10;30_PT_PO
OT25;Paradero;103;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589796;-70.645723;07/10/2019;Ivan Vidal Ortiz;19:37:08;19:30;9;FLXG27;93;B2;U5;510;I;1B;0.15;14.23;1;1B;0.15;14.23;30_PT_PO
OT25;Paradero;119;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589877;-70.6456619;07/10/2019;Benjamin Jarpa;17:31:08;17:30;9;FLXG33;93;B2;U5;510;I;1B;0.15;14.23;1;3;0.61;56.94;30_PT_PO
OT25;Paradero;130;30;T-20-189-PO-20;PA438;;;;;PO;-33.4589108;-70.6457526;07/10/2019;Benjamin Jarpa;18:05:04;18:00;9;FLXG35;93;B2;U5;510;I;1A;0.15;14.23;1;2;0.45;41.85;30_PT_PO
OT25;Paradero;169;30;T-20-189-PO-20;PA438;;;;;PO;-33.4586746;-70.6457224;07/10/2019;Benjamin Jarpa;20:08:31;20:00;9;FLXK42;90;B2;U5;510;I;0;0.00;0.00;1;1B;0.15;13.78;30_PT_PO
