ot;periodo;serviciousuariots;orden_parada;paraderousuario;nombreparada;carga
P_OT03;4;118R;31.0;PE172;Parada 1 / (M) Santa Rosa;79.0
P_OT03;4;118R;32.0;PG197;Av. Américo Vespucio esq. / Independencia;79.66666666666667
P_OT03;4;118R;33.0;PG198;Parada 2 / (M) San Ramón;81.33333333333333
P_OT03;4;118R;34.0;PG199;Av. Américo Vespucio esq. / Aníbal Zañartu;81.5
P_OT03;4;118R;35.0;PG200;Av. Américo Vespucio esq. / La Granja;81.66666666666667
P_OT03;4;118R;36.0;PG201;Av. Américo Vespucio esq. / Blas Vial;76.66666666666667
P_OT03;4;118R;37.0;PG202;Av. Américo Vespucio esq. / Uno Oriente;76.66666666666667
P_OT03;4;118R;38.0;PG203;Parada 3 / (M) La Cisterna;93.66666666666667
P_OT03;4;118R;39.0;PG406;Parada 11 / (M) La Cisterna;96.83333333333333
P_OT03;4;118R;40.0;PG407;Av. Américo Vespucio esq. / Ciencias;97.0
P_OT03;4;118R;41.0;PG408;Av. Américo Vespucio esq. / Letras;96.16666666666667
P_OT03;4;118R;42.0;PG409;Av. Américo Vespucio esq. / Av. J. J. Prieto Vial;95.5
P_OT03;4;118R;43.0;PH288;Parada 2 / Cementerio   Metropolitano;90.0
P_OT03;4;118R;44.0;PH289;Av. Américo Vespucio esq. / Unicornio;87.83333333333333
P_OT03;4;118R;45.0;PH578;Av. Américo Vespucio esq. / Plutón;87.66666666666667
P_OT03;4;118R;46.0;PH290;Av. Américo Vespucio esq. / Avenida Las Torres;83.66666666666667
P_OT03;4;118R;47.0;PH292;Av. Américo Vespucio esq. / 2 Poniente;83.0
P_OT03;4;118R;48.0;PI358;Parada  / Lider - Oeste;80.66666666666667
P_OT03;4;118R;49.0;PI359;Parada  / Mall Plaza Oeste;71.16666666666667
P_OT03;4;118R;50.0;PI360;Av. Américo Vespucio esq. / Camino A Lonquén;70.0
P_OT03;4;118R;51.0;PI361;Av. Américo Vespucio esq. / Cam. Melipilla;69.16666666666667
P_OT03;4;118R;52.0;PI139;Parada 2 / Liceo Maipú;61.166666666666664
P_OT03;4;118R;53.0;PI1314;Parada  / Plaza Zaror;61.0
P_OT03;4;118R;54.0;PI141;Av. Esquina Blanca esq. / Avenida Las Torres;60.166666666666664
P_OT03;4;118R;55.0;PI142;Av. Esquina Blanca esq. / Concepción del Oro;59.0
P_OT03;4;118R;56.0;PI1372;Parada 2 / Portal Maipú;58.5
P_OT03;4;118R;57.0;PI144;Avenida 5 de Abril esq. / Los Estandartes;57.833333333333336
P_OT03;4;118R;58.0;PI145;Parada 2 / Estadio   Santiago Bueras;57.166666666666664
P_OT03;4;118R;59.0;PI146;Avenida 5 de Abril esq. / Las Terrazas;54.166666666666664
P_OT03;4;118R;60.0;PI148;Parada 3 / (M) Plaza   de Maipú;38.333333333333336
P_OT03;4;118R;61.0;PI149;Parada 2 / Templo Votivo;34.5
P_OT03;4;118R;62.0;PI150;Camino a Rinconada esq. / República;32.833333333333336
P_OT03;4;118R;63.0;PI151;Camino a Rinconada esq. / Av. de La Victoria;32.166666666666664
P_OT03;4;118R;64.0;PI152;Parada 2 / Hospital Maipú;28.333333333333332
P_OT03;4;118R;65.0;PI153;Parada  / Colegio Polivalente   Patricio Mekis;28.166666666666668
P_OT03;4;118R;66.0;PI154;Avenida El Olimpo esq. / Avenida Grecia;27.666666666666668
P_OT03;4;118R;67.0;PI155;Avenida El Olimpo esq. / San José;27.0
P_OT03;4;118R;68.0;PI156;Avenida El Olimpo esq. / Avenida Portales;27.166666666666668
P_OT03;4;118R;69.0;PI157;Avenida El Olimpo esq. / Avenida Sur;27.5
P_OT03;4;118R;70.0;PI158;Avenida El Olimpo esq. / Nueva San Martín;27.333333333333332
P_OT03;4;118R;71.0;PI159;Avenida El Olimpo esq. / Nido de Aguila;27.166666666666668
P_OT03;4;118R;72.0;PI160;Avenida El Olimpo esq. / Av. Alfredo Silva;27.0
P_OT03;4;118R;73.0;PI161;A. Silva Carvallo esq. / Sergio Silva Acuña;26.333333333333332
P_OT03;4;118R;74.0;PI513;A. Silva Carvallo esq. / Andrés Bello;26.333333333333332
P_OT03;4;118R;75.0;PI162;Pdte. G. Videla esq. / Cerro Blanco;26.0
P_OT03;4;118R;76.0;PI163;Pdte. G. Videla esq. / Cabo de Hornos;25.5
P_OT03;4;118R;77.0;PI164;Pdte. G. Videla esq. / Avenida 4 Poniente;24.833333333333332
P_OT03;4;118R;78.0;PI165;Avenida 4 Poniente esq. / Pdte. J.M Balmaceda;24.666666666666668
P_OT03;4;118R;79.0;PI166;Avenida 4 Poniente esq. / René Olivares B.;24.666666666666668
P_OT03;4;118R;80.0;PI1578;René Olivares esq. / Osman Pérez Freire;24.5
P_OT03;4;118R;81.0;PI564;René Olivares esq. / Volcán Quizapu;24.5
P_OT03;4;208cI;1.0;PB1607;Avenida Recoleta esq. / Jacarandá;6.0
P_OT03;4;208cI;2.0;PB292;Avenida Recoleta esq. / Los Nogales;8.0
P_OT03;4;208cI;3.0;PB293;Avenida Recoleta esq. / Los Cerezos;13.0
P_OT03;4;208cI;4.0;PB294;Avenida Recoleta esq. / Del Pincoy;18.0
P_OT03;4;208cI;5.0;PB295;Avenida Recoleta esq. / Avenida La Pincoya;21.0
P_OT03;4;208cI;6.0;PB296;Parada  / Consultorio   Pincoya;20.0
P_OT03;4;208cI;7.0;PB297;Avenida Recoleta esq. / C. Aguirre Luco;27.0
P_OT03;4;208cI;8.0;PB298;Avenida Recoleta esq. / J. J. Aguirre Luco;25.0
P_OT03;4;208cI;9.0;PB299;Avenida Recoleta esq. / Industrial;25.0
P_OT03;4;208cI;10.0;PB300;Avenida Recoleta esq. / Av. A. Vespucio;25.0
P_OT03;4;208cI;11.0;PB1369;Avenida Recoleta esq. / Oscar Castro;24.0
P_OT03;4;208cI;12.0;PB301;Avenida Recoleta esq. / M. Luisa Bombal;24.0
P_OT03;4;208cI;13.0;PB302;Avenida Recoleta esq. / Alfredo Rosende;23.0
P_OT03;4;208cI;14.0;PB303;Parada 3 / (M) Zapadores;9.0
P_OT03;4;208cI;15.0;PB1639;Ortiz de Rosas esq. / Hernán Mery;3.0
P_OT03;4;208cR;1.0;PB1548;Hernán Mery esq. / Bismuto;8.75
P_OT03;4;208cR;2.0;PB330;Parada 2 / (M) Zapadores;14.75
P_OT03;4;208cR;3.0;PB331;Avenida Recoleta esq. / Alfredo Rosende;14.75
P_OT03;4;208cR;4.0;PB332;Avenida Recoleta esq. / Adela Martínez;14.75
P_OT03;4;208cR;5.0;PB333;Avenida Recoleta esq. / Los Cardenales;14.75
P_OT03;4;208cR;6.0;PB334;Avenida Recoleta esq. / Av.Pdte.S.Allende;12.75
P_OT03;4;208cR;7.0;PB335;Parada  / Municipalidad   de Huechuraba;10.5
P_OT03;4;208cR;8.0;PB336;Avenida Recoleta esq. / Premio Nobel;8.0
P_OT03;4;208cR;9.0;PB337;Parada  / Consultorio   Pincoya;6.25
P_OT03;4;208cR;10.0;PB338;Avenida Recoleta esq. / Avenida La Pincoya;5.5
P_OT03;4;208cR;11.0;PB339;Avenida Recoleta esq. / Del Pincoy;5.75
P_OT03;4;208cR;12.0;PB340;Avenida Recoleta esq. / Los Cerezos;4.75
P_OT03;4;208cR;13.0;PB1605;Avenida Recoleta esq. / Los Nogales;4.25
P_OT03;4;208cR;14.0;PB341;Avenida Recoleta esq. / Jacarandá;3.0
P_OT03;4;208cR;15.0;PB1558;Avenida Recoleta esq. / Los helechos;3.0
P_OT03;4;302eI;1.0;PA231;Manuel Rodríguez esq. / Alameda;1.3333333333333333
P_OT03;4;302eI;2.0;PA232;Parada 6 / (M) Los Héroes;6.0
P_OT03;4;302eI;3.0;PH1494;Parada 1 / Estadio   La Cisterna;5.166666666666667
P_OT03;4;302eI;4.0;PH1497;Parada 3 / Cementerio   Metropolitano;6.5
P_OT03;4;302eI;5.0;PG390;Av. Américo Vespucio esq. / TUCUMAN;9.5
P_OT03;4;302eI;6.0;PG264;Parada 10 / (M) La Cisterna;5.666666666666667
P_OT03;4;302eI;7.0;PG212;Parada 4 / (M) La Cisterna;5.666666666666667
P_OT03;4;302eI;8.0;PG214;Parada  / Complejo Educ.   Los Andes;5.0
P_OT03;4;302eI;9.0;PG392;Peró esq. / Goycolea;4.666666666666667
P_OT03;4;302eI;10.0;PG393;Goycolea esq. / Cerro Negro;4.333333333333333
P_OT03;4;302eI;11.0;PG1304;Ismael Tocornal esq. / Goycolea;4.166666666666667
P_OT03;4;302eI;12.0;PG399;Avenida Ossa esq. / Av. La Bandera;4.166666666666667
P_OT03;4;302eI;13.0;PG327;Avenida La Bandera esq. / Goycolea;4.333333333333333
P_OT03;4;302eI;14.0;PG400;Avenida La Bandera esq. / Vicuña Mackenna;4.333333333333333
P_OT03;4;302eI;15.0;PG328;Avenida La Bandera esq. / Alpatacal;4.5
P_OT03;4;302eI;16.0;PG1120;Avenida La Bandera esq. / Riquelme;4.5
P_OT03;4;302eI;17.0;PG329;Avenida La Bandera esq. / Esperanza;4.0
P_OT03;4;302eR;2.0;PG1465;Almirante Latorre esq. / Riquelme;22.666666666666668
P_OT03;4;302eR;3.0;PG337;Almirante Latorre esq. / Alpatacal;27.5
P_OT03;4;302eR;4.0;PG1097;Almirante Latorre esq. / Vicuña Mackenna;28.166666666666668
P_OT03;4;302eR;5.0;PG340;Almirante Latorre esq. / Goycolea;27.666666666666668
P_OT03;4;302eR;6.0;PG341;Almirante Latorre esq. / Avenida Ossa;17.166666666666668
P_OT03;4;302eR;7.0;PG397;Avenida Ossa esq. / Av. La Bandera;17.666666666666668
P_OT03;4;302eR;8.0;PG398;Parada  / Parque Automotriz;17.666666666666668
P_OT03;4;302eR;9.0;PG1794;Ismael Tocornal esq. / Goycolea;19.0
P_OT03;4;302eR;10.0;PG1793;Ismael Tocornal esq. / Vicuña Mackenna;18.833333333333332
P_OT03;4;302eR;11.0;PG1341;Ismael Tocornal esq. / Alpatacal;26.0
P_OT03;4;302eR;12.0;PG402;Alpatacal esq. / San Francisco;32.166666666666664
P_OT03;4;302eR;13.0;PG403;Cerro Negro esq. / Goycolea;35.333333333333336
P_OT03;4;302eR;14.0;PG200;Av. Américo Vespucio esq. / La Granja;37.833333333333336
P_OT03;4;302eR;15.0;PG203;Parada 3 / (M) La Cisterna;30.666666666666668
P_OT03;4;302eR;16.0;PG409;Av. Américo Vespucio esq. / Av. J. J. Prieto Vial;33.166666666666664
P_OT03;4;302eR;17.0;PA81;Parada 5 / (M) Los Héroes;17.666666666666668
P_OT03;4;312eI;1.0;PB620;San Luis esq. / Pasaje 9;34.25
P_OT03;4;312eI;2.0;PB574;San Luis esq. / Av. Manuel A. Matta;34.25
P_OT03;4;312eI;3.0;PB625;San Luis esq. / Calle A;43.5
P_OT03;4;312eI;4.0;PB405;Parada 3 / Plaza Quilicura;45.0
P_OT03;4;312eI;5.0;PB633;Ramón Rosales esq. / Avenida Las Torres;54.75
P_OT03;4;312eI;6.0;PA669;Parada 12 / Estación Mapocho;9.0
P_OT03;4;316eR;1.0;PA669;Parada 12 / Estación Mapocho;21.5
P_OT03;4;316eR;2.0;PA303;Parada 1 / (M) Santa Ana;45.0
P_OT03;4;316eR;3.0;PB1559;Parada 1 / Norte Sur   Dorsal;59.0
P_OT03;4;316eR;4.0;PB1597;Parada  / Club de Golf   Aconcagua;60.5
P_OT03;4;316eR;5.0;PB1596;Parada  / CAT Rental Store;57.0
P_OT03;4;316eR;6.0;PB1002;Parada  / Pasarela Lautaro;43.5
P_OT03;4;316eR;7.0;PB1003;Parada  / Panamerica Norte   Altura del 9400;32.5
P_OT03;4;316eR;8.0;PB1198;San Ignacio esq. / Cerro Santa Lucía;21.0
P_OT03;4;316eR;9.0;PB1621;San Ignacio esq. / Cerro Los Cóndores;14.0
P_OT03;4;316eR;10.0;PB1205;Lib. Bdo. O'Higgins esq. / Empedrado;13.5
P_OT03;4;316eR;11.0;PB994;Lib. Bdo. O'Higgins esq. / Antumalal;19.5
P_OT03;4;316eR;12.0;PB559;Lib. Bdo. O'Higgins esq. / Av. Lo Marcoleta;23.5
P_OT03;4;316eR;13.0;PB1206;Lib. Bdo. O'Higgins esq. / Ana Frank;22.0
P_OT03;4;316eR;14.0;PB960;Lib. Bdo. O'Higgins esq. / Doña Leticia;23.5
P_OT03;4;316eR;15.0;PB961;Lib. Bdo. O'Higgins esq. / Av. Manuel A. Matta;18.5
P_OT03;4;316eR;16.0;PB522;Av. Manuel A. Matta esq. / General San Martín;18.5
P_OT03;4;316eR;17.0;PB594;Av. Manuel A. Matta esq. / Estero Venados;17.0
P_OT03;4;316eR;18.0;PB596;Av. Manuel A. Matta esq. / Volcán Llaima;17.0
P_OT03;4;316eR;19.0;PB599;San Luis esq. / Av. Lo Marcoleta;16.0
P_OT03;4;350I;1.0;PI1093;Jorge Andrés Guerra esq. / J. Infante Larraín;2.0
P_OT03;4;350I;2.0;PI1094;Jorge Andrés Guerra esq. / J. Infante Larraín;2.6666666666666665
P_OT03;4;350I;3.0;PI1639;Alc. José L. Infante esq. / Barrio Central;6.333333333333333
P_OT03;4;350I;4.0;PI1095;Alc. José L. Infante esq. / Parque Sur;8.333333333333334
P_OT03;4;350I;5.0;PI1096;Parque Sur esq. / Puerto Yungay;15.0
P_OT03;4;350I;6.0;PI1097;Parque Sur esq. / Lago Carezza;24.0
P_OT03;4;350I;7.0;PI264;Lago Carezza esq. / Pque. Central -Oriente;27.0
P_OT03;4;350I;8.0;PI265;Central Oriente esq. / Lago Albano;27.333333333333332
P_OT03;4;350I;9.0;PI266;Central Oriente esq. / Lago de Lugano;31.333333333333332
P_OT03;4;350I;10.0;PI267;Central Oriente esq. / Castelgandolfo;32.0
P_OT03;4;350I;11.0;PI268;Central Oriente esq. / Lago Bolsena;32.333333333333336
P_OT03;4;350I;12.0;PI269;Central Oriente esq. / Lago de Como;33.333333333333336
P_OT03;4;350I;13.0;PI270;Central Oriente esq. / Caletera Melipilla;35.0
P_OT03;4;350I;14.0;PI271;Camino a Melipilla esq. / Cam. Los Talaveras;35.0
P_OT03;4;350I;15.0;PI272;Camino a Melipilla esq. / Granad. de Sn. Martín;35.666666666666664
P_OT03;4;350I;16.0;PI1601;Camino a Melipilla esq. / Avenida 4 Poniente;35.666666666666664
P_OT03;4;350I;17.0;PI273;Camino a Melipilla esq. / Egipto;37.0
P_OT03;4;350I;18.0;PI274;Camino a Melipilla esq. / Jacques Cousteau;37.666666666666664
P_OT03;4;350I;19.0;PI275;Camino a Melipilla esq. / Judea;37.0
P_OT03;4;350I;20.0;PI276;Camino a Melipilla esq. / Avenida 3 Poniente;37.333333333333336
P_OT03;4;350I;21.0;PI277;Parada  / Nestlé - Maipú;37.333333333333336
P_OT03;4;350I;22.0;PI279;Parada  / Gasco - Maipú;37.0
P_OT03;4;350I;23.0;PI280;Parada  / Goodyear - Maipú;36.0
P_OT03;4;350I;24.0;PI382;Parada  / CTI (A. Llona);36.0
P_OT03;4;350I;25.0;PI383;Alberto Llona esq. / Fernardo Riesco;34.666666666666664
P_OT03;4;350I;26.0;PI384;Alberto Llona esq. / 4 Álamos;34.0
P_OT03;4;350I;27.0;PI385;Alberto Llona esq. / Jose M. Irarrázaval;31.333333333333332
P_OT03;4;350I;28.0;PI1332;Parada 14 / (M) Plaza   de Maipú;8.333333333333334
P_OT03;4;350I;29.0;PI148;Parada 3 / (M) Plaza   de Maipú;8.0
P_OT03;4;350I;30.0;PI151;Camino a Rinconada esq. / Av. de La Victoria;9.666666666666666
P_OT03;4;350I;31.0;PI152;Parada 2 / Hospital Maipú;5.0
P_OT03;4;350I;32.0;PI182;Parada 2 / Plaza Del Abrazo;5.666666666666667
P_OT03;4;350I;33.0;PI183;Camino a Rinconada esq. / Avenida 3 Poniente;5.333333333333333
P_OT03;4;350I;34.0;PI1815;Camino a Rinconada / esq.  Koyan;4.0
P_OT03;4;350I;35.0;PI956;Camino a Rinconada esq. / Quinta Vergara;3.3333333333333335
P_OT03;4;350I;36.0;PI1570;Camino a Rinconada esq. / Avenida 4 Poniente;2.3333333333333335
P_OT03;4;350I;37.0;PI957;Camino a Rinconada esq. / Williams R. Durán;2.0
P_OT03;4;350I;38.0;PI1581;Camino a Rinconada esq. / La Galaxia;2.0
P_OT03;4;350I;39.0;PI958;Parada 2 / Nudo Rinconada;2.0
P_OT03;4;350I;40.0;PI1357;Camino a Rinconada esq. / 5 Poniente;1.6666666666666667
P_OT03;4;350R;1.0;PI949;Camino a Rinconada esq. / Autopista Del Sol;0.0
P_OT03;4;350R;2.0;PI952;Parada 1 / Nudo Rinconada;9.0
P_OT03;4;350R;3.0;PI953;Camino a Rinconada esq. / La Galaxia;17.333333333333332
P_OT03;4;350R;4.0;PI954;Camino a Rinconada esq. / Batallón Atacama;25.666666666666668
P_OT03;4;350R;5.0;PI1493;Camino a Rinconada esq. / Pasaje Santo Padre;31.666666666666668
P_OT03;4;350R;6.0;PI198;Camino a Rinconada esq. / Quinta Vergara;36.333333333333336
P_OT03;4;350R;7.0;PI200;Camino a Rinconada esq. / Los Adobes;48.0
P_OT03;4;350R;8.0;PI202;Camino a Rinconada esq. / El Olimpo;57.333333333333336
P_OT03;4;350R;9.0;PI1792;Parada 4 / Hospital Maipú;58.666666666666664
P_OT03;4;350R;10.0;PI102;Parada 1 / Hospital Maipú;58.666666666666664
P_OT03;4;350R;11.0;PI103;Camino a Rinconada esq. / República;58.666666666666664
P_OT03;4;350R;12.0;PI1816;Camino a Rinconada / esq.  El Carmen;58.0
P_OT03;4;350R;13.0;PI105;Parada 1 / Templo Votivo;57.0
P_OT03;4;350R;14.0;PI228;Parada 5 / (M) Plaza de Maipú;23.0
P_OT03;4;350R;15.0;PI420;Parada 1 / Ricardo Ayala   Pajaritos;30.333333333333332
P_OT03;4;350R;16.0;PI422;Parada 1 / Fernando Riesco   Pajaritos;31.666666666666668
P_OT03;4;350R;17.0;PI423;Parada 1 / Vicente Reyes   Pajaritos;31.666666666666668
P_OT03;4;350R;18.0;PI1336;Avenida Los Pajaritos esq. / Av. Nva. San Martín;32.0
P_OT03;4;350R;19.0;PI297;Parada  / Goodyear - Maipú;30.0
P_OT03;4;350R;20.0;PI299;Parada  / Rabie - Maipú;26.666666666666668
P_OT03;4;350R;21.0;PI300;Parada  / Nestlé - Maipú;26.666666666666668
P_OT03;4;350R;22.0;PI301;Camino a Melipilla esq. / Avenida 3 Poniente;26.333333333333332
P_OT03;4;350R;23.0;PI302;Camino a Melipilla esq. / Judea;26.333333333333332
P_OT03;4;350R;24.0;PI303;Camino a Melipilla esq. / Abisinia;27.333333333333332
P_OT03;4;350R;25.0;PI304;Camino a Melipilla esq. / Egipto;31.0
P_OT03;4;350R;26.0;PI1600;Camino a Melipilla esq. / Esdras;31.0
P_OT03;4;350R;27.0;PI305;Camino a Melipilla esq. / El Bosque;30.333333333333332
P_OT03;4;350R;28.0;PI306;Camino a Melipilla esq. / Cam. Los Talaveras;29.666666666666668
P_OT03;4;350R;29.0;PI317;Central Poniente esq. / Lago Bracciano;32.666666666666664
P_OT03;4;350R;30.0;PI307;Central Poniente esq. / Lago de Como;28.666666666666668
P_OT03;4;350R;31.0;PI308;Central Poniente esq. / Lago Bolsena;26.333333333333332
P_OT03;4;350R;32.0;PI309;Central Poniente esq. / Castelgandolfo;25.0
P_OT03;4;350R;33.0;PI310;Central Poniente esq. / Lago de Lugano;22.333333333333332
P_OT03;4;350R;34.0;PI311;Central Poniente esq. / Eucaliptus;22.333333333333332
P_OT03;4;350R;35.0;PI312;Central Poniente esq. / Lago Albano;22.333333333333332
P_OT03;4;350R;36.0;PI313;Parada 1 / Colegio Los Alpes;19.666666666666668
P_OT03;4;350R;37.0;PI314;Lago Carezza esq. / Parque Sur;18.333333333333332
P_OT03;4;350R;38.0;PI1098;Parque Sur esq. / Puerto Yungay;18.333333333333332
P_OT03;4;350R;39.0;PI1099;Parque Sur esq. / J. Infante Larraín;15.666666666666666
P_OT03;4;350R;40.0;PI1638;Alc. José L. Infante esq. / Canal Melinka;15.0
P_OT03;4;350R;41.0;PI1100;Alc. José L. Infante esq. / Jorge A. Guerra;12.333333333333334
P_OT03;4;350cI;1.0;PI1493;Camino a Rinconada esq. / Pasaje Santo Padre;14.2
P_OT03;4;350cI;2.0;PI198;Camino a Rinconada esq. / Quinta Vergara;22.2
P_OT03;4;350cI;3.0;PI200;Camino a Rinconada esq. / Los Adobes;27.8
P_OT03;4;350cI;4.0;PI202;Camino a Rinconada esq. / El Olimpo;44.4
P_OT03;4;350cI;5.0;PI1792;Parada 4 / Hospital Maipú;45.0
P_OT03;4;350cI;6.0;PI102;Parada 1 / Hospital Maipú;45.0
P_OT03;4;350cI;7.0;PI103;Camino a Rinconada esq. / República;44.6
P_OT03;4;350cI;8.0;PI1816;Camino a Rinconada / esq.  El Carmen;44.4
P_OT03;4;350cI;9.0;PI105;Parada 1 / Templo Votivo;43.2
P_OT03;4;350cI;10.0;PI106;Parada 8 / (M) Plaza   de Maipú;8.6
P_OT03;4;381I;1.0;PI1093;Jorge Andrés Guerra esq. / J. Infante Larraín;0.8571428571428571
P_OT03;4;381I;2.0;PI1094;Jorge Andrés Guerra esq. / J. Infante Larraín;1.8571428571428572
P_OT03;4;381I;3.0;PI1639;Alc. José L. Infante esq. / Barrio Central;4.571428571428571
P_OT03;4;381I;4.0;PI1095;Alc. José L. Infante esq. / Parque Sur;8.0
P_OT03;4;381I;5.0;PI1096;Parque Sur esq. / Puerto Yungay;14.571428571428571
P_OT03;4;381I;6.0;PI1097;Parque Sur esq. / Lago Carezza;19.571428571428573
P_OT03;4;381I;7.0;PI264;Lago Carezza esq. / Pque. Central -Oriente;21.285714285714285
P_OT03;4;381I;8.0;PI265;Central Oriente esq. / Lago Albano;23.285714285714285
P_OT03;4;381I;9.0;PI266;Central Oriente esq. / Lago de Lugano;24.714285714285715
P_OT03;4;381I;10.0;PI267;Central Oriente esq. / Castelgandolfo;26.857142857142858
P_OT03;4;381I;11.0;PI268;Central Oriente esq. / Lago Bolsena;27.285714285714285
P_OT03;4;381I;12.0;PI269;Central Oriente esq. / Lago de Como;28.857142857142858
P_OT03;4;381I;13.0;PI270;Central Oriente esq. / Caletera Melipilla;30.714285714285715
P_OT03;4;381I;14.0;PI271;Camino a Melipilla esq. / Cam. Los Talaveras;31.0
P_OT03;4;381I;15.0;PI272;Camino a Melipilla esq. / Granad. de Sn. Martín;32.42857142857143
P_OT03;4;381I;16.0;PI1601;Camino a Melipilla esq. / Avenida 4 Poniente;31.857142857142858
P_OT03;4;381I;17.0;PI273;Camino a Melipilla esq. / Egipto;33.857142857142854
P_OT03;4;381I;18.0;PI274;Camino a Melipilla esq. / Jacques Cousteau;36.714285714285715
P_OT03;4;381I;19.0;PI275;Camino a Melipilla esq. / Judea;38.0
P_OT03;4;381I;20.0;PI276;Camino a Melipilla esq. / Avenida 3 Poniente;38.285714285714285
P_OT03;4;381I;21.0;PI277;Parada  / Nestlé - Maipú;38.0
P_OT03;4;381I;22.0;PI279;Parada  / Gasco - Maipú;38.285714285714285
P_OT03;4;381I;23.0;PI382;Parada  / CTI (A. Llona);37.57142857142857
P_OT03;4;381I;24.0;PI383;Alberto Llona esq. / Fernardo Riesco;37.142857142857146
P_OT03;4;381I;25.0;PI384;Alberto Llona esq. / 4 Álamos;36.857142857142854
P_OT03;4;381I;26.0;PI385;Alberto Llona esq. / Jose M. Irarrázaval;29.857142857142858
P_OT03;4;381I;27.0;PI1332;Parada 14 / (M) Plaza   de Maipú;7.857142857142857
P_OT03;4;381I;28.0;PI657;Parada 6 / (M) Plaza   de Maipú;5.714285714285714
P_OT03;4;381R;1.0;PI228;Parada 5 / (M) Plaza de Maipú;14.0
P_OT03;4;381R;2.0;PI420;Parada 1 / Ricardo Ayala   Pajaritos;17.2
P_OT03;4;381R;3.0;PI422;Parada 1 / Fernando Riesco   Pajaritos;19.0
P_OT03;4;381R;4.0;PI423;Parada 1 / Vicente Reyes   Pajaritos;20.2
P_OT03;4;381R;5.0;PI1336;Avenida Los Pajaritos esq. / Av. Nva. San Martín;24.4
P_OT03;4;381R;6.0;PI297;Parada  / Goodyear - Maipú;22.2
P_OT03;4;381R;7.0;PI299;Parada  / Rabie - Maipú;19.4
P_OT03;4;381R;8.0;PI300;Parada  / Nestlé - Maipú;19.6
P_OT03;4;381R;9.0;PI301;Camino a Melipilla esq. / Avenida 3 Poniente;19.6
P_OT03;4;381R;10.0;PI302;Camino a Melipilla esq. / Judea;19.2
P_OT03;4;381R;11.0;PI303;Camino a Melipilla esq. / Abisinia;19.4
P_OT03;4;381R;12.0;PI304;Camino a Melipilla esq. / Egipto;21.4
P_OT03;4;381R;13.0;PI1600;Camino a Melipilla esq. / Esdras;20.4
P_OT03;4;381R;14.0;PI305;Camino a Melipilla esq. / El Bosque;19.4
P_OT03;4;381R;15.0;PI306;Camino a Melipilla esq. / Cam. Los Talaveras;18.6
P_OT03;4;381R;16.0;PI317;Central Poniente esq. / Lago Bracciano;22.8
P_OT03;4;381R;17.0;PI307;Central Poniente esq. / Lago de Como;24.4
P_OT03;4;381R;18.0;PI308;Central Poniente esq. / Lago Bolsena;21.2
P_OT03;4;381R;19.0;PI309;Central Poniente esq. / Castelgandolfo;18.6
P_OT03;4;381R;20.0;PI310;Central Poniente esq. / Lago de Lugano;16.2
P_OT03;4;381R;21.0;PI311;Central Poniente esq. / Eucaliptus;13.0
P_OT03;4;381R;22.0;PI312;Central Poniente esq. / Lago Albano;12.6
P_OT03;4;381R;23.0;PI313;Parada 1 / Colegio Los Alpes;9.6
P_OT03;4;381R;24.0;PI314;Lago Carezza esq. / Parque Sur;8.0
P_OT03;4;381R;25.0;PI1098;Parque Sur esq. / Puerto Yungay;7.0
P_OT03;4;381R;26.0;PI1099;Parque Sur esq. / J. Infante Larraín;4.6
P_OT03;4;381R;27.0;PI1638;Alc. José L. Infante esq. / Canal Melinka;4.2
P_OT03;4;381R;28.0;PI1100;Alc. José L. Infante esq. / Jorge A. Guerra;3.0
P_OT03;4;401I;2.0;PI369;Avenida Portales esq. / La Galaxia;17.8
P_OT03;4;401I;3.0;PI370;La Galaxia esq. / Avenida Sur;21.6
P_OT03;4;401I;4.0;PI371;La Galaxia esq. / Nueva San Martín;34.4
P_OT03;4;401I;5.0;PI372;Av. Nueva San Martín esq. / Avenida 4 Poniente;39.2
P_OT03;4;401I;6.0;PI373;Av. Nueva San Martín esq. / Av. Las Naciones;46.8
P_OT03;4;401I;7.0;PI374;Av. Nueva San Martín esq. / Ramón Barros Luco;56.0
P_OT03;4;401I;8.0;PI375;Parada  / Boston College   Nueva Sn. Martín;54.6
P_OT03;4;401I;9.0;PI376;Av. Nueva San Martín esq. / El Olimpo;51.0
P_OT03;4;401I;10.0;PI377;Av. Nueva San Martín esq. / Carlomagno;50.0
P_OT03;4;401I;11.0;PI1674;Av. Nueva San Martín esq. / Los Diamantes;50.6
P_OT03;4;401I;12.0;PI378;Av. Nueva San Martín esq. / La Fortuna;49.2
P_OT03;4;401I;13.0;PI379;Av. Nueva San Martín esq. / Leopoldo Infante;49.4
P_OT03;4;401I;14.0;PI380;Av. Nueva San Martín esq. / Av. Los Pajaritos;48.4
P_OT03;4;401I;15.0;PI565;Avenida Los Pajaritos esq. / Cam. Melipilla;47.4
P_OT03;4;401I;16.0;PI1353;Parada 2 / Nueva O'Higgins   Pajaritos;47.2
P_OT03;4;401I;17.0;PI1351;Parada 2 / Fernando Riesco   Pajaritos;47.2
P_OT03;4;401I;18.0;PI1352;Parada 2 / Ricardo Ayala   Pajaritos;47.2
P_OT03;4;401I;19.0;PI386;Parada 1 / (M) Plaza   de Maipú;47.0
